Origin,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
DAY,749.0,1444.0,2220.0,2978.0,3773.0,4552.0,5441.0,6285.0,6975.0,7719.0,8418.0,9106.0,9663.0,10134.0,10674.0,11187.0,11702.0,12296.0,12862.0,13420.0,14013.0,14586.0,15079.0,15465.0,15834.0,16195.0,16633.0,17184.0,17663.0,18129.0,18562.0,19025.0,19497.0,20013.0,20558.0,21008.0,22051.0,23034.0,24108.0,25288.0,26443.0,27574.0,28744.0,29978.0,31183.0,32373.0,33496.0,34630.0,35648.0,36549.0,37554.0,38621.0,39774.0,40959.0,42166.0,43403.0,44630.0,45844.0,46979.0,48098.0
DBQ,71.0,134.0,213.0,294.0,375.0,456.0,543.0,627.0,711.0,798.0,875.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,1037.0,1105.0,1190.0,1276.0,1336.0,1406.0,1490.0,1575.0,1657.0,1745.0,1824.0,1911.0,1986.0,2048.0,2134.0,2216.0,2304.0,2390.0,2472.0,2555.0,2637.0,2729.0,2811.0,2894.0
DCA,6350.0,12009.0,18633.0,25391.0,32225.0,38717.0,45483.0,52318.0,58833.0,65592.0,72000.0,78338.0,84169.0,90071.0,96749.0,103285.0,110041.0,116585.0,123093.0,129675.0,136018.0,142497.0,148494.0,154218.0,160199.0,165766.0,172097.0,178247.0,184716.0,190849.0,196998.0,203334.0,209039.0,215249.0,221164.0,226973.0,237261.0,247110.0,257482.0,268188.0,278957.0,289352.0,299995.0,310836.0,321573.0,333284.0,344380.0,355343.0,366521.0,376991.0,388943.0,400577.0,412273.0,423227.0,434391.0,445854.0,457123.0,468928.0,479885.0,490962.0
DEN,16775.0,31980.0,50402.0,67727.0,85652.0,104038.0,122935.0,141669.0,159012.0,177089.0,193948.0,211479.0,228745.0,244870.0,263164.0,280633.0,299573.0,318938.0,339563.0,360295.0,379502.0,398829.0,416297.0,433897.0,450588.0,465970.0,484329.0,501908.0,520939.0,540718.0,561162.0,581788.0,600436.0,619540.0,637127.0,655045.0,673021.0,689095.0,707998.0,726831.0,746492.0,767493.0,789277.0,810917.0,830593.0,851106.0,870030.0,888786.0,907006.0,923481.0,942395.0,961134.0,981852.0,1003660.0,1027058.0,1050086.0,1071800.0,1094094.0,1114165.0,1135263.0
DFW,22571.0,41350.0,63390.0,84853.0,106148.0,128294.0,151022.0,173137.0,193386.0,213972.0,233258.0,253233.0,269543.0,284848.0,301681.0,317508.0,333847.0,350198.0,367143.0,383840.0,399867.0,416059.0,431219.0,446530.0,461553.0,475215.0,490585.0,504535.0,519843.0,535035.0,550866.0,566607.0,580955.0,596416.0,610752.0,625497.0,647312.0,667195.0,690013.0,712313.0,735691.0,759717.0,784405.0,809160.0,831226.0,854190.0,876505.0,898740.0,921445.0,942063.0,965921.0,988782.0,1014072.0,1039372.0,1065920.0,1092996.0,1118474.0,1144257.0,1169133.0,1194385.0
DHN,116.0,214.0,333.0,448.0,564.0,675.0,793.0,910.0,1018.0,1136.0,1248.0,1361.0,1477.0,1579.0,1697.0,1812.0,1930.0,2046.0,2158.0,2275.0,2387.0,2506.0,2614.0,2729.0,2837.0,2938.0,3058.0,3145.0,3238.0,3342.0,3454.0,3574.0,3674.0,3789.0,3886.0,3966.0,4080.0,4185.0,4304.0,4420.0,4539.0,4653.0,4766.0,4886.0,4992.0,5105.0,5217.0,5332.0,5446.0,5551.0,5670.0,5786.0,5904.0,6018.0,6133.0,6251.0,6359.0,6475.0,6586.0,6703.0
DIK,106.0,198.0,333.0,481.0,613.0,678.0,742.0,803.0,862.0,923.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0
DLG,0.0,0.0,0.0,0.0,0.0,24.0,55.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,102.0,133.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,187.0,218.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,244.0,272.0,303.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,350.0,381.0,407.0,407.0,407.0,407.0,407.0
DLH,149.0,278.0,379.0,485.0,609.0,780.0,928.0,1090.0,1305.0,1526.0,1711.0,1887.0,2057.0,2243.0,2473.0,2675.0,2907.0,3066.0,3296.0,3519.0,3688.0,3945.0,4115.0,4292.0,4469.0,4619.0,4831.0,4998.0,5173.0,5401.0,5658.0,5922.0,6163.0,6417.0,6620.0,6784.0,6984.0,7161.0,7398.0,7620.0,7846.0,8090.0,8342.0,8592.0,8842.0,9103.0,9321.0,9527.0,9697.0,9840.0,10064.0,10275.0,10520.0,10849.0,11170.0,11527.0,11848.0,12190.0,12477.0,12761.0
DRO,182.0,332.0,514.0,706.0,903.0,1106.0,1312.0,1507.0,1686.0,1861.0,2007.0,2194.0,2295.0,2389.0,2560.0,2735.0,2972.0,3150.0,3363.0,3570.0,3732.0,3874.0,4009.0,4117.0,4223.0,4294.0,4390.0,4462.0,4577.0,4695.0,4845.0,4946.0,5019.0,5144.0,5248.0,5412.0,5683.0,5901.0,6123.0,6358.0,6608.0,6911.0,7200.0,7487.0,7690.0,7976.0,8221.0,8462.0,8695.0,8888.0,9133.0,9324.0,9557.0,9847.0,10205.0,10591.0,10906.0,11165.0,11378.0,11578.0
DRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,113.0,174.0,230.0,292.0,350.0,408.0,465.0,524.0,583.0,642.0,704.0,761.0,821.0
DSM,794.0,1496.0,2282.0,2981.0,3670.0,4412.0,5189.0,5942.0,6611.0,7314.0,8042.0,8804.0,9455.0,10076.0,10738.0,11364.0,12042.0,12643.0,13400.0,14090.0,14685.0,15319.0,15927.0,16472.0,17147.0,17784.0,18455.0,19115.0,19817.0,20502.0,21129.0,21838.0,22568.0,23303.0,23958.0,24547.0,25762.0,26879.0,28182.0,29426.0,30773.0,32051.0,33335.0,34645.0,35869.0,37164.0,38506.0,39880.0,41171.0,42380.0,43845.0,45297.0,46761.0,48182.0,49642.0,51088.0,52405.0,53790.0,55091.0,56469.0
DTW,9257.0,17648.0,27785.0,37745.0,48141.0,57823.0,68239.0,78394.0,87730.0,97612.0,107364.0,116874.0,126168.0,135231.0,145639.0,156034.0,167129.0,177864.0,188100.0,198653.0,208838.0,219995.0,230154.0,239633.0,249117.0,258218.0,268944.0,279111.0,290200.0,300979.0,311827.0,323170.0,333539.0,344712.0,355184.0,364762.0,376917.0,387869.0,401360.0,414601.0,428239.0,441800.0,455390.0,469492.0,482129.0,495465.0,507929.0,520333.0,532084.0,542826.0,556298.0,569435.0,583194.0,597015.0,611289.0,625877.0,639182.0,653195.0,666371.0,679941.0
DVL,39.0,73.0,120.0,162.0,207.0,254.0,303.0,339.0,382.0,430.0,471.0,514.0,558.0,600.0,644.0,689.0,736.0,782.0,834.0,885.0,936.0,989.0,1037.0,1078.0,1126.0,1172.0,1220.0,1268.0,1320.0,1372.0,1425.0,1477.0,1524.0,1576.0,1622.0,1667.0,1715.0,1763.0,1811.0,1860.0,1912.0,1963.0,2014.0,2066.0,2116.0,2164.0,2209.0,2256.0,2303.0,2349.0,2396.0,2441.0,2491.0,2541.0,2592.0,2642.0,2693.0,2738.0,2785.0,2834.0
EAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,97.0,148.0,199.0,249.0,296.0,342.0,392.0,441.0,491.0,547.0,602.0,658.0,714.0,764.0,848.0
EAU,60.0,112.0,172.0,230.0,288.0,341.0,399.0,458.0,517.0,579.0,637.0,696.0,756.0,806.0,860.0,915.0,972.0,1028.0,1082.0,1140.0,1195.0,1252.0,1307.0,1356.0,1410.0,1462.0,1519.0,1573.0,1631.0,1686.0,1741.0,1797.0,1852.0,1910.0,1966.0,2020.0,2073.0,2120.0,2182.0,2239.0,2300.0,2359.0,2420.0,2479.0,2537.0,2598.0,2656.0,2717.0,2770.0,2818.0,2878.0,2934.0,2993.0,3052.0,3111.0,3172.0,3228.0,3290.0,3346.0,3403.0
ECP,232.0,439.0,851.0,1276.0,1715.0,2161.0,2645.0,3105.0,3471.0,3845.0,4189.0,4513.0,4833.0,5133.0,5542.0,5943.0,6350.0,6796.0,7239.0,7623.0,7979.0,8345.0,8671.0,8976.0,9244.0,9493.0,9892.0,10309.0,10745.0,11195.0,11669.0,12070.0,12405.0,12744.0,13058.0,13332.0,13613.0,13880.0,14297.0,14736.0,15205.0,15779.0,16386.0,16937.0,17464.0,17867.0,18278.0,18704.0,19145.0,19551.0,20124.0,20705.0,21332.0,21966.0,22616.0,23191.0,23757.0,24264.0,24736.0,25194.0
EFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EGE,291.0,539.0,827.0,876.0,876.0,905.0,948.0,986.0,1016.0,1020.0,1031.0,1202.0,1501.0,1795.0,2110.0,2178.0,2209.0,2274.0,2381.0,2463.0,2541.0,2581.0,2624.0,2882.0,3164.0,3438.0,3752.0,3782.0,3782.0,3808.0,3848.0,3886.0,3916.0,3947.0,3976.0,4241.0,4667.0,5035.0,5466.0,5532.0,5566.0,5636.0,5719.0,5804.0,5893.0,5978.0,6041.0,6322.0,6777.0,7183.0,7603.0,7661.0,7723.0,7827.0,7940.0,8058.0,8150.0,8193.0,8245.0,8543.0
EKO,61.0,113.0,171.0,224.0,281.0,335.0,392.0,422.0,426.0,479.0,520.0,570.0,617.0,667.0,719.0,770.0,823.0,879.0,935.0,993.0,1048.0,1100.0,1148.0,1197.0,1246.0,1293.0,1351.0,1406.0,1463.0,1519.0,1574.0,1632.0,1685.0,1743.0,1796.0,1850.0,1901.0,1950.0,2007.0,2063.0,2120.0,2171.0,2216.0,2271.0,2326.0,2384.0,2437.0,2493.0,2547.0,2598.0,2655.0,2711.0,2768.0,2823.0,2881.0,2938.0,2994.0,3052.0,3105.0,3163.0
ELM,158.0,316.0,500.0,691.0,886.0,1071.0,1267.0,1465.0,1647.0,1842.0,2032.0,2202.0,2379.0,2554.0,2749.0,2899.0,3049.0,3195.0,3343.0,3494.0,3639.0,3789.0,3927.0,4026.0,4040.0,4055.0,4122.0,4201.0,4314.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4366.0,4395.0,4423.0,4459.0,4489.0,4506.0,4529.0,4554.0,4581.0,4601.0,4622.0,4643.0,4698.0,4732.0,4759.0,4790.0,4819.0,4844.0,4868.0,4900.0,4928.0,4940.0,4958.0,5112.0,5292.0
ELP,1068.0,1988.0,3105.0,4256.0,5385.0,6506.0,7639.0,8729.0,9746.0,10782.0,11835.0,12842.0,13713.0,14517.0,15453.0,16322.0,17230.0,18200.0,19145.0,20155.0,21197.0,22173.0,23123.0,24076.0,24996.0,25817.0,26752.0,27643.0,28566.0,29478.0,30404.0,31277.0,32086.0,33014.0,33891.0,34769.0,36039.0,37181.0,38463.0,39862.0,41365.0,42827.0,44305.0,45766.0,47120.0,48590.0,50051.0,51530.0,52856.0,54078.0,55452.0,56811.0,58180.0,59536.0,60971.0,62455.0,63918.0,65384.0,66764.0,68277.0
ERI,119.0,188.0,254.0,311.0,370.0,425.0,483.0,544.0,601.0,658.0,711.0,765.0,819.0,867.0,923.0,977.0,1034.0,1090.0,1141.0,1198.0,1252.0,1309.0,1421.0,1484.0,1581.0,1685.0,1818.0,1955.0,2131.0,2272.0,2411.0,2555.0,2693.0,2790.0,2876.0,2963.0,3051.0,3127.0,3213.0,3300.0,3388.0,3464.0,3539.0,3626.0,3716.0,3805.0,3892.0,3971.0,4046.0,4115.0,4198.0,4278.0,4391.0,4507.0,4620.0,4737.0,4851.0,4972.0,5055.0,5149.0
ESC,48.0,93.0,146.0,198.0,250.0,298.0,351.0,401.0,453.0,505.0,553.0,606.0,657.0,706.0,761.0,812.0,865.0,912.0,963.0,1016.0,1068.0,1120.0,1170.0,1223.0,1265.0,1310.0,1361.0,1410.0,1463.0,1515.0,1567.0,1621.0,1672.0,1725.0,1777.0,1827.0,1875.0,1920.0,1972.0,2021.0,2075.0,2126.0,2178.0,2232.0,2282.0,2335.0,2387.0,2438.0,2488.0,2528.0,2576.0,2627.0,2681.0,2731.0,2783.0,2836.0,2887.0,2941.0,2990.0,3035.0
EUG,312.0,592.0,920.0,1252.0,1595.0,1938.0,2295.0,2657.0,2982.0,3307.0,3591.0,3883.0,4167.0,4437.0,4729.0,5018.0,5329.0,5638.0,5946.0,6251.0,6531.0,6809.0,7102.0,7370.0,7623.0,7865.0,8141.0,8486.0,8846.0,9234.0,9623.0,10018.0,10361.0,10744.0,11038.0,11318.0,11649.0,11939.0,12278.0,12615.0,12935.0,13326.0,13707.0,14076.0,14409.0,14744.0,15052.0,15390.0,15690.0,15937.0,16242.0,16601.0,16976.0,17444.0,17955.0,18457.0,18898.0,19408.0,19934.0,20495.0
EVV,294.0,556.0,876.0,1169.0,1472.0,1849.0,2238.0,2626.0,2996.0,3392.0,3760.0,4103.0,4313.0,4514.0,4749.0,5000.0,5257.0,5462.0,5695.0,5935.0,6118.0,6361.0,6585.0,6785.0,7011.0,7228.0,7522.0,7758.0,8009.0,8197.0,8352.0,8536.0,8647.0,8737.0,8818.0,8952.0,9315.0,9630.0,9992.0,10374.0,10762.0,11155.0,11572.0,11987.0,12336.0,12720.0,13084.0,13444.0,13773.0,14081.0,14382.0,14747.0,15085.0,15427.0,15778.0,16145.0,16462.0,16793.0,17098.0,17387.0
EWN,55.0,104.0,152.0,197.0,244.0,291.0,348.0,405.0,456.0,511.0,566.0,620.0,675.0,730.0,789.0,848.0,908.0,967.0,1027.0,1089.0,1146.0,1206.0,1262.0,1319.0,1372.0,1422.0,1481.0,1535.0,1591.0,1648.0,1707.0,1758.0,1758.0,1758.0,1758.0,1758.0,1904.0,2036.0,2211.0,2334.0,2535.0,2712.0,2913.0,3116.0,3277.0,3486.0,3678.0,3825.0,4003.0,4163.0,4349.0,4497.0,4705.0,4902.0,5109.0,5315.0,5506.0,5721.0,5931.0,6133.0
EWR,8016.0,15454.0,24458.0,33689.0,42785.0,52056.0,61666.0,71100.0,79755.0,89263.0,98422.0,107849.0,115540.0,123742.0,133353.0,142963.0,152387.0,161858.0,171438.0,181540.0,191158.0,201025.0,210670.0,220379.0,229420.0,237358.0,246723.0,256352.0,266151.0,275736.0,285373.0,295587.0,304413.0,314124.0,323525.0,333081.0,344032.0,354399.0,365638.0,377591.0,389908.0,401913.0,413828.0,425692.0,437099.0,449425.0,460667.0,471967.0,482211.0,491677.0,503218.0,514780.0,526317.0,537078.0,547947.0,558926.0,569736.0,581681.0,592767.0,604060.0
EYW,242.0,444.0,660.0,859.0,997.0,1141.0,1294.0,1463.0,1566.0,1717.0,1887.0,2091.0,2275.0,2449.0,2634.0,2810.0,2968.0,3085.0,3212.0,3335.0,3447.0,3570.0,3685.0,3830.0,4010.0,4177.0,4364.0,4533.0,4690.0,4820.0,4951.0,5076.0,5122.0,5181.0,5242.0,5327.0,5796.0,6229.0,6748.0,7247.0,7641.0,7963.0,8273.0,8567.0,8838.0,9160.0,9518.0,9984.0,10515.0,11032.0,11687.0,12208.0,12658.0,13052.0,13448.0,13822.0,14187.0,14608.0,15038.0,15601.0
FAI,154.0,290.0,462.0,633.0,841.0,1104.0,1381.0,1646.0,1833.0,2009.0,2177.0,2345.0,2517.0,2676.0,2843.0,3013.0,3231.0,3510.0,3817.0,4103.0,4289.0,4468.0,4635.0,4807.0,4979.0,5131.0,5306.0,5491.0,5748.0,6086.0,6455.0,6807.0,7079.0,7333.0,7591.0,7851.0,8119.0,8366.0,8708.0,9071.0,9453.0,9899.0,10375.0,10836.0,11207.0,11585.0,11931.0,12263.0,12608.0,12917.0,13262.0,13600.0,14011.0,14506.0,15036.0,15541.0,15913.0,16270.0,16599.0,16942.0
FAR,464.0,854.0,1356.0,1839.0,2346.0,2890.0,3508.0,4113.0,4551.0,5073.0,5562.0,6088.0,6452.0,6764.0,7081.0,7357.0,7726.0,8132.0,8467.0,8818.0,9137.0,9450.0,9709.0,9969.0,10169.0,10367.0,10662.0,10844.0,11124.0,11356.0,11551.0,11813.0,12093.0,12405.0,12701.0,12998.0,13456.0,13869.0,14410.0,14908.0,15372.0,15855.0,16325.0,16823.0,17298.0,17776.0,18222.0,18627.0,19027.0,19434.0,20015.0,20523.0,20996.0,21469.0,21995.0,22511.0,22941.0,23467.0,23924.0,24447.0
FAT,680.0,1278.0,1925.0,2559.0,3210.0,3834.0,4486.0,5163.0,5811.0,6464.0,7040.0,7577.0,8162.0,8707.0,9263.0,9913.0,10614.0,11371.0,12143.0,12902.0,13601.0,14327.0,15057.0,15802.0,16468.0,17054.0,17726.0,18418.0,19149.0,19811.0,20511.0,21254.0,21945.0,22663.0,23340.0,24068.0,24873.0,25564.0,26326.0,27188.0,28147.0,29148.0,30176.0,31189.0,32178.0,33210.0,34154.0,35081.0,36037.0,36929.0,37916.0,38942.0,39988.0,41029.0,42106.0,43188.0,44215.0,45263.0,46264.0,47284.0
FAY,155.0,294.0,436.0,562.0,724.0,866.0,1015.0,1164.0,1298.0,1448.0,1612.0,1762.0,1908.0,2042.0,2185.0,2325.0,2469.0,2610.0,2750.0,2893.0,3034.0,3172.0,3310.0,3438.0,3569.0,3695.0,3817.0,3944.0,4088.0,4230.0,4342.0,4457.0,4552.0,4583.0,4615.0,4693.0,4978.0,5243.0,5536.0,5847.0,6198.0,6519.0,6859.0,7206.0,7483.0,7818.0,8140.0,8445.0,8706.0,8939.0,9182.0,9403.0,9744.0,10082.0,10404.0,10751.0,11070.0,11412.0,11746.0,12082.0
FCA,122.0,242.0,394.0,515.0,659.0,859.0,1171.0,1484.0,1715.0,1838.0,1976.0,2119.0,2257.0,2392.0,2574.0,2743.0,2923.0,3108.0,3413.0,3713.0,3973.0,4139.0,4293.0,4462.0,4637.0,4800.0,4967.0,5109.0,5259.0,5448.0,5809.0,6157.0,6372.0,6554.0,6722.0,6930.0,7082.0,7197.0,7335.0,7459.0,7587.0,7887.0,8287.0,8685.0,8943.0,9102.0,9171.0,9291.0,9482.0,9626.0,9768.0,9893.0,10053.0,10405.0,10884.0,11376.0,11692.0,11914.0,12096.0,12306.0
FLG,139.0,261.0,388.0,510.0,662.0,831.0,1010.0,1176.0,1315.0,1471.0,1618.0,1766.0,1912.0,2055.0,2222.0,2371.0,2529.0,2699.0,2874.0,3035.0,3182.0,3339.0,3482.0,3580.0,3660.0,3752.0,3874.0,3994.0,4118.0,4205.0,4327.0,4444.0,4545.0,4666.0,4775.0,4890.0,4984.0,5053.0,5146.0,5259.0,5382.0,5486.0,5613.0,5713.0,5794.0,5884.0,5964.0,6051.0,6164.0,6256.0,6377.0,6547.0,6731.0,6914.0,7099.0,7283.0,7457.0,7643.0,7813.0,7986.0
FLL,7026.0,13483.0,21131.0,28073.0,34530.0,40677.0,47070.0,53108.0,58404.0,64157.0,70819.0,78333.0,85767.0,93005.0,101026.0,108209.0,115014.0,121507.0,128142.0,134428.0,140035.0,145738.0,152649.0,160421.0,168048.0,175175.0,183535.0,191369.0,198466.0,205655.0,213226.0,220505.0,225916.0,232581.0,239832.0,247810.0,256106.0,263940.0,272988.0,281360.0,289451.0,297315.0,305318.0,312952.0,319987.0,327500.0,335482.0,344086.0,352641.0,360498.0,369831.0,378370.0,386484.0,394052.0,401719.0,409183.0,415677.0,423208.0,431692.0,440953.0
FLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,44.0,153.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0
FNT,377.0,706.0,1149.0,1607.0,2088.0,2526.0,2985.0,3436.0,3816.0,4228.0,4653.0,5041.0,5331.0,5654.0,6035.0,6352.0,6683.0,6975.0,7339.0,7709.0,8011.0,8304.0,8579.0,8849.0,9208.0,9569.0,9993.0,10348.0,10688.0,11034.0,11366.0,11713.0,12044.0,12332.0,12649.0,12957.0,13297.0,13613.0,13999.0,14369.0,14775.0,15110.0,15441.0,15778.0,16084.0,16435.0,16748.0,17019.0,17275.0,17512.0,17768.0,18016.0,18333.0,18601.0,18916.0,19185.0,19457.0,19764.0,20064.0,20405.0
FSD,579.0,1073.0,1594.0,2093.0,2521.0,3014.0,3494.0,3945.0,4371.0,4813.0,5246.0,5599.0,5937.0,6260.0,6595.0,6920.0,7285.0,7643.0,7961.0,8314.0,8653.0,9081.0,9432.0,9735.0,10099.0,10429.0,10785.0,11073.0,11462.0,11883.0,12332.0,12766.0,13142.0,13518.0,13841.0,14120.0,14627.0,15086.0,15565.0,15974.0,16432.0,16930.0,17448.0,17968.0,18467.0,19099.0,19681.0,20316.0,20867.0,21387.0,21969.0,22479.0,23108.0,23716.0,24301.0,24867.0,25385.0,26006.0,26603.0,27211.0
FSM,195.0,363.0,553.0,725.0,893.0,1062.0,1232.0,1400.0,1571.0,1745.0,1911.0,2084.0,2231.0,2373.0,2469.0,2559.0,2648.0,2738.0,2805.0,2874.0,2964.0,3057.0,3143.0,3231.0,3317.0,3396.0,3483.0,3540.0,3598.0,3654.0,3716.0,3776.0,3834.0,3983.0,4125.0,4245.0,4413.0,4563.0,4731.0,4899.0,5069.0,5238.0,5406.0,5583.0,5754.0,5926.0,6088.0,6253.0,6419.0,6569.0,6750.0,6915.0,7082.0,7243.0,7415.0,7584.0,7781.0,7985.0,8176.0,8368.0
FWA,279.0,611.0,1109.0,1623.0,2153.0,2634.0,3148.0,3661.0,4159.0,4669.0,5151.0,5589.0,5890.0,6194.0,6546.0,6887.0,7266.0,7636.0,7974.0,8322.0,8669.0,9038.0,9390.0,9728.0,10128.0,10528.0,11015.0,11454.0,11920.0,12370.0,12818.0,13295.0,13757.0,14259.0,14733.0,15176.0,15758.0,16286.0,16909.0,17509.0,18115.0,18706.0,19268.0,19828.0,20380.0,20991.0,21556.0,22131.0,22680.0,23181.0,23786.0,24361.0,24950.0,25542.0,26097.0,26675.0,27248.0,27881.0,28466.0,29061.0
GCC,115.0,197.0,290.0,372.0,460.0,546.0,635.0,722.0,809.0,897.0,982.0,1070.0,1158.0,1238.0,1323.0,1403.0,1490.0,1574.0,1661.0,1748.0,1834.0,1921.0,2004.0,2088.0,2175.0,2255.0,2343.0,2427.0,2515.0,2601.0,2682.0,2771.0,2854.0,2941.0,3025.0,3085.0,3163.0,3233.0,3310.0,3387.0,3463.0,3540.0,3609.0,3667.0,3727.0,3789.0,3847.0,3907.0,3965.0,4016.0,4074.0,4132.0,4192.0,4249.0,4310.0,4370.0,4430.0,4501.0,4573.0,4652.0
GCK,60.0,107.0,166.0,224.0,282.0,341.0,403.0,463.0,522.0,582.0,638.0,697.0,697.0,697.0,697.0,697.0,697.0,753.0,814.0,873.0,932.0,994.0,1053.0,1114.0,1172.0,1228.0,1288.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1356.0,1411.0,1471.0,1529.0,1591.0,1649.0,1709.0,1771.0,1830.0,1889.0,1946.0,1998.0,2055.0,2103.0,2162.0,2220.0,2274.0,2330.0,2392.0,2453.0,2513.0,2574.0,2632.0,2693.0
GEG,816.0,1579.0,2482.0,3326.0,4170.0,5066.0,5990.0,6924.0,7751.0,8576.0,9396.0,10265.0,11112.0,11897.0,12768.0,13546.0,14330.0,15227.0,16114.0,17009.0,17850.0,18657.0,19428.0,20233.0,21062.0,21876.0,22679.0,23455.0,24279.0,25231.0,26345.0,27504.0,28797.0,29855.0,30877.0,31824.0,32759.0,33626.0,34581.0,35520.0,36580.0,37650.0,38737.0,39820.0,40912.0,42057.0,43068.0,44093.0,45009.0,45853.0,46765.0,47645.0,48566.0,49578.0,50681.0,51842.0,52852.0,53781.0,54852.0,56005.0
GFK,50.0,100.0,103.0,158.0,210.0,290.0,324.0,399.0,489.0,579.0,694.0,804.0,898.0,1003.0,1169.0,1311.0,1395.0,1543.0,1663.0,1777.0,1859.0,2033.0,2187.0,2339.0,2439.0,2527.0,2643.0,2757.0,2901.0,3030.0,3190.0,3327.0,3378.0,3451.0,3572.0,3659.0,3818.0,3970.0,4140.0,4296.0,4478.0,4659.0,4839.0,5028.0,5194.0,5380.0,5561.0,5732.0,5890.0,6038.0,6219.0,6386.0,6549.0,6725.0,6905.0,7093.0,7258.0,7444.0,7617.0,7800.0
GGG,52.0,97.0,154.0,209.0,266.0,325.0,385.0,445.0,500.0,556.0,610.0,669.0,669.0,669.0,697.0,726.0,776.0,830.0,862.0,887.0,913.0,938.0,993.0,1036.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1042.0,1097.0,1141.0,1196.0,1250.0,1309.0,1379.0,1457.0,1537.0,1596.0,1670.0,1745.0,1814.0,1873.0,1930.0,2010.0,2092.0,2173.0,2251.0,2335.0,2421.0,2502.0,2578.0,2646.0,2726.0
GJT,273.0,492.0,782.0,1052.0,1360.0,1699.0,1984.0,2277.0,2575.0,2843.0,3103.0,3390.0,3576.0,3770.0,4032.0,4264.0,4588.0,4869.0,5128.0,5380.0,5603.0,5883.0,6109.0,6286.0,6440.0,6599.0,6832.0,7101.0,7361.0,7585.0,7806.0,8040.0,8238.0,8461.0,8680.0,8862.0,9149.0,9413.0,9687.0,9965.0,10243.0,10577.0,10937.0,11288.0,11609.0,11930.0,12239.0,12571.0,12858.0,13133.0,13452.0,13725.0,14071.0,14423.0,14771.0,15121.0,15458.0,15807.0,16182.0,16584.0
