Time,Cancelled,CarrierDelay,DepDelay,Diverted,Count,LateAircraftDelay,NASDelay,SecurityDelay,WeatherDelay,ArrDelay,Count2,15minDepDelay,15minArrDelay,Type
2015,0.0060133630289532294,2.4106013363028955,3.4606681514476616,0.0010690423162583518,22450,3.215590200445434,0.46111358574610245,0.011581291759465479,0.13737193763919822,2.3741151328970216,22461,0.11282850779510022,0.1302257245892881,y
2016,0.0039449423266583765,2.4991209639380814,2.8955876677672485,0.0014579134685476609,23321,2.577548132584366,0.47896745422580506,0.026285322241756358,0.16097079885082116,0.10608009604665124,23322,0.09639380815573946,0.11748563588028471,y
2017,0.004202373104812129,2.744314436387607,3.306484838497034,0.0016891891891891893,24272,3.317608767303889,0.44924192485168096,0.014378707976268952,0.1338579433091628,1.136178275734234,24277,0.10802570863546473,0.12806359929151048,y
2018,0.004288299630183335,2.793217404988591,2.3394444881579983,0.0011802659532614682,25418,2.8782752380203007,0.5457549767881029,0.005350538988118656,0.07632386497757494,-0.8578624271997481,25412,0.10158155637737036,0.10959389264914214,y
2019,0.0040986606162629,3.481043694649784,4.2289028763814684,0.001024665154065725,27326,3.2536778159994144,0.6824269926077728,0.0027812339896069677,0.2941520895850106,-0.7547487464773268,27323,0.10773622191319622,0.11781283168026938,y
1,0.004007212983370066,3.5619114405930676,4.483169705469845,0.0017030655179322781,9982,3.1451612903225805,0.49679422961330394,0.004808655580044079,0.16900420757363255,0.597574421168688,9977,0.12131837307152875,0.13761651799138017,m
2,0.00418732782369146,3.650137741046832,7.248374655647383,0.0017630853994490359,9075,4.9330027548209365,0.5971349862258953,0.0011019283746556473,0.3802754820936639,3.4111233480176213,9080,0.16110192837465565,0.17940528634361233,m
3,0.0068369575538885195,3.118602222011205,5.019466337479821,0.0014243661570601082,10531,3.460924888424651,0.4618744658626911,0.0565948153071883,0.23122210616275757,2.6124620060790273,10528,0.13056689773050992,0.1561550151975684,m
4,0.003525382755842063,2.2518130539887187,1.7269339242546333,0.0005036261079774375,9928,2.3835616438356166,0.4830781627719581,0.014907332796132152,0.1396051571313457,-1.2988922457200403,9930,0.08662369057211926,0.10644511581067473,m
5,0.0024445096313679476,2.324533098660409,2.261366969785861,0.000977803852547179,10227,2.7409797594602523,0.4648479515009289,0.006942407353084971,0.04869463185684952,-0.21228121638799258,10227,0.09132687982790652,0.10354942798474626,m
6,0.004576445316148314,3.5669188381432706,4.410385728962361,0.0014943494909872047,10707,3.2598300177454003,0.6212758008779303,0.005417016904828617,0.07135518819463903,1.6799887944719394,10709,0.10012141589614271,0.113736109814175,m
7,0.004033342296316214,2.662274805055122,3.479788473604015,0.0020614860625616203,11157,2.910818320337008,0.5016581518329299,0.006005198530070807,0.3348570404230528,0.8544672461690116,11159,0.09518687819306265,0.1061026973743167,m
8,0.007520193111131742,2.6819236839662057,3.313527063411011,0.0011141026831306285,10771,3.2327546188840404,0.4099897873920713,0.025902887382787114,0.0571906044007056,2.0281389301634474,10768,0.10073345093306099,0.11524888558692423,m
9,0.004132231404958678,2.2045454545454546,0.42768595041322316,0.0008264462809917355,9680,2.1362603305785126,0.35888429752066114,0.0013429752066115702,0.2578512396694215,-1.8227638917579012,9682,0.07995867768595041,0.09140673414583764,m
10,0.0043890274314214465,2.7329675810473817,2.4492768079800498,0.000997506234413965,10025,2.7035411471321695,0.4715211970074813,0.0002992518703241895,0.11082294264339151,-0.6365087281795512,10025,0.09655860349127182,0.10812967581047382,m
11,0.004164127564493195,2.265894779605931,0.6146658541539711,0.001218769043266301,9846,2.1458460288442005,0.5090392037375584,0.0034531789559211863,0.05819622181596588,-3.5660339051872905,9851,0.08054032094251473,0.09257943356004467,m
12,0.003683919690550746,2.730797568613004,3.7165223798121203,0.0011972738994289924,10858,3.6362129305581137,0.9463989685024866,0.009854485172223246,0.12083256585006447,0.12735979371949535,10859,0.1227666236876036,0.13739755041900728,m
Mon,0.003935412928988946,2.8325713293593378,3.008623184212049,0.001388969269054922,17279,2.9968748191446264,0.6553041263962035,0.0034145494530933504,0.110828172926674,0.130319455656787,17342,0.10249435731234446,0.11936339522546419,d
Tue,0.003919938231276355,2.1798420146106787,1.2812852645958306,0.0008908950525628081,16837,2.340084338064976,0.4010809526637762,0.01383856981647562,0.18690978202767713,-1.1530496875929783,16805,0.08992100730533943,0.1029455519190717,d
Wed,0.004545991262250561,2.211181957728185,1.8210532530405006,0.0013578934939189988,16938,2.612646121147715,0.4360609280906837,0.00348329200614004,0.16560396741055614,-0.29692108057095673,16954,0.0924548352816153,0.11106523534269198,d
Thu,0.003686848320755804,2.785356299325998,3.6264761795034275,0.00103692609021257,17359,3.226741171726482,0.45532576761334176,0.005645486491157325,0.27029206751540985,0.972752987357848,17323,0.10472953511146955,0.12590198002655428,d
Fri,0.005801305293691081,2.3661516148825794,4.557036871757684,0.0010598538517320242,17927,4.0221453673230325,0.5395771740949405,0.01305293691080493,0.15306520890277237,2.495403643657028,17949,0.12584369944776036,0.14479915315616468,d
Sat,0.004667131591652808,3.854514242798133,5.01072903814173,0.002038517246928813,18641,3.3879620192049784,0.6028110079931334,0.006061906550077785,0.15986266831178586,0.892549145642509,18669,0.11968242047100477,0.12866248861749424,d
Sun,0.004717510951364709,3.336571942042008,3.2597439065483544,0.0011232168931820735,17806,2.706222621588229,0.5992362125126361,0.035830618892508145,0.10007862518252275,-0.8557990198839632,17753,0.09957317758059081,0.10775643553202276,d
