Time,Cancelled,CarrierDelay,DepDelay,Diverted,Count,LateAircraftDelay,NASDelay,SecurityDelay,WeatherDelay,ArrDelay,Count2,15minDepDelay,15minArrDelay,Type
2015,0.024096385542168676,3.4417670682730925,4.028112449799197,0.002677376171352075,747,3.1981258366800533,2.3119143239625166,0.022757697456492636,1.037483266398929,-3.7269076305220885,747,0.09504685408299866,0.12985274431057564,y
2016,0.03484848484848485,1.059090909090909,0.24696969696969698,0.0030303030303030303,660,2.331818181818182,2.1454545454545455,0.0,1.2621212121212122,-5.851515151515152,660,0.05,0.11060606060606061,y
2017,0.01636904761904762,4.549107142857143,3.9166666666666665,0.001488095238095238,672,2.3467261904761907,1.0892857142857142,0.041666666666666664,0.5863095238095238,-2.8392857142857144,672,0.07886904761904762,0.12797619047619047,y
2018,0.010294117647058823,4.958823529411765,7.107352941176471,0.0,680,3.1941176470588237,2.4044117647058822,0.04264705882352941,2.3676470588235294,5.720588235294118,680,0.09117647058823529,0.15294117647058825,y
2019,0.034013605442176874,1.2952380952380953,5.133333333333334,0.004081632653061225,735,6.37687074829932,3.8476190476190477,0.004081632653061225,0.3115646258503401,9.130612244897959,735,0.10340136054421768,0.18639455782312925,y
1,0.03954802259887006,2.364406779661017,4.861581920903955,0.0,354,4.288135593220339,1.6497175141242937,0.0480225988700565,3.07909604519774,1.573446327683616,354,0.1016949152542373,0.12994350282485875,m
2,0.025925925925925925,8.285185185185185,12.059259259259258,0.003703703703703704,270,3.1814814814814816,2.7074074074074073,0.0,4.229629629629629,3.8703703703703702,270,0.10740740740740741,0.17037037037037037,m
3,0.04377104377104377,2.9326599326599325,4.353535353535354,0.003367003367003367,297,3.9023569023569022,1.4141414141414141,0.0,1.9090909090909092,-2.1414141414141414,297,0.07744107744107744,0.11784511784511785,m
4,0.031914893617021274,1.851063829787234,-1.7234042553191489,0.0,282,1.6879432624113475,1.6524822695035462,0.0,0.20921985815602837,-4.159574468085107,282,0.06028368794326241,0.10638297872340426,m
5,0.01730103806228374,4.031141868512111,3.5017301038062283,0.0,289,2.6643598615916955,1.1868512110726643,0.0,0.9134948096885813,-4.865051903114187,289,0.07958477508650519,0.11764705882352941,m
6,0.03180212014134275,0.5406360424028268,5.113074204946996,0.007067137809187279,283,6.795053003533569,2.1130742049469964,0.0,0.7561837455830389,10.915194346289752,283,0.1166077738515901,0.23674911660777384,m
7,0.006993006993006993,1.2447552447552448,2.8636363636363638,0.006993006993006993,286,3.1713286713286712,3.9195804195804196,0.10139860139860139,0.0944055944055944,3.660839160839161,286,0.11538461538461539,0.1993006993006993,m
8,0.0035971223021582736,1.2985611510791366,0.13309352517985612,0.007194244604316547,278,2.097122302158273,2.7446043165467624,0.0,0.0,10.068345323741006,278,0.07913669064748201,0.20863309352517986,m
9,0.0071174377224199285,0.060498220640569395,-1.5231316725978647,0.0,281,0.40213523131672596,4.05338078291815,0.0,0.0711743772241993,-9.530249110320284,281,0.03914590747330961,0.046263345195729534,m
10,0.010273972602739725,3.9315068493150687,4.191780821917808,0.0,292,3.8219178082191783,1.4589041095890412,0.0,0.8287671232876712,-1.6952054794520548,292,0.07191780821917808,0.11986301369863013,m
11,0.041666666666666664,2.4791666666666665,4.548611111111111,0.0,288,6.378472222222222,1.7673611111111112,0.0,0.2013888888888889,-2.0972222222222223,288,0.06597222222222222,0.125,m
12,0.023809523809523808,7.72108843537415,10.901360544217686,0.0,294,3.751700680272109,4.210884353741497,0.1054421768707483,0.5374149659863946,1.7074829931972788,294,0.09523809523809523,0.1360544217687075,m
Mon,0.02666666666666667,0.7619047619047619,4.649523809523809,0.0,525,3.1695238095238096,2.744761904761905,0.03238095238095238,3.533333333333333,2.165714285714286,525,0.09523809523809523,0.14857142857142858,d
Tue,0.02095238095238095,2.9485714285714284,4.300952380952381,0.0038095238095238095,525,4.16952380952381,3.264761904761905,0.0,0.38666666666666666,-2.241904761904762,525,0.09333333333333334,0.12380952380952381,d
Wed,0.022813688212927757,0.6501901140684411,2.08745247148289,0.005703422053231939,526,4.633079847908745,1.4885931558935361,0.022813688212927757,1.1197718631178708,-1.9885931558935361,526,0.0817490494296578,0.1311787072243346,d
Thu,0.021032504780114723,3.1223709369024855,3.439770554493308,0.0,523,3.3479923518164436,3.1261950286806885,0.08604206500956023,0.009560229445506692,0.0,523,0.07648183556405354,0.1491395793499044,d
Fri,0.020872865275142316,4.2201138519924095,4.1461100569259965,0.0018975332068311196,527,3.6907020872865277,2.50853889943074,0.0,0.2827324478178368,1.5351043643263758,527,0.07020872865275142,0.15749525616698293,d
Sat,0.03206997084548105,6.122448979591836,3.60932944606414,0.0,343,1.1982507288629738,1.7667638483965014,0.008746355685131196,0.48104956268221577,-2.179190751445087,346,0.0728862973760933,0.11560693641618497,d
Sun,0.02666666666666667,4.5790476190476195,6.459047619047619,0.0038095238095238095,525,3.7466666666666666,1.5942857142857143,0.0,1.6666666666666667,5.896551724137931,522,0.09714285714285714,0.16091954022988506,d
