Time,Cancelled,CarrierDelay,DepDelay,Diverted,Count,LateAircraftDelay,NASDelay,SecurityDelay,WeatherDelay,ArrDelay,Count2,15minDepDelay,15minArrDelay,Type
2015,0.05295315682281059,2.4989816700610996,0.2545824847250509,0,491,2.203665987780041,0.6537678207739308,0.6924643584521385,0.0814663951120163,-0.560081466395112,491,0.109979633401222,0.10183299389002037,y
2016,0.03505535055350553,1.551660516605166,-4.11070110701107,0,542,1.9501845018450183,0.5627306273062731,0.5092250922509225,0.07933579335793357,-3.859778597785978,542,0.06642066420664207,0.05719557195571956,y
2017,0.04186795491143317,1.0483091787439613,-1.85829307568438,0,621,4.8325281803542675,0.642512077294686,0.3719806763285024,0.0966183574879227,0.29790660225442833,621,0.09339774557165861,0.1143317230273752,y
2018,0.02830188679245283,1.080188679245283,-2.757861635220126,0,636,3.7657232704402515,0.5188679245283019,0.1289308176100629,0.20754716981132076,-1.5880503144654088,636,0.10849056603773585,0.12106918238993711,y
2019,0.0436817472698908,1.3806552262090483,-1.9422776911076443,0,641,3.56786271450858,0.6614664586583463,0.11232449297971919,0.1996879875195008,0.25585023400936036,641,0.13260530421216848,0.12324492979719189,y
1,0.05,0.2727272727272727,-6.945454545454545,0,220,3.840909090909091,0.4909090909090909,0.08181818181818182,0.07272727272727272,-1.45,220,0.10909090909090909,0.1409090909090909,m
2,0.07575757575757576,0.5707070707070707,-8.626262626262626,0,198,2.5555555555555554,0.22727272727272727,0.26262626262626265,0.0,-2.7373737373737375,198,0.07575757575757576,0.12626262626262627,m
3,0.02304147465437788,1.566820276497696,-5.552995391705069,0,217,2.5391705069124426,0.45161290322580644,0.0,0.20276497695852536,-2.6774193548387095,217,0.08755760368663594,0.0967741935483871,m
4,0.013636363636363636,0.8,-6.172727272727273,0,220,3.0272727272727273,0.5045454545454545,0.2318181818181818,0.0,-2.077272727272727,220,0.07727272727272727,0.09545454545454546,m
5,0.014084507042253521,2.066901408450704,-5.01056338028169,0,284,1.4647887323943662,0.3767605633802817,0.11267605633802817,0.0,-2.732394366197183,284,0.056338028169014086,0.07394366197183098,m
6,0.02867383512544803,1.050179211469534,-2.3225806451612905,0,279,3.057347670250896,0.5949820788530465,0.11827956989247312,0.0,0.021505376344086023,279,0.10752688172043011,0.11827956989247312,m
7,0.03496503496503497,3.3776223776223775,3.8636363636363638,0,286,3.695804195804196,0.7342657342657343,0.8111888111888111,0.0,-0.4370629370629371,286,0.13286713286713286,0.09090909090909091,m
8,0.038461538461538464,1.097902097902098,4.933566433566433,0,286,6.3776223776223775,1.034965034965035,0.7447552447552448,0.13286713286713286,0.9825174825174825,286,0.11188811188811189,0.0944055944055944,m
9,0.011583011583011582,3.2857142857142856,-1.7142857142857142,0,259,0.44787644787644787,0.32432432432432434,0.47876447876447875,0.12355212355212356,-4.5096525096525095,259,0.08108108108108109,0.05405405405405406,m
10,0.06349206349206349,0.43253968253968256,-3.1904761904761907,0,252,3.8492063492063493,0.23809523809523808,0.03571428571428571,0.05952380952380952,0.626984126984127,252,0.0992063492063492,0.12698412698412698,m
11,0.04186046511627907,1.1488372093023256,0.7069767441860465,0,215,3.9209302325581397,0.8744186046511628,0.8837209302325582,0.12558139534883722,0.23255813953488372,215,0.15813953488372093,0.12558139534883722,m
12,0.10232558139534884,1.0930232558139534,0.9023255813953488,0,215,5.465116279069767,1.4232558139534883,0.2186046511627907,1.0744186046511628,2.0697674418604652,215,0.14418604651162792,0.13953488372093023,m
Mon,0.028888888888888888,1.6377777777777778,-2.013333333333333,0,450,4.051111111111111,0.8777777777777778,0.21555555555555556,0.1288888888888889,0.5533333333333333,450,0.10888888888888888,0.10666666666666667,d
Tue,0.04310344827586207,2.209051724137931,-3.0560344827586206,0,464,2.2586206896551726,0.5646551724137931,0.40948275862068967,0.2413793103448276,-2.853448275862069,464,0.07758620689655173,0.07974137931034483,d
Wed,0.02425876010781671,2.1590296495956873,-0.48247978436657685,0,371,4.55256064690027,0.6199460916442049,0.11590296495956873,0.09703504043126684,0.4123989218328841,371,0.10512129380053908,0.12398921832884097,d
Thu,0.049891540130151846,0.5401301518438177,-4.290672451193059,0,461,2.819956616052061,0.5162689804772235,0.3644251626898048,0.0021691973969631237,-1.1973969631236443,461,0.0911062906724512,0.1019522776572668,d
Fri,0.046357615894039736,1.7417218543046358,-0.2869757174392936,0,453,3.93598233995585,0.6048565121412803,0.1280353200883002,0.17439293598233996,1.0154525386313467,453,0.11699779249448124,0.1456953642384106,d
Sat,0.041044776119402986,1.0597014925373134,-0.5634328358208955,0,268,2.3582089552238807,0.8582089552238806,0.914179104477612,0.029850746268656716,-2.328358208955224,268,0.1417910447761194,0.1044776119402985,d
Sun,0.04310344827586207,0.875,-3.2198275862068964,0,464,3.334051724137931,0.3232758620689655,0.43103448275862066,0.2349137931034483,-2.9956896551724137,464,0.09698275862068965,0.07758620689655173,d
