Airport,AvgDist,AvgDepDelay,OnTimeDepRate,CancellationRate,AvgArrDelay,OnTimeArrRate
SPI,350.0733811201555,10.027457174097922,75,3,7.660510328068043,64
SPN,129.0,0.9001367989056087,75,1,-0.6046511627906976,73
SPS,113.0,6.818447412353923,76,4,4.073231796369706,68
SRQ,713.4257600706856,10.029961042612154,70,1,2.187851292757347,67
STC,1100.4972527472528,17.892857142857142,61,3,5.410468319559229,61
STL,736.1535520535598,9.867223128809481,58,1,3.6142988790777943,64
STS,445.9601571268238,9.717358772914329,72,3,4.987845923709798,66
STT,1156.1005837449484,8.227860100783316,70,1,4.360778443113772,64
STX,894.1649445082281,5.34443168771527,70,1,6.017030233448144,61
SUN,344.9252829018757,6.878623469229577,80,10,0.2589684372594303,75
SUX,489.9024390243902,12.717196665637543,63,3,7.148811361531337,57
SWF,867.3825102233407,17.86096256684492,63,1,11.04917257683215,60
SWO,225.59128878281624,3.778639618138425,81,3,2.7555158020274297,67
SYR,515.3289816669898,9.195006355156293,74,2,6.229491598448944,64
TLH,358.6286990776326,6.451911990776326,74,1,3.773015567941572,68
TOL,379.76127612761275,8.433443344334433,73,3,5.646918561995598,65
TPA,883.8058779201206,9.805819308381478,64,1,4.402650866038884,64
TRI,237.2376320643971,9.265805802448432,75,1,5.529219418126939,68
TTN,774.2292581465218,15.224250828133426,64,2,11.46665128086776,61
TUL,514.2459162920838,6.694288638159514,72,1,5.357022566520714,63
TUS,709.4776121149705,7.001474581031738,72,0,5.459708374292,61
TVC,269.4039168424224,11.03241940343477,72,2,6.1030076547525764,66
TWF,191.71048901488305,3.65148830616584,80,0,-0.12307692307692308,69
TXK,181.0,6.135274356103023,76,4,4.765905017921147,66
TYR,118.7320692497939,6.020610057708161,74,3,5.142315303430079,65
TYS,489.57120681563845,9.847731128840113,72,1,8.581975054601903,62
UIN,218.87043795620437,13.954987834549879,72,7,14.287363304981774,60
USA,565.8198312236287,15.222784810126582,64,1,8.299535276721588,64
UST,806.6767441860466,20.26279069767442,56,3,7.411627906976745,66
VEL,236.28993055555554,6.108506944444445,82,4,-1.1197916666666667,76
VLD,208.0,8.103505843071787,77,0,4.573366729284074,67
VPS,456.5854151235607,7.951552084034745,73,1,5.262279077596364,66
WRG,56.5,-1.5209481808158765,78,1,1.7814222712238148,64
WYS,273.0,6.215938303341902,69,0,2.647814910025707,48
XNA,596.3129898630996,10.659818162817432,73,2,5.751969902811161,63
XWA,559.5845410628019,32.289855072463766,55,1,-2.8947368421052633,77
YAK,205.59386231683715,-7.9198230577826925,81,1,-2.2356194690265485,70
YUM,192.8409300184162,1.8679788213627992,81,0,1.7904487917146146,69
