IATA_Airline,DepDelay
9E,10.170164337867682
AA,9.546846313114132
AS,2.631830816704067
B6,14.775883154234535
DL,7.854235142349365
EV,10.514044461148648
F9,14.561293296263786
G4,11.381439615731965
HA,0.8220218686930425
MQ,8.708388910683928
NK,11.327874679078771
OH,10.99309744769366
OO,9.74792696350026
UA,11.499933627079598
US,6.0209194071912036
VX,10.735536588141573
WN,10.095310886949637
YV,12.215176987355145
YX,7.747183601735171
