IATA_Airline,ArrDelay
9E,3.6294774465310535
AA,4.946253097146841
AS,-0.19887779952288306
B6,9.552905150710467
DL,0.10346253936994367
EV,7.244621371074105
F9,9.670076134581553
G4,8.864781715510654
HA,1.0613226492901282
MQ,5.983043459308662
NK,7.185533746986144
OH,7.1829009037253355
OO,6.2776566008666075
UA,4.625075965881553
US,3.6224291070125556
VX,7.2778877887788775
WN,4.007466808006549
YV,9.388902682912516
YX,3.7769043718684085
