Origin,DepDelay
PBG,12.831927886013377
PBI,12.766286887555859
PDX,5.213484538845522
PGD,7.980767461120824
PGV,17.924180327868854
PHF,9.985505579201657
PHL,10.009789471368546
PHX,8.261370432499453
PIA,9.977714285714285
PIB,11.938721136767318
PIE,5.22317906915593
PIH,-0.7581975457654395
PIR,13.617960426179604
PIT,7.095914148646314
PLN,11.935088066495151
PNS,6.761941922058267
PPG,29.346153846153847
PRC,13.113052415210689
PSC,6.014990089197225
PSE,7.698089804018854
PSG,-2.230981256890849
PSM,17.63186813186813
PSP,8.8895025490499
PUB,7.251624883936862
PVD,8.084302556630018
PVU,15.572769953051644
PWM,11.582028857695795
RAP,9.313498971356227
RDD,12.11314475873544
RDM,10.887296065259116
RDU,11.111210334662736
RFD,10.130801687763713
RHI,6.131020314996576
RIC,10.865376468521713
RKS,4.1242129364625075
RNO,8.310353212961274
ROA,11.238727476506595
ROC,9.226538830297219
ROW,5.912748835239305
RST,11.049722479185938
RSW,9.297717041800643
SAF,9.888903743315508
SAN,7.802750080411708
SAT,7.722840247411469
SAV,10.98567471728737
SBA,9.3245336803619
SBN,11.279955092876097
SBP,11.195903829029385
SCC,-5.234162895927602
SCE,10.822981366459627
SCK,18.262626262626263
SDF,9.419209617598158
SEA,6.7084862252596995
SFB,8.54887883556255
SFO,12.019219939855176
SGF,10.618444662626537
SGU,3.1651585490597216
SHD,19.459124087591242
SHV,9.0974229441105
SIT,-0.901740020470829
SJC,6.864112402528178
SJT,6.389689496360125
SJU,10.99363077042139
SLC,5.8760038061734985
SLN,22.06407886629698
SMF,7.305841391621742
SMX,10.39307411907655
SNA,6.7202559950651555
SPI,10.027457174097922
SPN,0.9001367989056087
SPS,6.818447412353923
SRQ,10.029961042612154
STC,17.892857142857142
STL,9.867223128809481
STS,9.717358772914329
STT,8.227860100783316
STX,5.34443168771527
SUN,6.878623469229577
SUX,12.717196665637543
SWF,17.86096256684492
SWO,3.778639618138425
SYR,9.195006355156293
TKI,45.0
TLH,6.451911990776326
TOL,8.433443344334433
TPA,9.805819308381478
TRI,9.265805802448432
TTN,15.224250828133426
TUL,6.694288638159514
TUS,7.001474581031738
TVC,11.03241940343477
TWF,3.65148830616584
TXK,6.135274356103023
TYR,6.020610057708161
TYS,9.847731128840113
UIN,13.954987834549879
USA,15.222784810126582
UST,20.26279069767442
VEL,6.108506944444445
VLD,8.103505843071787
VPS,7.951552084034745
WRG,-1.5209481808158765
WYS,6.215938303341902
XNA,10.659818162817432
XWA,32.289855072463766
YAK,-7.9198230577826925
YNG,63.0
YUM,1.8679788213627992
