Tail_Number,AVG(TaxiIn)
N960NN,9.9852
N910NN,9.9129
N948AN,9.9630
N352PS,10.1661
N945AN,9.8889
N358PW,9.9867
N9616G,8.9561
N961TW,8.9817
N968TW,8.7982
N940AN,9.8729
N939NN,10.3712
N851NN,9.5497
N877NN,10.2339
N928NN,9.8866
N931NN,9.8885
N843NN,10.0580
N875NN,9.6881
N840NN,9.8965
N903NN,9.9306
N961AN,10.0527
N986NN,9.9033
N150NN,10.1598
N143AN,10.0828
N988AL,10.1164
N148AN,10.1713
N923AN,9.9722
N929AN,9.8082
N934AN,9.9531
N933AN,10.0452
N314PD,9.8233
N978NN,10.1246
N873NN,9.9118
N943NN,10.1180
N919NN,9.6105
N991AN,9.8147
N963NN,9.7209
N903AN,9.7729
N800NN,9.8965
N953AN,9.6146
N892NN,9.6635
N862NN,9.8501
N138AN,10.0685
N979TW,8.7757
N165NN,9.9603
N173AN,11.1903
N189AN,11.2227
N309PC,10.2441
N342PM,10.2147
N339PL,10.4120
N335PH,10.2438
N939AN,9.6848
N955NN,10.4714
N355PU,10.1962
N962NN,10.1696
N855NN,9.6064
N956NN,10.2492
N866NN,9.6815
N801NN,9.9600
N994NN,10.2370
N901NN,9.7893
N912AN,9.8341
N965AN,9.7861
N928AN,10.1734
N395AN,10.2854
N191AN,10.8560
N733AR,10.0000
N349AN,10.2292
N392AN,9.8983
N344AN,10.4183
N346AN,10.2645
N398AN,10.3351
N396AN,9.3426
N350AN,9.9399
N343AN,9.9086
N347AN,9.5126
N393AN,9.4823
N385AM,9.4874
N856NN,9.7372
N802NN,9.6511
N847NN,9.7130
N818NN,9.6414
N824NN,9.6888
N826NN,9.7637
N914NN,9.8867
N9004F,9.6010
N4032T,9.3285
N3014R,9.2550
N133AN,10.2787
N131NN,10.5675
N128AN,10.2358
N118NN,10.5121
N120EE,10.5590
N132AN,10.6591
N122NN,10.2745
N129AA,10.4214
N123NN,10.2988
N119NN,10.4741
N126AN,10.6733
N130AN,10.4846
N346PR,10.0631
N815NN,9.8778
N831NN,9.6927
N926AN,9.6961
N835NN,9.4857
N821NN,10.0876
N909AN,10.0275
N967AN,9.6052
N838NN,9.6022
N357PV,10.5450
N987AN,9.7051
N933NN,10.0500
N177AN,11.0692
N184AN,10.6460
N193AN,10.9928
N188AN,10.7663
N691AA,10.9072
N692AA,11.0591
N199AN,11.1504
N192AN,11.2585
N195AN,10.7074
N932NN,10.0128
N186AN,11.3222
N9026C,9.1198
N4005X,9.4659
N9023N,8.8550
N9010R,9.0375
N979NN,9.9888
N832NN,9.8837
N913NN,9.8324
N830NN,9.8323
N804NN,9.8197
N886NN,9.7588
N857NN,9.9485
N869NN,10.0540
N959AN,9.8481
N975AN,9.8737
N337PJ,10.2527
N861NN,9.9995
N954NN,10.1290
N958NN,9.9914
N848NN,9.6467
N925AN,10.1286
N964AN,10.1541
N964NN,10.0464
N306NY,10.3029
N957NN,10.2496
N998NN,10.4066
N973NN,9.9925
N990NN,10.0280
N5007E,8.9078
N8027D,9.3647
N893NN,10.0552
N344PP,10.1567
N183AN,10.9824
N172AJ,11.0625
N867NN,9.7246
N995NN,10.0132
N997NN,10.1163
N839NN,9.9497
N980NN,10.1141
N972AN,9.6952
N989NN,10.2273
N930AN,9.9780
N952NN,10.2009
N845NN,9.6435
N920AN,9.5786
N811NN,9.9683
N937NN,10.0416
N922AN,9.6852
N969AN,9.9236
N820NN,9.7939
N827AN,14.9545
N972NN,10.1360
N109NN,10.3640
N197AN,11.4099
N818AL,13.3333
N811AB,11.8097
N808AN,12.8340
N817AN,13.8849
N819AN,13.2162
N820AL,13.7378
N803AL,12.9464
N810AN,12.6444
N829AN,13.7143
N801AC,13.7860
N804AN,13.4429
N813AN,12.8806
N187AN,10.9658
N175AN,10.9320
N348AN,10.5077
N399AN,10.2591
N381AN,10.5282
N342AN,9.8562
N397AN,9.7574
N771AN,9.9377
N789AN,10.5966
N790AN,10.9152
N750AN,9.5362
N797AN,10.0292
N792AN,9.9271
N752AN,10.2930
N766AN,10.5621
N755AN,10.7602
N775AN,9.9100
N762AN,9.9533
N794AN,9.9144
N784AN,9.5073
N767AJ,10.6044
N793AN,10.8291
N770AN,10.3927
N772AN,10.5274
N776AN,9.9922
N780AN,10.5048
N753AN,9.4681
N774AN,10.7089
N718AN,10.2045
N304RB,9.4741
N324RA,9.3333
N306RC,9.6163
N308RD,9.2817
N104NN,10.1656
N103NN,10.1779
N108NN,10.4540
N114NN,9.8462
N115NN,10.5371
N110AN,9.9994
N111ZM,10.2600
N106NN,10.5734
N112AN,10.2977
N116AN,10.2192
N102NN,9.8720
N101NN,10.0716
N786AN,9.7533
N782AN,10.4265
N778AN,9.9955
N787AL,9.2332
N777AN,10.3252
N758AN,9.1254
N799AN,9.7361
N796AN,10.4963
N783AN,10.2528
N765AN,10.8477
N185AN,11.3490
N729AN,11.1667
N791AN,11.3202
N761AJ,9.5714
N822AN,12.1301
N798AN,9.5081
N785AN,9.8427
N795AN,9.5752
N830AN,11.9085
N720AN,10.2222
N826AN,12.5705
N824AN,11.3681
N821AN,12.5355
N823AN,12.7407
N802AN,12.4050
N805AN,12.5172
N888DU,7.6143
N333DX,7.9040
N889DN,7.3837
N334DN,8.0517
N332DN,7.9131
334NV,6.8249
N818AE,8.1488
N830AE,7.8873
N849AE,8.1407
N835AE,8.2154
N653NK,9.7912
N684NK,10.5873
N683NK,10.3465
N196SY,6.6543
N197SY,6.5228
N924VA,9.6612
N8561Z,5.5225
N7887A,5.1213
N8562Z,5.4473
N8563Z,5.4434
N924FJ,7.5232
N938AN,10.0034
N800AN,13.0126
N935AN,9.9559
N932AN,10.0265
N728AN,12.1795
N726AN,11.1333
N781AN,9.8069
N756AM,10.4362
N725AN,15.1250
N724AN,12.5833
N335DN,7.8773
N897UA,7.7774
N898UA,7.6509
N24974,10.5111
N24973,10.0217
N8943A,6.9977
N326FR,10.4471
N328FR,10.0798
312NV,6.5354
313NV,6.5189
337NV,6.3389
N834AE,8.3529
N833AE,7.9957
N810AE,7.8810
N816AE,7.8853
N853AE,8.0614
N800AE,8.0449
N824AE,8.0997
N826AE,8.0970
N685NK,10.6814
N686NK,10.3792
N687NK,10.6319
N525EA,8.1067
N7867A,5.1005
N8565Z,5.5974
N8564Z,5.5306
N8566Z,5.6205
N8717M,5.7159
N303RE,9.0093
N310RF,9.0368
N788AN,10.3882
N890DN,7.5587
N338DN,7.9077
N336DX,8.0137
N891DN,7.5963
N337DN,8.0107
N342DN,7.8268
N340DN,7.9951
N339DN,7.9674
N892DN,7.3561
N341DN,7.9027
N899UA,7.6152
N4888U,7.6495
N329FR,10.3419
N330FR,9.9557
258NV,6.9236
240NV,6.9661
316NV,6.3825
N837AE,8.1455
N806AE,8.3639
N838AE,7.9880
N815AE,8.1090
N845AE,8.1043
N841AE,8.0898
N654NK,9.6834
N264SY,7.8118
N263SY,8.1872
N262SY,8.0942
N8567Z,5.5715
N7888A,5.0854
N8568Z,5.4884
N8569Z,5.5102
N732AN,12.6923
N303RG,9.2979
N717AN,12.2941
N285AK,8.7416
N927VA,10.0057
N894DN,7.3084
N893DN,7.4979
N346DN,8.1782
N344DN,8.1003
N895DN,7.3658
N993JB,9.6339
N992JB,10.0473
N2645U,13.7188
319NV,6.5083
335NV,6.4186
261NV,7.0767
256NV,6.7817
N205HA,7.6123
N812AE,8.1626
N848AE,8.1991
N803AE,7.9153
N821AE,8.2167
N840AE,8.1130
N851AE,8.0009
N843AE,8.2590
N825AE,7.8992
N823AE,8.2853
N267SY,8.1701
N265SY,7.8294
N198SY,6.7751
N268SY,7.8029
N8718Q,5.6291
N8570W,5.7056
N8571Z,5.5708
N734AR,11.7692
N314RH,8.9097
N315RJ,9.0114
N754AN,11.1938
N721AN,16.0952
N345DN,8.0793
N896DN,7.5239
N350DN,8.2094
N352DN,8.2079
N348DN,8.0375
N926VA,10.0995
N287AK,8.8744
N994JB,8.2752
N2747U,9.4444
N288AK,8.9244
N928VA,9.5696
318NV,6.5491
317NV,6.7083
262NV,6.7322
N212HA,7.6846
N844AE,7.8822
N813AE,8.2689
N801AE,8.0599
N804AE,8.1644
N622AE,8.5149
N269SY,7.9889
N987SW,7.7191
N199SY,6.6825
N271SY,7.9266
N400SY,6.5012
N270SY,7.6698
N272SY,8.0834
N8572X,5.6140
N7868K,5.0426
N8573Z,5.6305
N8575Z,5.4504
N8574Z,5.5471
N8701Q,5.6400
N316RK,8.5356
N87360,7.6444
N331FR,10.3250
N37502,6.8255
N27503,7.0410
N67501,7.1762
N4901U,7.5000
N47505,6.8835
N37506,6.8825
N37504,7.0664
N343DN,8.0038
N897DN,7.5264
N351DN,7.9407
N898DN,7.3909
N349DX,7.9179
N347DN,7.8817
N356DN,7.8697
N899DN,7.6219
N995JB,8.1385
N8576Z,5.5563
N8577Z,5.6248
N8719Q,5.8320
N8578Q,5.4767
N8579Z,5.5936
N323RM,9.2911
N722AN,9.7037
N736AT,11.6875
N751AN,11.4904
N321RL,9.1335
N835AN,14.4153
N355DN,7.9818
N353DN,8.0275
N357DN,7.9778
N900DU,7.4655
N358DN,8.0034
N354DN,8.0236
272NV,7.2941
241NV,7.4165
271NV,7.0556
273NV,6.9416
260NV,6.7448
257NV,6.8701
N215HA,7.3227
N209HA,7.4750
N214HA,7.7531
N2846U,9.3000
8805,7.7313
8809,8.3810
N334FR,10.3230
N402SY,6.6013
N273SY,7.7971
N274SY,7.3398
N275SY,7.4136
N403SY,6.5736
N1902U,7.8049
N24972,10.8286
N655NK,9.8308
N656NK,9.7503
N336FR,10.0916
N335FR,10.5262
N996JB,8.3407
235NV,7.6363
274NV,7.0053
N213HA,7.3732
N404SY,6.5817
N278SY,7.5776
N277SY,7.5034
N276SY,7.7223
N405SY,6.6262
N280SY,7.2561
N8720L,5.4032
N8580Z,5.5227
N8581Z,5.5205
N324RN,9.0596
N730AN,11.5536
N359DN,7.7499
N901DN,7.5604
N902DN,7.4185
N290AK,8.7644
N7869A,5.1497
N8584Z,5.6125
N8721J,5.4693
N8726H,5.8917
N8727M,5.4558
N735AT,10.5769
N837AN,14.7477
N326RP,8.7541
N328RR,9.0641
N723AN,14.2000
N360DN,8.2403
N361DN,7.9396
N362DN,7.9785
N332FR,10.1836
N338FR,10.0443
N623AE,8.7176
N504TE,8.7143
N279SY,7.3108
N757AN,10.4662
N292AK,9.1114
N997JB,8.1763
N904DN,7.4807
N363DN,8.0853
N903DN,7.7581
N364DX,7.6974
N341FR,10.3809
N339FR,10.2892
259NV,6.3730
N37507,7.0990
N8702L,5.7722
N8722L,5.4950
N8583Z,5.4686
N8582Z,5.6342
N8724J,5.6936
N216HA,7.3393
N282SY,7.4879
N281SY,7.3878
N826SK,6.8163
N283SY,7.2882
N286SY,7.3207
N284SY,7.1988
N285SY,7.0610
N731AN,12.0000
N805AE,8.1233
N619AE,8.2564
N690NK,9.5774
N618AE,8.4075
N760AN,9.7551
N338RS,8.8694
N293AK,8.4242
N998JB,7.1928
N905DN,7.6917
N906DN,7.4112
N719AN,11.1818
N365DN,8.1162
N907DN,7.8333
N337FR,10.2578
N842AE,7.9854
N616AE,8.5371
N615AE,8.7922
N501BG,8.2553
N8725L,5.7150
N8723Q,5.9650
SS25,6.5000
N288SY,7.1569
N287SY,7.2160
N290SY,7.3157
N289SY,7.1958
N291SY,7.4785
N827SK,6.9163
N37508,7.3089
N505DN,11.6667
N342FR,10.2818
N208HA,7.7076
N7889A,5.2447
N8731J,5.6801
N8730Q,5.3828
N8732S,5.9221
N8728Q,6.0188
N722FR,11.0627
N343FR,10.3950
N344FR,9.9733
N723FR,11.0068
N909DN,7.9190
N908DN,7.9195
N910DU,7.4115
314NV,6.2586
N217HA,7.3935
N264NN,8.9751
N268NN,9.0558
N265NN,9.0264
N267NN,9.0420
N612AE,8.5091
N693NK,9.5462
N908NK,8.9471
N910NK,9.0796
N692NK,9.7063
N691NK,9.4761
N694NK,9.4661
N524EA,7.9329
N829SK,7.0580
N292SY,7.3517
N17002,10.8943
N27509,6.6384
N14001,11.2486
N2748U,10.1905
N336RU,9.5682
N335RT,8.8824
N773AN,10.1359
N759AN,11.5414
N294AK,9.1402
N296AK,9.3476
N999JB,7.9938
N973JB,8.5392
N830SK,6.7901
N831SK,7.0248
N350RV,9.7018
N341RW,10.0169
N266NN,9.0488
N613AE,8.5542
N611AE,8.6594
N8729H,5.1397
ALL,0.0000
320NV,6.5996
N977JB,9.5238
N912DU,7.7649
N911DQ,7.8891
N913DU,7.7296
N504DN,9.0000
N27511,7.0136
N12003,11.1894
N37510,6.7130
N956JT,8.0978
N998JE,7.7074
N943JT,9.5539
N945JT,10.0705
N969JT,10.5475
N975JT,7.8953
N967JT,10.2059
N996JL,8.3970
N977JE,10.1971
N988JT,9.8669
N968JT,10.4391
N997JL,8.1252
N999JQ,8.2509
N993JE,10.4273
N976JT,9.7584
N985JT,10.1004
N981JT,9.8483
N972JT,8.0374
N990JL,10.0565
N989JT,10.5185
N974JT,8.2865
N991JT,10.4444
N987JT,9.2752
N507JT,7.3457
N964JT,10.3499
N980JT,10.1366
N526JL,7.2729
N944JT,9.9045
N979JT,9.8503
N950JT,7.9526
N531JL,7.1454
N508JL,6.9858
N949JT,8.1454
N965JT,8.4008
N966JT,8.1449
N961JT,10.0455
N994JL,7.8005
N983JT,10.1193
N971JT,8.1432
N537JT,7.5032
N527JL,7.1247
N946JL,10.0813
N995JL,7.9707
N973JT,8.1247
N962JT,10.3657
N907NK,9.2575
N695NK,9.5500
N912NK,9.0369
N913NK,9.0665
N269NN,8.8958
N271NN,9.1541
N270NN,9.3001
N606AE,8.8557
N272NN,9.4498
276NV,7.2213
323NV,6.4317
315NV,6.5314
322NV,6.3238
321NV,6.3723
N656YX,7.0000
N346FR,10.5903
N914DU,7.6042
N366DX,8.0558
N102DU,8.9455
N103DU,8.7034
N104DU,8.5153
N367DN,7.9787
N915DU,7.7816
N368DN,7.9992
N101DU,8.7517
N916DU,7.7607
N105DU,8.6630
N369DN,7.9781
N917DU,7.8092
N371DN,7.9984
N918DU,7.8343
N297AK,9.1273
N832SK,6.9117
N47512,5.3824
N12004,11.2015
N342RX,7.7865
N840AN,14.0800
N313SB,8.7333
N343RY,8.6923
N778XF,7.5313
N8733M,6.7959
N8734Q,5.5641
N302SA,9.8056
N841AN,12.8690
N298AK,9.3162
N214AK,9.1275
N919DU,8.0098
N370DN,8.4347
N106DU,8.7711
N920DU,7.8574
N372DN,8.2218
N373DX,7.9381
N109DU,8.6180
N503DN,8.0000
N512DN,9.0000
N501DN,7.0000
N374DX,8.3741
N833SK,6.8708
N349FR,10.5876
N347FR,10.6050
N12005,11.5837
N37514,7.2381
N37513,6.3750
N8735L,5.2708
243NV,7.3498
242NV,7.5100
N274NN,9.0362
N273NN,9.0749
N605KS,9.1111
N610AE,8.9124
N275NN,8.9706
N544EA,8.7320
N534AE,8.3150
N915NK,9.1928
N218HA,7.6052
N277NN,9.1093
N276NN,9.3084
N906NK,9.1841
N772XF,7.8447
N401AN,9.8051
N400AN,9.8815
N16008,12.2037
N12006,11.7914
N215AK,9.4031
N834SK,7.0171
N293SY,6.7299
N684RW,10.0000
N922DZ,7.8060
N923DZ,7.8410
N107DU,8.8004
N110DU,8.4063
N375DN,8.2311
N921DU,7.6983
N377DN,8.1562
N350FR,10.8890
N826MD,9.1306
N806MD,8.9476
N91007,10.4016
N16009,11.1966
244NV,8.1594
N696NK,9.7383
N936NK,3.0000
N294SY,6.5393
N836SK,6.8884
N295SY,6.7674
N296SY,6.5745
N601EN,9.8288
N603NN,10.2602
N668CA,7.1215
N655CA,6.7904
N112DU,8.4512
N108DQ,8.3122
N376DN,8.2231
N925DZ,7.9900
N924DZ,8.1397
N926DZ,8.0117
N381DZ,8.4070
N113DQ,8.3264
N379DN,8.1051
N771XF,7.9991
N607AE,9.0691
N278NN,9.3042
N279MQ,8.8707
N802AE,0.0000
N351FR,10.7086
N348FR,10.3950
N352FR,10.5499
N297SY,6.4384
N774XF,8.1368
N402AN,9.5743
N403AN,10.5122
N281NN,9.1977
N280NN,9.1202
N602NN,9.7578
N604NN,10.0008
N605NN,10.1094
N380DN,8.3209
N928DU,8.2971
N929DZ,7.5481
N114DU,8.6211
N111NG,8.0052
N927DZ,7.9974
N383DZ,7.9606
N384DN,8.2813
N385DZ,7.9381
N115DU,8.4424
N116DU,8.7050
N821MD,9.1137
N220HA,7.7469
N604UX,7.7655
N603UX,7.6418
N602UX,7.8279
N601UX,7.5201
245NV,7.3619
282NV,7.1818
N929VA,10.1407
N684UA,13.7500
N118DU,8.5197
N930DZ,7.7808
N117DU,8.1073
N382DN,8.3792
N387DN,8.2444
N119DU,8.3597
N390DN,8.2359
N404AN,9.5462
N353FR,10.4202
N354FR,10.8356
N356FR,10.3406
N837SK,6.9310
N838SK,6.7176
N604AE,0.0000
N605UX,7.5731
N606UX,7.6582
N607UX,7.8350
N120DU,8.3092
N392DN,8.2995
N393DN,8.1731
N121DU,8.7390
279NV,6.7248
N358FR,10.5067
N282NN,8.9216
N606NN,9.8522
N608UX,7.7907
N609UX,7.8784
N406AN,9.3613
N773XF,8.2273
N177XF,7.9579
N916NK,8.7815
N839SK,6.9043
275NV,6.4648
N226HA,7.5743
N610UX,7.8950
N612UX,7.8872
N611UX,8.4067
N283NN,9.8103
N607NN,9.6389
N608NN,10.4567
N2002J,8.6940
N122DU,8.2860
N394DX,7.7127
N395DZ,8.3382
N403DX,8.1111
N396DN,7.6887
N507DN,7.0000
N123DQ,8.6638
N509DN,10.0000
N510DN,10.0000
N876UA,7.9422
N613UX,8.2276
N284JN,8.7174
N223HA,7.2500
N331CA,7.5471
N233JQ,8.8730
N239JQ,9.3905
N240JQ,9.1362
N698NK,7.0120
N697NK,7.7296
N359FR,11.1531
N360FR,10.2585
N361FR,10.4022
N362FR,11.3855
N397DN,7.7492
N124DU,8.1368
N378DN,8.0214
N388DN,8.3442
N125DU,8.2484
N402DX,8.7500
N126DU,8.0693
N404DX,7.0000
N386DN,7.9822
N686UA,11.0000
N407AN,8.2133
N405AN,9.0940
N609NN,10.3011
N877UA,7.5859
N871UA,7.5659
N685UA,7.5000
N127DU,8.2932
N128DU,7.4397
N616UX,7.7128
N615UX,7.8738
N614UX,8.2932
N363FR,10.7989
280NV,7.3727
283NV,7.2268
N227HA,8.5393
N286NN,9.8444
N285NN,8.9912
N921NK,8.9341
N918NK,9.8837
N917NK,9.6985
N919NK,9.6899
N610NN,9.7990
N235JQ,9.9602
N241JQ,8.9648
N243JQ,9.3660
N244JQ,8.6980
N930VA,9.1511
N390CA,7.5700
N317CA,7.6320
N367CA,7.4359
N368CA,6.5592
N409AA,8.0450
N776XF,8.0588
N2016J,8.0986
N2017J,7.5833
N412UW,10.4848
N242JQ,8.9333
N236JQ,9.7500
N245JQ,10.5652
N246JQ,8.6667
N617UX,8.0213
N228HA,8.1538
N364FR,10.9219
N365FR,10.2879
N478PX,6.5833
N376CA,6.1250
N479PX,8.0455
N299SY,5.8966
N298SY,6.8690
N288NN,9.5840
N287NN,8.6267
N920NK,8.5571
N923NK,9.6765
N922NK,12.9583
N612NN,10.1748
N611NN,11.5694
N878UA,7.1556
N2749U,10.2500
N2029J,9.5128
N2038J,8.1818
