Tail_Number,AVG(TaxiOut)
N975JB,19.7966
N976JB,21.0118
N494HA,10.9430
N672NK,15.5000
N673NK,15.6009
N8519R,12.4637
N8520Q,12.5549
N7885A,12.0300
N8523W,12.5528
N8522P,12.5614
N7852A,12.0303
N891UA,18.4028
N15969,20.4371
N2331U,27.2830
N2332U,27.0316
N267AK,18.6313
N268AK,18.7472
N188SY,16.5552
N187SY,16.5409
N189SY,16.7620
N873DN,17.1172
N874DN,17.3280
N307FR,17.1172
N718FR,16.4389
N191SY,16.9754
N205SY,20.4610
N206SY,20.4040
N930AA,19.2443
N3PEAA,18.3955
N933AA,19.0244
N928AA,18.6221
N932AA,18.8532
N495HA,10.7668
N2333U,27.2566
N270AK,19.2754
N8524Z,12.4599
N8525S,12.4066
N8526W,12.4294
N318DX,16.9583
N875DN,17.2343
N876DN,17.5029
N319DN,17.1785
N674NK,15.7726
N647NK,14.4767
N648NK,14.2324
N101NK,21.2222
N8527Q,12.6715
N7854B,11.8821
N8528Q,12.6480
N7853B,12.1076
N2135U,25.5725
N892UA,18.7716
N59034,27.7564
N900AA,19.2272
N3PFAA,18.1233
N3PGAA,17.9906
N8AWAA,18.7619
N8AVAA,23.2609
N308FR,17.1591
N309FR,17.0783
N192SY,17.1465
N208SY,20.0755
N978JB,20.9138
N979JB,21.8809
N8529Z,12.5276
N8530W,12.7819
N675NK,15.6188
N536NK,14.7028
N535NK,14.7582
N649NK,14.3595
N310FR,16.9188
N272AK,18.9782
N273AK,18.7570
N831NW,21.4625
N877DN,17.5199
N377DE,15.8530
N320DN,17.0799
N921VA,24.1502
N893UA,18.7632
N207SY,20.6077
N256SY,18.5300
N257SY,18.9955
N211SY,20.4090
N209SY,20.5987
N258SY,18.4025
N3PHAA,18.8824
N901AA,18.5017
N934AA,18.6337
N902AA,18.5443
N3PJAA,19.1879
N922VA,23.4925
N311FR,17.2970
N719FR,16.5060
N301DV,17.0830
N878DA,16.9641
N776DE,15.7693
N879DN,17.5601
N775DE,16.5057
N774DE,15.6441
N321DH,17.0819
N322DN,17.0104
N894UA,18.5000
N2341U,26.4412
N2737U,26.2892
N2140U,25.4861
N2136U,27.1860
N2639U,28.0240
N7856A,12.0996
N8531Q,12.7053
N8534Z,12.7703
N8533S,12.6982
N7855A,12.2012
N8532S,12.5037
N8536Z,12.7157
N8537Z,12.5824
N7857B,12.0457
N259SY,18.0530
N260SY,17.9848
N213SY,20.7707
N3PKAA,18.3628
N903AA,18.2711
N3PLAA,17.8859
N8LGAA,22.2000
N8LEAA,21.5313
N981JB,21.0532
N274AK,19.0622
N275AK,18.9548
N904AA,18.4870
N905AA,18.9415
N907AA,18.5950
N3PMAA,18.1860
N906AA,18.2503
N8LJAA,22.8571
N880DN,17.5183
N881DN,17.8123
N324DX,16.8735
N323DN,16.7011
N676NK,15.5545
N677NK,15.8091
N8535S,12.6737
N8539V,12.6793
N8538V,12.5885
N8540V,12.7574
N8541W,12.6036
N980JB,21.6732
N895UA,18.7203
N2142U,27.5424
N7858A,11.9834
N8543Z,12.5756
N8542Z,12.3657
N8544Z,12.7997
N3PNAA,17.9588
N3PPAA,18.0992
N8LHAA,24.7667
N2138U,25.6447
N2243U,24.5686
N882DN,17.6254
N325DN,17.1836
N883DN,17.8303
N650NK,14.6923
N277AK,19.1297
N884DN,17.4762
N678NK,15.7455
N982JB,20.7666
N984JB,20.6766
N7859B,11.9013
N8546V,12.6269
N8545V,12.5103
N8547V,12.5524
N896UA,18.4335
N77539,19.1666
N2644U,24.0213
N313FR,16.9254
N3PRAA,19.0513
N910AA,17.9800
N909AA,18.2862
N8LKAA,22.0400
N8LLAA,23.4286
N278AK,19.0419
N78540,19.3175
N26970,20.5000
N193SY,16.9404
N194SY,17.0523
N8712L,15.2579
N8711Q,15.1292
N8705Q,14.7123
N8706W,14.9357
N8710M,15.1126
N8707P,14.8253
N8708Q,14.9288
N8709Q,15.1592
N8713M,14.7176
N8714Q,15.0005
N7860A,12.1530
N7861J,11.7814
N8548P,12.3697
N79541,18.9688
N2534U,24.0847
N326DN,16.8638
N327DN,17.0411
N720FR,16.1619
N316FR,17.0563
N280AK,19.0966
N361HA,16.9429
N679NK,15.5781
N983JB,21.2350
N528JB,0.0000
N986JB,20.4917
N700TA,0.0000
N3PTAA,18.1092
N3PSAA,19.6081
N8LMAA,26.0000
N77542,19.0138
N8716B,14.7508
N8549Z,12.5066
N8551Q,12.5384
N8715Q,14.8672
N8550Q,12.5727
N7862A,11.8469
N8552Z,12.5856
N886DN,17.6524
N885DN,17.3907
N878DN,17.6572
N328DN,17.0661
N680NK,15.5919
N985JB,21.0792
N988JB,20.6954
N923VA,23.7609
N261SY,17.5448
N281AK,19.2300
N312FR,17.4304
N317FR,17.1684
N3PUAA,18.1190
N8LNAA,20.7500
N3RAAA,24.8247
N3RBAA,28.1444
N925VA,23.6663
N651NK,14.6947
N681NK,15.9431
N652NK,14.3670
N682NK,15.4997
N282AK,19.2702
N283AK,19.1035
N887DN,17.7449
N329DN,17.3171
N330DX,17.3399
N331DN,17.0712
N202HA,15.0625
N195SY,17.0559
N3PVAA,20.4595
N3PXAA,16.6000
N3PWAA,16.8163
N8LPAA,15.8571
N7863A,11.9954
N8553W,12.5863
N8554X,12.4095
N8555Z,12.4628
N8704Q,14.5847
N8556Z,12.5231
N987JB,20.9695
N989JB,20.7904
N990JB,21.3583
N721FR,16.5563
N323FR,16.9853
N324FR,17.3481
N318FR,16.9325
N322FR,17.1959
N29971,21.1282
N284AK,19.1376
N295PQ,21.2697
N308PQ,20.5779
N306PQ,21.1228
N305PQ,21.3247
N912XJ,20.6770
N331PQ,21.3938
N324PQ,21.1988
N909XJ,20.7513
N309PQ,21.2780
N315PQ,21.5459
N8891A,20.2213
N8896A,20.4043
N320PQ,20.9278
N304PQ,20.6648
N316PQ,20.7079
N923XJ,21.3314
N300PQ,20.9440
N349PQ,21.3065
N932XJ,21.3352
N336PQ,21.0472
N293PQ,20.7610
N908XJ,21.2123
N922XJ,20.9793
N833AY,20.6835
N836AY,20.2483
N8894A,20.7989
N801AY,20.1171
N8836A,20.3033
N8883E,20.4440
N8918B,20.8604
N8970D,20.4394
N8869B,20.9054
N8888D,19.4917
N832AY,20.2238
N8976E,20.0887
N800AY,21.1340
N8775A,20.7838
N8837B,20.3083
N8980A,20.4462
N8969A,20.0334
N8721B,19.1627
N297PQ,20.8554
N292PQ,21.4922
N929XJ,21.1779
N325PQ,21.2710
N301PQ,21.1614
N341PQ,21.2121
N303PQ,20.9260
N330PQ,21.2608
N924XJ,21.1171
N928XJ,21.1941
N8986B,20.3445
N8936A,20.7517
N8847A,20.3187
N8783E,20.4112
N8972E,18.9413
N834AY,20.2041
N819AY,19.8780
N8688C,19.6651
N917XJ,21.0769
N8908D,20.2020
N8839E,20.5572
N840AY,20.2340
N8886A,20.1379
N8974C,20.3121
N302PQ,21.3714
N296PQ,20.7278
N933XJ,21.2630
N294PQ,21.6734
N337PQ,20.7680
N916XJ,21.1681
N934XJ,21.0518
N914XJ,20.4558
N918XJ,20.8091
N335PQ,21.0129
N903XJ,20.9899
N919XJ,21.1178
N906XJ,21.1627
N299PQ,20.9935
N307PQ,20.6182
N326PQ,21.7656
N913XJ,21.5765
N319PQ,20.9991
N310PQ,21.2585
N905XJ,20.9852
N901XJ,21.2569
N311PQ,20.5404
N313PQ,21.3322
N605LR,20.8230
N927XJ,21.4037
N921XJ,21.2104
N314PQ,21.4805
N8928A,20.3848
N601LR,21.0319
N604LR,21.3807
N931XJ,21.3438
N8877A,20.2145
N298PQ,21.3605
N915XJ,21.4168
N926XJ,22.0401
N935XJ,21.2750
N272PQ,20.8546
N920XJ,21.0487
N600LR,21.0423
N937XJ,21.1422
N907XJ,21.3888
N902XJ,21.1850
N279PQ,21.4429
N8694A,20.6331
N8683B,20.4547
N904XJ,21.0106
N910XJ,21.0956
N925XJ,21.5603
N602LR,21.0412
N930XJ,21.3506
N348PQ,20.8358
N329PQ,21.2742
N820AY,20.4612
N8946A,20.4537
N936XJ,20.9407
N835AY,20.3970
N991JB,21.0117
215NV,13.0088
216NV,13.0487
217NV,12.7508
218NV,12.7045
219NV,12.3596
220NV,12.2735
221NV,12.5124
222NV,13.1484
223NV,12.7443
224NV,13.1522
225NV,12.7976
227NV,12.9367
228NV,12.2118
229NV,12.5456
230NV,12.8696
231NV,12.9420
232NV,11.9490
233NV,12.6711
234NV,12.7448
246NV,12.4708
247NV,12.2682
248NV,12.6280
249NV,12.6147
250NV,12.3321
251NV,12.4208
252NV,12.5899
253NV,11.8246
254NV,12.7605
255NV,12.5770
301NV,13.2624
302NV,13.8854
303NV,13.8499
304NV,13.5408
305NV,13.5916
306NV,13.7627
307NV,13.2883
308NV,13.2336
309NV,13.0839
310NV,13.0414
311NV,13.1131
324NV,13.5519
325NV,12.7686
327NV,12.6023
328NV,13.1536
329NV,12.7526
330NV,13.5066
331NV,13.2106
332NV,13.4788
333NV,13.0722
336NV,13.7626
402NV,13.3154
403NV,14.9065
404NV,13.6711
407NV,14.9552
412NV,14.4528
414NV,13.6361
418NV,13.4194
420NV,13.4096
423NV,13.0330
427NV,14.6284
861GA,13.0988
862GA,13.4008
864GA,13.6285
865GA,13.5529
871GA,13.4681
872GA,13.6118
877GA,13.4718
878GA,12.8452
881GA,13.0584
883GA,13.6739
886GA,13.5750
887GA,13.5263
891GA,12.7479
226NV,12.8688
409NV,13.6061
410NV,13.2403
415NV,13.0743
417NV,13.8260
419NV,12.7232
424NV,13.4551
429NV,13.5000
866GA,13.0818
869GA,13.9915
876GA,13.4407
326NV,12.4373
406NV,14.4745
863GA,13.7359
884GA,13.4563
426NV,12.8732
N204HA,14.9141
N528EG,18.7501
N529EA,18.7069
N508AE,16.8779
N532EA,18.0967
N543EA,18.4120
N527EA,18.5298
N506AE,18.0065
N504AE,17.8306
N542EA,18.1613
N535EA,18.6174
N536EA,18.5510
N538EG,18.1442
N507AE,17.7230
N819AE,18.9884
N817AE,18.9027
N831AE,18.4611
N808AE,19.4077
N809AE,19.7115
N856AE,18.2925
N820AE,19.0262
N693AE,17.3168
N661JA,17.4191
N922AE,17.2313
N689EC,17.0887
N918AE,17.2935
N902BC,17.3208
N690AE,17.5461
N932AE,17.4186
N933JN,17.4080
N939AE,16.9653
N668HH,17.1359
N647AE,18.7328
N858AE,18.8401
N650AE,17.3040
N655AE,17.0939
N694AE,17.2894
N652RS,16.6347
N900AE,17.3529
N656AE,17.6273
N648AE,18.1473
N931AE,17.3532
N645AE,17.5970
N907AE,18.8940
N646AE,17.3409
N644AE,16.4649
N697AB,17.3398
N699AE,17.0885
N928AE,17.1735
N906AE,17.5439
N679AE,17.6602
N674RJ,17.5856
N696AE,17.5555
N688AE,17.1680
N657AE,17.1059
N836AE,19.3756
N941LT,17.6352
N905JH,17.0525
N663AR,17.3512
N698CB,17.7830
N662EH,17.6541
N253NN,18.0589
N260NN,18.4024
N258NN,18.3463
N244NN,18.1639
N224NN,17.9929
N239NN,18.9828
N234JW,17.8238
N227NN,18.1197
N236NN,17.6356
N541EA,18.6293
N243NN,17.9814
N653AE,17.1940
N923AE,17.0732
N223NN,18.2651
N530EA,17.4830
N519AE,17.0634
N505AE,17.3023
N523AE,18.4634
N525AE,18.3434
N521AE,18.4376
N531EG,18.3994
N524AE,18.2994
N520DC,17.4301
N533AE,18.3400
N221NN,17.9700
N231AN,18.2742
N245NN,18.4015
N250NN,18.2697
N228NN,18.2898
N261NN,18.2104
N225NN,18.0223
N249NN,18.4487
N255NN,18.2027
N235NN,18.4396
N242NN,17.9843
N262NN,17.7525
N240NN,18.1303
N226NN,17.8772
N222NS,17.8522
N237NN,18.7242
N909AE,17.8256
N651AE,17.4219
N942LL,17.4009
N638AE,18.5833
N935AE,17.4852
N908AE,17.3070
N681AE,17.4656
N925AE,18.0586
N654AE,17.7970
N649PP,16.8055
N658AE,17.3680
N259NN,18.1171
N257NN,18.1816
N233NN,18.0434
N232NN,17.8963
N246NN,17.9256
N263NN,18.2790
N248NN,17.5556
N670AE,17.1189
N230NN,17.9028
N241NN,18.0158
N251NN,18.5766
N254NN,17.9946
N229NN,18.1905
N220NN,18.2387
N256NN,18.2605
N252NN,18.2873
N247NN,18.5043
N238NN,18.2429
N522AE,18.4462
N850AE,18.9210
N807AE,19.1769
N857AE,19.0868
N822AE,18.8181
N827AE,18.9822
N852AE,18.9713
N854AE,19.6676
N846AE,19.5391
N642AE,17.4260
N643AE,18.3413
N664MS,16.9245
N855AE,19.0781
N526EA,17.0578
N444MQ,0.0000
N516AE,17.1069
N546FF,17.1321
N712PS,16.4995
N511AE,16.9121
N545PB,17.5038
N568NN,17.9476
N502AE,17.2222
N716PS,16.7467
N501AE,16.3561
N702PS,16.7986
N720PS,17.2554
N559NN,17.7328
N515AE,16.8325
N719PS,17.0665
N540EA,16.9210
N544AE,16.5953
N251PS,15.8915
N518AE,17.1264
N554NN,17.7266
N725PS,16.8870
N710PS,16.9399
N500AE,17.2019
N576NN,17.9654
N262PS,16.0947
N206PS,16.2363
N514AE,16.6949
N708PS,16.5167
N718PS,16.8651
N226JS,16.2959
N207PS,16.5034
N703PS,16.8730
N228PS,16.6670
N209PS,16.2593
N539EA,17.1072
N256PS,16.2355
N221PS,15.9434
N723PS,16.6377
N567NN,18.1660
N551NN,17.9855
N557NN,18.0832
N215PS,16.2307
N230PS,16.5791
N244PS,16.5085
N246PS,16.1342
N250PS,16.2191
N245PS,16.1347
N229PS,15.9735
N241PS,16.1288
N253PS,16.2143
N257PS,16.4380
N216PS,15.6670
N254PS,16.4175
N242JS,16.0748
N249PS,16.5235
N577NN,17.8909
N586NN,17.6164
N556NN,17.7561
N550NN,18.1495
N598NN,18.1637
N548NN,18.2540
N595NN,17.9610
N582NN,17.9621
N555NN,17.7662
N575NN,17.8850
N574NN,17.9558
N597NN,18.3422
N596NN,18.0221
N570NN,17.6199
N593NN,18.0965
N591NN,18.0802
N587NN,18.1343
N583NN,18.2563
N549NN,18.1543
N547NN,17.8843
N571NN,18.0891
N572NN,17.8058
N560NN,17.8599
N563NN,17.7648
N590NN,17.9280
N599NN,18.3636
N573NN,17.8242
N594NN,18.0627
N600NN,17.8051
N584NN,18.0256
N552NN,17.8331
N585NN,18.2518
N592NN,18.2436
N565NN,18.1432
N569NN,18.2328
N579NN,17.9696
N561NN,17.7433
N564NN,17.9087
N553NN,18.0605
N578NN,17.9375
N562NN,18.0533
N581NN,18.3736
N566NN,17.9187
N709PS,17.0053
N705PS,17.0852
N512AE,17.1866
N510AE,17.0105
N218PS,16.2179
N706PS,17.2063
N503AE,17.1344
N537EA,17.0817
N513AE,17.0589
N534EA,16.5735
N558NN,18.1147
N260JS,16.8025
N247JS,16.0916
N258PS,16.2108
N237PS,16.3774
N261PS,16.2797
N213PS,16.4496
N259PS,16.3942
N589NN,18.0745
N588NN,18.2226
N509AE,16.7589
N517AE,17.3176
N220PS,16.4568
N248PS,16.2462
N202PS,16.2446
N223JS,15.7567
N580NN,18.0834
N7864B,12.0489
N8557Q,12.2026
N8558Z,12.4108
N7865A,12.1025
N7866A,12.0969
N8559Q,12.1362
N8560Z,12.3289
N7886A,11.9760
N84307,17.2351
N86309,17.2903
N85355,17.2980
N86350,16.7652
N89304,17.1932
N515MJ,18.0569
N86336,16.9338
N513MJ,18.1415
N88301,17.6434
N89357,17.3630
N85352,17.4197
N80343,16.9496
N88310,17.3648
N85358,17.1281
N85320,16.9086
N82333,17.1917
N85340,17.2795
N88359,17.0555
N86324,17.2810
N87302,16.9386
N88331,17.0499
N88335,17.3406
N89349,17.4884
N88332,17.4579
N89317,17.1027
N83329,16.9975
N88330,17.2140
N85323,17.0518
N86316,16.9907
N82314,16.9062
N88326,17.2660
N85356,16.6960
N88325,17.4288
N85354,16.8607
N85351,16.7873
N80348,17.0647
N87303,17.0043
N86334,17.2192
N88341,17.2124
N86322,17.1131
N87353,17.3011
N89308,17.4789
N88328,17.1648
N89342,17.4828
N87339,17.2144
N88327,17.2315
N89313,17.3157
N86311,17.4015
N88346,17.2689
N87345,16.8253
N86347,17.1581
N82338,17.6894
N89315,16.9722
N86312,17.2759
N509MJ,17.7981
N521LR,17.7956
N86344,17.1007
N87319,16.9385
N87318,17.2309
N89321,17.0551
N516LR,17.6706
N87337,17.2072
N508MJ,17.7919
N93305,17.2905
N917FJ,16.8424
N929LR,16.6184
N947LR,16.6000
N905J,16.5363
N916FJ,16.8478
N241LR,16.8830
N921FJ,16.6293
N946LR,16.6630
N909FJ,16.7223
N908FJ,16.4780
N918FJ,16.1898
N903FJ,16.3209
N910FJ,16.6575
N927LR,16.5336
N243LR,16.7072
N247LR,16.7800
N938LR,16.6344
N950LR,16.8665
N952LR,16.9160
N920FJ,16.5975
N928LR,16.3245
N942LR,16.6218
N249LR,16.5195
N919FJ,16.7090
N904FJ,16.9107
N956LR,16.4393
N933LR,16.7516
N948LR,16.6417
N913FJ,16.5342
N945LR,16.8006
N915FJ,16.5696
N931LR,16.5128
N930LR,16.8948
N922FJ,16.3525
N955LR,16.7554
N932LR,16.3780
N939LR,16.6979
N953LR,16.8929
N951LR,16.3868
N248LR,16.4901
N926LR,16.7524
N943LR,16.5563
N914FJ,16.5350
N954LR,16.4519
N244LR,16.7936
N957LR,16.7665
N925FJ,16.4122
N912FJ,16.5188
N906FJ,16.7713
N245LR,16.7847
N944LR,16.5213
N329MS,16.7739
N242LR,16.4809
N923FJ,16.5752
N958LR,16.6751
N902FJ,16.4028
N934FJ,16.6151
N935LR,16.3143
N959LR,16.5253
N907FJ,16.7161
N326MS,16.9949
N911FJ,16.6132
N246LR,16.5289
N407SW,19.8138
N511MJ,18.1072
N507MJ,18.1801
N514MJ,18.0560
N87306,17.5168
N510MJ,17.9453
N504MJ,18.4901
N502MJ,18.1330
N518LR,17.9607
N512MJ,18.3666
N522LR,18.0047
N501MJ,18.0611
N503MJ,17.9502
N519LR,17.8132
N505MJ,18.3132
N506MJ,18.1768
N107HQ,19.7930
N417YX,19.3015
N410YX,19.2101
N133HQ,20.0412
N108HQ,19.9734
N428YX,19.5899
N431YX,18.9530
N114HQ,20.2036
N405YX,19.3124
N121HQ,20.2435
N414YX,18.7979
N427YX,19.7317
N102HQ,19.7864
N136HQ,20.1394
N434YX,19.4343
N117HQ,19.8846
N125HQ,19.6521
N404YX,19.3407
N430YX,19.1078
N445YX,19.3616
N118HQ,20.0401
N406YX,19.0841
N127HQ,20.0534
N416YX,18.9201
N119HQ,20.1188
N420YX,19.3304
N441YX,19.5573
N408YX,19.4865
N115HQ,20.0320
N421YX,19.6950
N407YX,19.5756
N411YX,19.0947
N424YX,19.1266
N123HQ,19.6072
N111HQ,19.7582
N412YX,18.8318
N130HQ,19.5609
N429YX,19.0423
N415YX,19.0339
N109HQ,20.0683
N104HQ,19.5512
N113HQ,20.2853
N425YX,19.1869
N131HQ,20.0566
N105HQ,20.0630
N446YX,18.9945
N440YX,19.1287
N116HQ,19.9489
N409YX,19.7401
N135HQ,20.2900
N120HQ,19.9941
N122HQ,19.7919
N137HQ,19.7468
N110HQ,20.0050
N106HQ,19.5312
N126HQ,19.9773
N402YX,19.3291
N101HQ,20.4196
N439YX,19.3695
N413YX,18.8580
N443YX,18.8958
N426YX,19.0853
N138HQ,19.7387
N419YX,19.5311
N129HQ,20.1234
N444YX,19.5133
N437YX,19.2098
N103HQ,19.5473
N435YX,19.3918
N438YX,19.2887
N447YX,19.0649
N442YX,19.4845
N128HQ,20.0744
N132HQ,19.6462
N423YX,19.2396
N436YX,19.0972
N112HQ,19.8687
N401YX,19.4521
N422YX,19.0552
N418YX,19.0543
N809MD,21.8462
N433YX,19.2023
N134HQ,19.9526
N432YX,18.9086
N403YX,18.9624
N124HQ,19.8403
N824MD,22.3094
N201JQ,22.8983
N202JQ,22.9414
N210JQ,23.1235
N875RW,22.4779
N211JQ,23.0949
N870RW,22.1473
N205JQ,22.2055
N860RW,22.3043
N815MD,22.5448
N874RW,22.2342
N216JQ,23.5413
N213JQ,22.8485
N208JQ,22.9321
N879RW,22.2417
N873RW,22.5015
N212JQ,23.2515
N823MD,22.7869
N882RW,22.4814
N209JQ,23.0555
N872RW,22.4846
N357FC,22.8117
N878RW,22.7139
N214JQ,23.1336
N204JQ,22.9416
N215JQ,23.2841
N867RW,22.0163
N203JQ,22.7904
N876RW,21.6531
N868RW,21.9340
N871RW,22.0488
N810MD,22.5580
N880RW,22.8978
N869RW,21.9039
N818MD,22.6697
N207JQ,22.6239
N206JQ,22.9793
N652RW,20.5370
N728YX,20.1488
N724YX,20.9722
N733YX,20.5709
N650RW,20.4802
N732YX,20.6022
N865RW,20.4820
N859RW,20.1112
N722YX,21.2390
N729YX,21.1550
N731YX,20.5802
N654RW,20.7527
N634RW,20.1873
N746YX,20.6739
N653RW,20.4738
N647RW,20.5407
N721YX,20.6237
N640RW,20.3478
N747YX,20.5768
N863RW,20.3574
N727YX,20.5970
N651RW,20.6032
N741YX,21.0927
N748YX,20.6365
N740YX,20.8813
N745YX,20.4265
N726YX,20.8655
N657RW,20.0678
N857RW,20.4400
N643RW,19.9032
N861RW,20.0923
N637RW,20.3438
N979RP,20.5570
N633RW,20.8681
N855RW,20.7415
N644RW,19.8423
N856RW,20.3573
N641RW,20.3907
N739YX,21.1212
N648RW,20.4652
N749YX,21.2922
N655RW,20.4090
N751YX,20.6155
N649RW,20.5538
N639RW,20.2790
N646RW,20.6358
N730YX,20.7451
N725YX,20.6076
N736YX,20.7633
N743YX,20.8025
N744YX,20.9283
N645RW,20.4269
N723YX,20.6105
N632RW,20.6020
N750YX,20.6968
N636RW,20.5905
N858RW,20.6439
N862RW,20.5631
N742YX,20.6347
N752YX,20.7194
N864RW,20.2356
N638RW,20.1980
N631RW,20.0833
N642RW,20.9448
N656RW,20.4685
N635RW,20.3765
N965NN,18.2365
N153AN,18.6588
N121AN,18.5513
N137AA,18.3138
N890NN,18.5166
N947NN,18.4304
N149AN,18.5741
N8030F,16.6386
N9006,17.0789
N9017P,16.7250
N9016,16.8885
N70020,16.8934
N868NN,18.1575
N151AN,18.4253
N9029F,16.5757
N990AU,18.4558
N9022G,17.1686
N158AN,18.3661
N983NN,18.4153
N816NN,18.2238
N971TW,15.3086
N883NN,18.1956
N944AN,18.4486
N916NN,18.1762
N878NN,18.4279
N884NN,17.9487
N962AN,17.9816
N807NN,18.7269
N934NN,18.3694
N948NN,18.5314
N922NN,18.4713
N823NN,18.4873
N968AN,18.4730
N930NN,18.2067
N810NN,18.3120
N979AN,18.0357
N909NN,18.2561
N935NN,18.1116
N956AN,18.6899
N896NN,18.1972
N960AN,18.1970
N950AN,18.8114
N841NN,18.9321
N976AN,18.7470
N808NN,18.5321
N834NN,18.6404
N927NN,17.9047
N301PA,18.4292
N921AN,18.5434
N354PT,18.2130
N895NN,18.5423
N853NN,18.0847
N876NN,18.3199
N846NN,18.4574
N904AN,18.2898
N842NN,18.5131
N906AN,17.9195
N905AU,18.5632
N989AU,18.6441
N134AN,18.0819
N145AN,18.4912
N166NN,18.4537
N995AN,18.4319
N159AN,18.2777
N135NN,18.1193
N991AU,18.2742
N910AU,18.2780
N167AN,18.6038
N146AA,18.4594
N931AM,18.6714
N155NN,18.5418
N142AN,18.4699
N160AN,18.5966
N147AA,18.8182
N9629H,15.4360
N982TW,15.7549
N967TW,15.8373
N9615W,15.4401
N9621A,15.5646
N9681B,15.6974
N70425,16.5131
N9620D,15.6263
N983TW,15.7077
N9625W,15.6865
N555AN,15.6202
N972TW,15.4519
N9677W,15.6485
N965TW,15.5794
N966TW,15.8145
N9619V,15.3610
N7541A,15.9045
N980TW,15.7046
N9617R,15.6486
N7548A,15.8045
N7528A,15.5934
N958AN,18.6567
N813NN,18.7337
N942AN,18.2383
N941AN,18.4738
N996NN,18.3550
N894NN,18.5689
N872NN,18.5642
N946NN,18.3521
N921NN,18.1572
N871NN,18.6325
N849NN,18.2340
N944NN,18.4412
N936AN,18.6141
N852NN,18.6352
N916AN,18.6158
N833NN,18.5813
N915AN,18.3476
N882NN,18.4588
N938NN,18.3335
N897NN,18.7221
N908AN,18.5869
N917NN,17.8996
N874NN,18.4037
N879NN,18.3373
N923NN,18.3423
N829NN,18.6680
N854NN,18.6099
N359PX,18.3744
N809NN,18.3306
N865NN,19.0971
N891NN,18.5157
N305NX,18.1453
N9622A,14.9696
N9618A,15.7882
N9624T,15.9195
N9630A,15.2245
N954AN,18.3611
N306PB,18.6947
N858NN,18.5508
N144AN,18.5174
N139AN,18.6943
N930AU,18.6099
N996AN,18.2582
N900UW,18.7175
N932AM,18.5371
N140AN,18.2437
N164NN,18.4669
N987AM,18.6651
N919AN,18.6309
N993AN,18.6655
N928AM,18.3111
N141NN,18.3863
N933AM,18.3423
N836NN,18.7650
N902AN,18.3883
N925NN,18.3484
N947AN,18.6006
N970AN,18.3264
N837NN,18.4380
N929NN,18.5503
N912NN,18.2793
N946AN,18.0606
N889NN,18.4523
N859NN,18.4318
N315PE,18.6137
N863NN,18.4280
N971AN,18.2747
N806NN,18.5410
N974AN,18.4363
N924AN,18.1700
N907AN,18.8538
N991NN,18.1793
N927AN,18.5272
N982AN,18.5421
N937AN,18.6448
N918AN,18.7236
N898NN,18.3187
N971NN,18.2628
N949AN,18.3689
N113AN,22.4600
N117AN,22.3526
N105NN,22.8333
N917AN,18.6215
N107NN,22.9510
N899NN,18.3003
N970NN,17.9562
N993NN,18.2384
N7547A,15.6036
N969TW,15.6760
N779AN,18.7489
N943AN,18.0696
N976NN,18.3884
N977NN,18.1202
N338PK,18.0621
N936NN,18.2373
N949NN,18.1800
N950NN,18.1422
N967NN,18.3393
N805NN,18.5063
N966AN,18.7975
N860NN,18.4784
N904NN,18.5508
N864NN,18.0538
N953NN,18.0837
N317PG,18.4442
N985NN,18.4508
N951NN,18.4030
N981NN,18.5330
N959NN,18.6538
N8001N,16.9275
N93003,16.8741
N9025B,16.9276
N8009T,16.8111
N9015D,16.4063
N90024,17.0587
N9011P,17.0678
N8031M,16.6200
N9021H,16.9545
N9019F,16.9314
N9008U,17.9200
N12028,16.7932
N9018E,16.9072
N9013A,16.9014
N9002U,16.7797
N9012,17.1998
N727AN,25.2727
N394AN,21.2757
N9405T,15.7197
N964TW,15.5038
N970TW,15.7879
N962TW,15.2061
N963TW,15.7005
N9628W,15.5640
N812NN,18.5032
N955AN,18.7487
N931AN,18.2976
N905NN,17.8951
N908NN,18.4421
N819NN,18.3065
N803NN,18.8704
N906NN,18.0714
N850NN,18.7547
N963AN,18.4925
N990AN,18.4499
N973AN,18.9858
N957AN,18.2953
N905AN,18.3792
N926NN,18.2235
N913AN,17.9483
N825NN,18.7392
N915NN,18.3634
N880NN,18.3101
N981AN,18.2343
N907NN,18.0940
N978AN,18.4186
N969NN,18.6519
N983AN,18.1659
N968NN,18.2725
N822NN,18.3766
N984NN,18.5021
N885NN,18.3622
N200NV,18.5495
N316PF,17.9418
N940NN,18.2157
N980AN,18.5189
N910AN,18.2186
N992NN,18.4012
N881NN,18.7314
N987NN,18.2538
N301NW,18.4330
N942NN,18.2892
N941NN,18.0813
N918NN,18.4989
N961NN,18.0370
N343PN,18.5403
N966NN,18.4791
N998AN,18.0737
N992AU,18.5620
N909AM,18.8463
N136AN,18.2560
N994AN,18.5213
N986AN,18.6114
N156AN,18.3153
N902NN,18.5126
N9626F,15.9624
N7550,15.1916
N984TW,15.5807
N870NN,18.4292
N814NN,18.7022
N827NN,18.6991
N887NN,18.0576
N844NN,18.5734
N817NN,18.5167
N988NN,18.2017
N901AN,18.6443
N992AN,18.2538
N920NN,18.3682
N924NN,18.2079
N982NN,18.0907
N989AN,18.7798
N914AN,18.1753
N945NN,18.2367
N960NN,18.1840
N910NN,18.1161
