CityName,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
Des Moines,45.0759,47.0428,39.7033,39.6788,46.3093,50.9793,49.0694,44.1302,40.0333,39.3121,43.3696,39.8717,31.3865,41.0391,31.7305,40.0,44.4,39.4712,49.7265,40.4921,33.3838,25.8991,38.9,64.7331,51.2727,36.4122,46.6508,70.415,67.2469,38.8693,57.9401,57.2353,43.1837,47.0559,36.3033,52.0,52.5786,42.7816,36.0755,48.6842,60.0725,50.8709,40.1025,47.6633,61.2548,46.464,31.791,43.8855,54.4578,57.133,43.1185,51.9874,50.7494,52.0619,54.1977,47.6278,44.6744,43.2642,49.8231,44.6346
Detroit,35.1398,38.5383,33.6733,32.2399,34.3738,37.3175,32.7908,33.4067,32.3811,28.2356,32.1231,34.4388,40.0268,40.5043,39.7042,33.8781,33.7284,37.7711,46.3657,53.4982,32.4475,32.6733,38.2758,49.203,47.6532,38.0273,39.5732,59.2222,40.392,40.7523,43.719,43.5771,37.6096,37.9011,32.3628,44.5125,50.2822,54.9003,41.3947,41.909,42.2342,36.4142,42.8203,43.4175,35.6465,30.2803,37.8141,35.6076,57.0323,48.1228,37.3491,46.5808,41.4117,42.4559,55.802,43.684,40.1815,33.1317,42.0374,39.1572
Devils Lake,76.4667,46.25,80.9,68.6667,39.6667,53.4444,14.375,40.1667,11.25,20.75,53.7143,25.3333,70.0,105.8182,32.5,33.0,29.5,69.8235,10.4375,115.625,16.0,106.1429,112.2,69.6364,45.2,124.6667,167.9333,58.0,13.6364,21.7143,52.4286,54.0,8.6,53.125,49.3333,45.2857,30.6667,171.0,166.625,8.8,126.5,81.4167,163.0,246.75,39.6667,143.125,82.75,141.3,151.3125,176.1429,158.2857,153.0,59.0,145.7778,81.0,119.7,187.0,55.6667,107.0769,134.1429
Dickinson,89.9091,80.4783,96.2222,31.1538,48.1,21.8571,12.2222,11.4,103.7143,154.75,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillingham,,,,,,22.875,14.6,61.0,,,,,,,,,,31.3333,28.9,22.7143,,,,,,,,,,12.3333,15.0,24.2,,,,,,,,,,49.2,11.6154,21.7,,,,,,,,,,15.2,12.8,47.5714,,,,
Dothan,73.1852,31.55,43.9333,28.1053,60.5,63.3462,42.6176,38.5385,32.3333,56.2105,29.4286,54.4,69.5588,54.0294,38.1176,32.2667,45.9333,58.2333,86.25,61.7941,78.4333,34.875,61.2857,85.2059,75.8788,60.4091,51.0,131.5714,28.913,44.8056,46.8333,51.4571,32.4,77.2593,17.6364,58.0667,91.6739,77.8261,76.8387,50.7,35.125,69.3333,39.4444,52.2333,47.1538,42.5263,67.475,70.1818,68.1364,56.7692,54.0833,39.88,60.6316,74.963,47.9706,80.4167,68.28,39.5682,25.6154,73.3846
Dubuque,41.5357,50.7273,32.5455,62.0,60.8,56.4,33.0588,71.8571,102.8571,46.7778,61.2,51.6522,,,,,,,,,,,,,,,,,,,,,,,,,39.75,51.6538,51.4545,16.5833,54.875,44.5588,39.1786,41.0,31.7619,23.5,45.5333,49.6087,50.5652,49.3846,54.0556,70.6364,71.4615,48.1143,60.75,37.9091,45.875,46.44,57.2105,53.6538
Duluth,50.4318,42.1087,28.28,36.2609,44.8889,53.3061,32.8947,44.4038,44.0952,28.8431,68.84,46.0222,54.7368,54.05,56.7377,40.0,70.4063,49.0244,78.1449,54.3291,96.3333,47.7317,32.9091,75.2097,60.8684,17.1154,74.0889,50.7778,92.55,104.4906,62.6984,86.1096,46.95,82.2963,144.5,106.3125,62.5306,56.5217,36.3784,145.0,70.1967,115.194,62.75,63.6892,50.2941,51.3538,73.45,31.2,110.0,109.7447,59.0,103.6809,106.0909,95.8929,64.4872,60.198,125.375,94.963,89.3913,90.9149
Durango,44.1154,87.4,42.6977,62.7059,56.2424,45.7538,24.8704,36.58,23.0385,95.2069,25.7097,46.3548,86.8235,18.0,40.9024,74.7826,61.3774,33.9184,48.1975,38.1667,22.4839,37.7059,45.5714,46.2667,76.0,94.8462,28.1111,63.375,43.8462,42.4,77.5882,67.2917,52.875,44.6,129.375,37.4815,56.7966,70.7386,62.6047,41.6579,51.3542,46.0137,53.8384,67.6905,45.5397,43.0435,55.5294,55.96,42.2078,44.9375,56.3529,64.6923,58.7869,62.3723,47.5577,64.0183,53.5309,55.3714,47.0,62.5294
Eagle,60.0182,64.9437,54.3069,32.2667,,21.3333,34.7143,19.5,50.8,,,92.9865,61.4588,41.7765,74.3043,56.875,105.2,37.75,39.381,62.25,68.0,14.6667,15.9,45.8333,70.0303,98.3976,87.3895,86.0,,214.0,28.0,43.0,107.3333,80.0,5.5,61.8788,88.6803,121.7381,47.9504,93.0526,48.0833,47.1111,88.1905,35.7857,63.6364,100.2143,95.2727,71.6107,67.9583,78.103,142.7301,112.6667,53.7143,46.1111,50.9048,32.65,43.4167,35.5,218.3333,91.687
Eau Claire,95.8824,50.5,43.75,31.7273,36.5,57.6875,52.1905,79.4545,24.7,65.6429,44.4545,39.5455,108.6,32.8571,19.7273,81.6364,76.8,74.8889,56.2857,68.6667,22.8,49.3,16.5,75.7222,18.4,124.8889,51.4,34.8333,14.8571,49.5385,127.0714,52.0,26.5,58.0,99.7778,34.9231,96.6842,51.6,48.5714,81.6923,87.5789,167.0,70.6154,51.3333,66.6667,75.9167,99.1667,92.3333,107.3077,89.381,76.4286,92.5714,124.8333,67.0526,231.0,45.0,79.9167,63.5,112.7692,122.7273
El Paso,37.1551,32.2294,29.3861,31.2891,41.1,32.9189,30.537,35.7204,20.9487,32.0203,27.5259,35.5903,26.8333,18.3542,32.7641,34.037,30.8371,38.6364,40.0025,41.1976,23.3868,23.4642,25.5354,30.1818,34.2412,27.7665,36.1254,42.3974,32.6319,34.2602,32.4713,33.224,20.7126,22.15,22.6449,32.0758,38.3122,37.7981,27.0877,32.9421,42.7857,34.7462,37.6246,38.5254,41.5463,41.5458,32.5981,38.8956,32.133,31.5803,34.473,40.5414,44.9081,40.6332,40.4365,40.1737,44.1745,46.2717,39.8,34.8492
Elko,24.0,106.75,207.6667,44.0,34.8571,19.0,10.75,16.5,,72.5,19.1429,47.1111,111.8571,93.3333,121.1667,33.8333,20.5,9.0,50.1,7.5,15.75,259.5,34.875,20.625,131.8696,82.0,62.8333,92.0,7.5,9.0,33.3,10.0,21.25,17.1429,22.6154,86.9333,18.4286,155.5,47.0,12.6667,6.75,65.6667,7.4,5.1429,39.3333,14.875,7.2,148.0,81.8571,143.8889,36.8333,18.8,17.8333,56.6667,17.2727,31.75,66.1667,4.3333,33.0,149.7273
Elmira/Corning,41.8913,46.34,34.1538,56.2903,56.5,51.2982,53.8909,37.8421,46.975,33.4074,36.0,53.825,43.2045,35.0455,53.7333,41.0,44.2353,42.16,29.0345,75.3333,44.1333,94.1333,72.8,70.9091,109.0,11.5,114.1579,115.8636,46.5484,70.8,,,,,,55.0,82.1765,59.3333,34.7143,80.2,16.0,73.6667,27.0,51.3333,176.0,39.8333,24.375,41.2083,9.8333,80.8571,318.3333,68.5,46.625,22.4,22.1667,54.5714,5.0,62.0,59.9655,48.3333
Erie,53.8718,39.0,32.125,88.5714,24.4167,63.6154,92.8462,33.625,22.9474,6.25,55.0,39.1333,29.875,34.0,93.6,53.2,65.9091,36.1111,82.375,40.7857,65.6667,45.0,114.5,60.913,33.6071,60.5556,50.3929,46.0455,28.9167,81.9615,40.4231,35.1515,76.7727,68.7813,26.8667,63.5517,118.303,88.9,56.1875,58.4286,207.1818,35.5833,26.5385,91.8421,49.8889,61.1333,66.8261,138.6667,67.0,76.35,31.2963,122.7619,66.7143,53.5238,83.4839,44.0833,79.3333,37.0,96.8,73.45
Escanaba,106.6667,52.125,146.5714,31.6667,72.0,155.375,59.5,43.6,75.2,230.3333,52.6667,105.5,103.8571,115.375,25.5294,39.5,9.3333,108.3846,49.0769,48.2273,48.2,27.2727,40.5294,53.1613,67.7222,59.0,84.0909,29.8,82.8889,119.7895,45.7692,130.0769,20.5385,30.3684,47.5714,48.125,104.9412,64.4615,35.5,49.25,43.3333,33.1667,23.0,20.3077,100.3333,37.5556,127.5625,40.6,94.25,112.0,86.1111,55.2857,25.0,34.05,55.5333,59.5294,80.8667,80.0625,55.9412,173.7368
Eugene,51.2614,53.9403,51.6774,55.0769,52.9659,39.5375,42.9222,48.037,37.3636,46.3231,40.8615,56.6638,66.6129,81.7818,68.7265,68.0,58.5521,44.321,41.4853,32.026,21.2692,60.0,48.7385,77.2323,57.8333,73.5246,37.0299,75.1892,63.4722,45.9292,47.9804,47.2095,49.2692,75.9238,52.4359,61.7051,56.3913,40.8861,59.3696,45.9277,54.2222,49.9108,39.7632,53.6299,37.6125,37.8171,61.4586,52.1057,89.6484,63.9205,71.5213,38.8481,38.4533,49.1944,38.028,74.4266,64.243,31.1429,53.0536,52.7527
Evansville,43.6019,58.75,34.5,40.7742,36.92,55.9697,39.4639,49.039,46.4194,69.1216,65.7971,54.2667,63.5385,54.1,48.7073,43.9429,47.6774,52.5278,102.0822,86.7945,32.6486,42.5833,52.6757,61.3836,48.7647,47.7778,70.9048,70.7143,107.5814,119.4737,95.4545,63.381,68.3333,21.5714,28.8889,56.6842,65.7913,74.619,49.1558,37.1923,41.6465,62.6078,57.0,80.5463,46.6486,44.6053,38.5575,42.8391,41.6623,55.7907,52.1273,57.2874,54.0253,86.6391,59.1478,49.3333,56.3182,42.9375,95.06,39.5645
Everett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,53.7857,99.8947,36.2,53.925,65.8222,105.7907,33.0,39.9762,77.3205
Fairbanks,38.2,31.68,43.641,35.8421,14.7805,50.125,48.6214,22.9574,34.9074,28.8966,20.3421,38.1522,22.4286,23.25,19.3171,59.0,20.7188,34.2361,29.9375,56.5368,14.5294,28.4348,20.7778,24.5918,35.0444,39.4231,50.1818,43.8,17.7273,41.806,24.3108,54.1111,25.65,48.8261,30.25,36.5926,40.6923,36.6545,19.25,67.76,48.525,48.7534,41.8876,33.2946,23.7647,26.6792,43.7222,30.2778,39.3111,40.54,30.2857,74.3448,40.6545,42.8861,33.5,30.6855,20.4133,24.0469,42.2571,28.6857
Fargo,41.6149,42.869,36.4077,51.7283,30.6311,42.763,37.9517,39.4221,40.7097,37.8257,58.1453,38.9036,73.0333,29.0247,38.8551,50.0444,51.9655,52.0986,58.4239,55.5714,55.6415,60.1923,58.7021,69.0115,34.4833,75.0256,48.4828,60.8421,67.5263,57.7667,96.3409,95.8824,39.1724,95.8372,54.58,62.4516,66.6433,49.8954,36.6147,55.7339,76.6,56.1417,44.4141,43.6772,51.2658,45.6486,52.6121,43.3205,71.2747,93.3883,51.1989,75.6148,57.7521,51.7143,56.1795,46.0305,55.9091,43.6552,44.1692,66.0045
Fayetteville,47.865,52.0029,51.481,48.1146,43.8275,52.0295,45.156,46.2336,39.1165,41.0749,62.0803,51.4962,41.6303,42.2483,44.4944,59.6475,40.457,54.8563,67.337,62.7342,69.0455,72.6429,59.0531,75.1935,74.2956,50.7174,44.1716,109.2022,69.2318,93.1818,66.9524,55.9773,53.9118,48.4359,31.7273,66.0968,62.0157,47.5377,37.2742,45.3191,52.9208,69.5123,57.3469,52.3711,50.5385,38.8492,45.3522,44.8186,54.04,51.2564,45.0237,51.4397,57.1451,61.1436,53.7972,57.4351,57.6767,52.83,36.0519,57.5368
Flagstaff,57.75,45.3125,17.25,28.0526,42.1818,70.2093,53.1429,33.3095,17.7027,37.0345,51.8421,36.8857,45.3333,45.6111,26.85,18.5455,14.8846,23.5319,60.7857,47.7,51.2778,20.7636,41.8571,18.037,23.0588,14.5714,27.9048,50.5714,29.6923,27.9474,25.5313,41.6875,21.75,30.4615,12.0588,129.0588,37.2,45.3889,48.72,32.6471,60.3636,108.375,40.8571,121.2105,59.1,42.6364,59.0,39.12,56.8,51.4737,94.25,33.8621,64.9091,51.8387,47.1364,49.2857,55.5,47.2727,124.3103,96.2162
Flint,34.215,33.2828,30.954,44.2111,34.1538,37.7845,33.6964,35.3333,32.8525,21.9067,33.5926,40.1866,34.2857,24.1528,36.1148,46.2182,30.8333,31.8889,44.4471,44.5062,40.6429,45.4878,44.1961,30.2603,56.8235,52.0189,38.8588,62.473,43.6364,42.8864,72.0789,44.8804,56.0448,64.8706,35.8718,74.4907,54.6,62.0854,26.4674,50.8649,53.4752,56.4375,44.2892,61.4444,28.2769,88.5769,31.5479,45.5747,40.7059,65.4535,29.3043,33.6739,69.7978,60.7222,47.25,44.6761,65.8929,38.6119,40.4177,48.0792
Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,42.7222,39.9756,9.5,,,,,,,,,,,,,,,,,,,
Fort Lauderdale,28.6831,34.7279,34.03,30.5756,34.6576,40.859,36.7274,38.1423,35.7925,31.432,26.5638,36.3706,34.1967,39.4127,36.4989,35.3457,33.9599,37.5868,45.5959,43.2964,32.8295,31.6901,26.776,35.676,37.4236,32.472,34.0931,45.2426,46.1842,53.8741,47.1037,41.0992,43.2949,35.4809,26.532,34.9708,36.9001,34.7736,32.1495,41.2703,39.1101,41.811,47.9799,48.7923,38.7527,34.5602,35.5442,37.0712,35.2967,40.4728,37.6876,45.5464,39.0369,47.1707,52.5472,51.4056,32.9233,32.4401,30.0883,44.402
Fort Myers,34.5168,38.0149,34.7987,29.2311,34.6772,40.1117,42.4188,38.9622,30.7047,26.0664,32.4042,41.9452,37.973,41.0626,39.9492,37.1284,40.4342,42.2688,50.9503,52.5916,41.8006,31.0569,32.2082,44.2244,43.11,33.3099,38.944,45.5377,40.2946,51.1057,50.2726,46.497,42.2513,40.203,30.1205,43.5031,42.2426,44.0017,38.9972,41.5684,34.1419,48.0268,62.3785,52.7768,46.8383,44.9245,39.6916,40.0412,51.0868,47.8254,36.7402,58.5528,48.3521,52.6201,57.4046,54.9113,37.3404,39.1598,45.5668,45.6051
Fort Smith,41.1587,57.587,41.2308,46.6735,58.1613,42.2558,41.3333,38.92,67.2,41.96,58.8857,83.5926,54.7727,58.4,26.4667,74.7,55.9231,53.0,68.6842,166.3529,50.75,26.1176,82.9412,54.6087,122.9091,44.2308,59.8,141.9,65.5333,120.125,56.1818,203.0,36.3333,121.45,47.375,64.95,75.1739,105.8095,48.7241,30.1765,62.7368,71.5306,53.8936,47.5714,69.98,55.9091,36.3778,59.5556,62.9048,52.6667,36.8148,80.7742,56.186,74.5435,60.7358,67.3519,67.4474,64.9375,73.6286,75.7647
Fort Wayne,39.7544,46.3415,56.3597,43.3429,45.2358,54.7698,64.4215,65.4579,48.0652,28.679,50.0488,42.7899,52.2911,51.0,42.0595,49.5909,47.371,51.1481,55.4186,61.8434,45.2027,45.7556,63.3956,74.4194,54.464,68.6782,64.7829,125.6393,57.4808,77.4065,53.1753,85.3627,58.2151,91.7203,57.6471,69.8785,58.9776,69.8446,52.8654,56.4322,53.869,73.4299,53.1633,61.4808,67.993,49.3224,45.5325,62.9937,63.2928,52.1084,49.1173,63.4052,82.5472,61.2941,74.9866,54.7188,55.8514,60.9591,64.0753,51.2042
Fresno,53.7348,52.0552,40.3096,39.2434,40.8594,37.8558,38.9318,48.8796,54.8603,53.2314,32.5641,48.5529,52.565,44.2843,55.9176,45.3983,55.5405,53.878,54.8409,60.5602,45.8148,50.0179,53.7736,47.2492,54.86,68.2105,72.4393,45.5424,49.8476,69.3425,53.0486,74.1921,66.4889,68.0629,61.3121,52.5772,80.8874,68.3128,49.8526,61.7581,50.4713,55.8132,49.1974,56.1155,43.5774,52.6255,66.4758,53.625,58.4603,55.3297,63.7306,63.3689,64.1429,57.6212,56.3716,60.3738,62.8381,57.4769,64.2703,51.8599
Gainesville,58.3,60.0161,38.2609,39.4521,41.3171,47.9048,36.9846,46.8452,36.2364,44.6604,42.3542,53.619,37.2581,39.3818,38.2979,38.6,44.3462,83.4648,54.8571,75.0444,41.037,48.9756,55.8919,40.5778,92.5741,62.0196,53.42,65.0417,24.2188,73.9245,65.6078,26.3333,32.9048,56.75,13.0,107.6522,54.9441,55.0804,42.1308,34.6707,27.3879,57.7815,65.2417,44.6357,33.0519,28.4505,39.9718,59.6639,35.6566,41.8,41.4527,47.4813,42.4538,65.7679,44.3046,39.1489,42.3516,30.0327,52.6321,42.2174
Garden City,58.3077,30.7333,37.0,69.6,87.9,35.7692,99.875,34.75,45.0,49.1667,13.8,113.3333,,,,,,127.5625,257.4,79.9333,190.0,108.3,73.0667,43.0,113.75,44.6667,85.3333,220.5,,,,,,,,,23.6316,58.6667,50.0,55.9286,39.0476,43.2,69.6429,46.6,31.75,30.8571,31.5625,16.7143,59.1818,47.9286,36.0,48.8,92.4444,56.05,28.55,79.2667,15.3,54.8235,43.3125,37.2273
Gillette,47.9643,15.4706,23.5714,30.05,17.8421,41.5263,24.6923,20.0,17.8889,71.4,34.75,35.913,26.8333,59.0,30.0,38.1429,48.4545,32.3,43.9,75.2353,165.1429,63.3333,198.5,46.2667,95.5,51.4444,14.8333,64.2857,28.2222,76.7778,32.1667,45.0,198.3333,72.0588,120.5833,88.0417,62.1429,101.6667,49.5714,76.8889,42.4615,35.2778,40.0,50.7,123.5,88.7857,22.3846,121.7143,108.1176,147.7143,64.9231,43.8571,27.8571,75.25,107.7059,60.5385,30.7143,55.25,54.65,115.6111
Grand Forks,60.3846,45.0714,,21.1429,90.75,41.2308,19.6,25.8,32.0769,29.6429,45.5,44.9231,34.0,66.1739,75.0833,26.4,39.6,132.8,56.24,50.25,51.3333,48.3158,52.3462,80.0328,46.5714,59.1818,99.6429,70.7647,160.4167,52.2083,39.7619,19.875,22.6667,30.5385,101.7,56.8889,53.1724,57.5405,51.75,88.2286,77.0645,39.0,53.1714,34.9474,54.6667,68.0,35.0513,78.9444,73.4043,94.4915,51.3409,71.303,37.7647,46.7059,31.4194,57.4848,66.8788,92.6061,40.3125,69.0208
Grand Island,46.4737,70.1053,24.2308,150.5714,31.5,44.4167,36.5,65.5,33.2,26.2,43.3333,30.7273,,,,,,,60.4167,86.1905,34.75,40.0909,34.4286,64.5833,61.35,44.5,,,,36.0588,15.5833,28.8571,34.5714,21.6667,,,40.1875,53.2143,52.5806,40.0,71.2121,54.4167,57.0526,34.2,36.1852,99.5,69.5263,55.2927,41.9063,71.6667,57.8636,91.4,56.4324,43.8108,44.92,75.925,55.6207,47.7241,42.8519,79.1429
Grand Junction,45.4576,44.7027,58.6667,52.8478,41.7869,45.6456,21.8095,28.25,53.8,75.1463,41.05,47.8533,47.1081,41.7222,45.878,14.5,68.5758,29.7931,85.9167,38.037,37.75,38.6034,60.3939,44.6875,42.2727,46.2105,65.2632,42.6364,56.5,44.9231,32.2571,77.8261,76.5217,44.2162,58.875,70.2258,70.2326,39.1912,52.0,44.9091,43.3103,44.2407,39.1136,48.4375,33.5143,51.5789,75.7083,50.0678,56.4727,53.6346,38.6458,51.7143,46.8767,71.9125,81.1167,68.4528,83.2105,48.1905,100.381,56.0345
Grand Rapids,40.3599,36.0738,43.2752,33.9339,42.8918,43.7979,42.4061,36.041,29.9498,24.6452,53.375,45.7327,34.6343,37.4221,42.5475,34.5036,33.0513,40.1309,54.2258,53.8232,42.0993,31.4841,52.6173,54.1533,51.3918,48.0,47.6502,67.1256,39.4941,44.0441,54.0102,47.1241,52.3086,58.5189,47.4133,52.9472,47.8178,44.31,33.9034,43.5627,52.3472,48.1406,42.2203,53.275,52.1347,41.0842,45.1435,42.2801,52.3303,40.796,45.5326,46.5667,42.8164,47.8273,59.3166,50.5348,42.9667,43.8982,42.8337,52.2042
Great Falls,60.0938,25.7391,70.0476,46.35,16.6,50.1212,25.4324,34.129,29.2174,40.913,52.7368,85.75,75.48,52.5294,103.7083,84.375,24.8182,27.0,78.3939,69.6579,26.45,13.6667,62.1429,57.2813,33.7,24.6429,107.5,63.8,9.4286,57.6765,88.8214,73.96,27.8571,34.4444,9.6667,53.5405,71.6923,83.9,77.375,52.1852,95.0,35.9355,76.8056,63.48,27.0,31.875,66.3333,66.1034,89.6563,127.35,188.8261,72.4583,74.6667,54.44,51.7143,32.8333,34.6429,49.8387,60.6818,51.2667
Green Bay,47.9375,58.3814,49.2577,40.4286,33.7627,51.7333,35.2642,31.2549,40.8488,35.0115,43.3448,40.5479,52.4909,45.2692,60.8077,42.6286,66.7619,61.4727,58.2614,51.253,50.3667,61.0,46.8421,47.7727,74.1959,46.625,48.9811,70.4744,58.0435,64.8421,60.7188,52.4667,65.551,44.7632,36.3846,49.9844,73.0485,66.8475,36.4154,54.6757,59.625,70.8511,42.6875,57.4818,62.2097,66.7629,47.163,41.7222,55.5446,63.5877,49.029,63.0606,56.4267,55.48,85.3738,49.1545,53.0444,74.5106,59.0513,75.763
Greensboro/High Point,44.6043,53.4265,51.1887,46.7717,50.0694,40.4129,51.7375,40.6923,35.0504,37.6667,51.2308,33.1069,48.75,56.6422,54.6974,51.7981,32.0779,56.9931,62.6096,56.634,49.8992,53.529,56.416,41.5042,54.1525,41.7778,63.68,65.2344,55.3816,72.3986,39.1016,45.5306,47.2818,45.4765,42.8065,61.582,55.5417,46.6233,47.1875,41.2664,46.0116,51.5874,60.4935,57.2126,54.7577,45.515,50.1056,47.9522,50.1135,69.332,44.8844,67.2302,55.4337,54.8065,58.7237,51.7711,60.9959,43.446,43.6525,46.7571
Greenville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4762,44.8235,81.2769,47.1525,46.1961,54.2963,72.825,54.6,,,,,,,,,,20.8889,41.0,35.1667,
Greer,38.5056,32.4088,27.4161,31.2695,41.7626,40.8857,42.7114,35.4675,36.7521,25.507,29.9371,33.2435,37.9,42.1314,47.8333,35.8081,35.0795,49.249,57.5759,49.4971,41.7519,26.5351,41.4286,41.3571,55.192,45.95,35.75,55.768,60.3496,48.5161,60.4471,48.6319,54.6765,35.1133,45.382,49.5782,51.6148,57.0265,38.5636,42.4526,48.0906,58.6395,52.6603,55.1639,48.8127,41.9593,44.8293,48.4655,40.9735,54.2745,47.1217,52.1477,59.1641,65.4083,66.1143,64.4327,44.2464,43.8546,42.2547,55.5721
Guam,24.9474,14.2105,62.1111,41.55,15.9615,51.6667,16.4286,17.0,16.8,5.875,14.1538,7.8,23.0,9.0,15.2857,6.5833,46.0,7.5,27.0526,26.16,23.1765,17.3,17.0909,39.45,15.2174,39.8889,86.5625,12.125,16.4118,54.7857,12.5789,14.9048,128.1111,5.0,6.6,77.5,22.75,9.3333,17.0,9.8182,15.1,17.4211,42.8571,34.1471,21.6923,89.9,15.6,55.4211,20.7619,15.1818,11.1053,19.7059,23.3333,18.1579,19.0,17.6316,44.4167,21.6667,36.4286,20.4545
Gulfport/Biloxi,31.6164,27.4,33.4651,45.6782,39.4783,43.1756,26.9885,43.4483,40.7917,53.7143,31.7925,49.6538,55.82,49.35,44.9104,61.6167,28.1154,69.1311,52.1912,58.8571,48.5952,33.9143,44.6538,50.5397,62.9841,34.8056,54.5,77.4348,28.9016,65.2128,37.75,36.2778,29.8667,38.2131,37.2174,77.2128,62.3934,43.4,40.4032,37.6471,50.375,41.8454,49.4696,71.0265,75.5823,49.7733,31.5972,57.45,36.1077,107.5625,40.1294,69.2841,43.3222,66.8426,50.4756,72.3182,50.8302,59.0619,38.8514,63.6061
Gunnison,55.1081,48.08,37.8077,12.3333,6.0,57.6667,45.6364,71.0833,25.2857,,159.0,26.3636,31.5833,249.4,48.3158,,,,58.0,17.2,,,,99.6111,47.8889,51.2667,44.6,39.0,,,,,,,,64.6667,51.5,50.0,31.6364,,,7.0,159.875,54.0,,,,53.9286,43.1667,162.6667,69.0769,,,68.7778,57.0,23.0,,,,21.4706
Gustavus,,,,,,24.6429,47.9444,28.6923,,,,,,,,,,39.8333,19.6667,23.0,,,,,,,,,,54.5,17.1667,72.8333,,,,,,,,,,13.2857,6.6667,27.1818,,,,,,,,,,15.0,25.0,37.2857,,,,
Hagerstown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8333,38.25,36.5714,11.6667,91.3333,81.5,145.4286,48.8,8.0,56.0,22.75,30.2857,43.0,34.8571,81.6667,22.0,14.3333,116.4286,151.3333,53.4,12.5,41.2,53.4,39.0
Hancock/Houghton,63.4286,47.3571,70.6471,25.0,27.4,34.4444,29.4444,77.5625,25.0769,16.2222,77.6667,96.5333,94.6364,77.7059,46.0,27.4167,161.75,50.1579,45.9565,40.125,38.75,56.8182,222.7273,63.2273,74.85,56.2,81.6923,68.5,38.7143,64.6667,105.8,75.8571,70.7778,113.8333,132.8,70.1875,113.7273,205.3333,122.0,68.6,129.3333,152.3333,51.6471,53.8571,128.7692,37.0,97.2857,74.1667,57.6923,173.5625,51.8571,117.8667,195.8636,109.375,85.7143,49.0,121.0556,126.3077,103.0714,86.625
Harlingen/San Benito,28.0,36.4038,28.3182,30.8026,43.4719,35.0556,50.3889,39.6557,21.3333,45.459,30.5522,26.9211,21.3636,19.4138,37.8276,33.2368,37.6338,31.6789,32.7717,36.06,32.3261,27.4146,26.3913,24.4079,37.4444,26.9773,22.2245,63.9825,38.0667,43.8796,34.9659,42.8158,27.2034,16.2241,17.3455,39.7711,51.2754,72.0609,22.6907,17.4886,44.0426,34.0,28.7,32.3049,40.1475,46.4737,31.3565,45.6486,37.3167,38.4592,40.3981,41.5,76.9187,62.3433,47.5932,41.0241,48.873,43.1009,27.2,41.7459
Harrisburg,48.1795,71.4483,45.0114,44.5522,47.5526,50.3469,57.9733,48.2813,26.7174,26.1754,38.0811,38.254,37.6964,36.4583,40.5263,21.6341,44.0641,40.5273,49.7656,50.8986,44.4583,16.6744,39.0455,49.1077,67.7759,36.0333,41.6346,47.7922,36.8824,44.3729,81.7639,74.8361,59.2581,41.3509,33.3673,67.7759,54.2254,56.2056,41.1239,30.344,53.0764,67.7233,46.9244,54.3709,51.2273,52.5921,55.2517,44.7793,66.5267,48.1852,50.625,49.3689,53.3261,54.3805,56.098,60.8095,57.7544,40.538,50.078,39.375
Hartford,34.2815,30.2937,24.0034,27.1058,32.1261,38.4813,34.0752,37.2724,34.8295,19.7265,22.881,34.3655,27.089,35.3858,29.8391,26.4899,29.74,32.2699,36.8627,38.9598,26.176,25.6835,23.4038,35.6412,32.25,31.1148,30.0077,37.0926,36.937,43.3116,41.7842,37.0161,32.3226,24.4076,20.1781,33.5585,37.3616,33.6293,30.1646,32.8818,45.8482,44.0499,45.2079,43.753,38.1592,29.2364,51.2901,31.1475,40.4969,41.2087,38.7997,44.7008,41.4279,44.0421,50.715,56.6989,33.2215,33.6484,37.5157,43.1098
Hattiesburg/Laurel,64.7857,38.0714,35.15,57.5,111.6471,56.6,23.0,79.5,19.0,42.2,28.625,96.2222,158.8,50.2222,71.2,99.6364,52.3333,46.5,73.5238,54.3125,65.8462,67.0,62.2778,52.0,44.0833,47.3,67.9333,62.8421,117.375,48.7241,90.5714,110.0357,112.0833,34.3333,34.5455,59.7,157.3889,50.7333,74.3333,60.3333,213.6923,38.7143,73.5556,19.1,19.0769,133.7778,74.85,62.9412,68.1667,88.05,47.6,122.6154,51.3684,89.2222,79.7727,81.0,67.3,43.8125,32.7273,42.5417
