CityName,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
Hayden,42.7667,51.0615,50.8444,,,,36.25,64.0,24.6667,25.0,,54.5472,35.75,24.9167,53.2308,108.4,27.75,92.6,111.5,90.6,56.7778,49.1667,64.8333,55.1494,90.1975,46.4098,31.1026,47.5,,,71.6,109.8182,95.4,50.6154,,76.1452,73.5636,78.274,59.2982,53.3333,,,67.3333,31.0,,,1.0,68.7551,58.6702,67.4731,95.6118,3.0,,45.3333,56.65,77.4615,,,,45.4677
Hays,53.75,54.6667,17.1538,64.4,16.3333,46.3077,41.7333,48.2857,16.3333,23.3333,27.2857,37.8182,47.5833,91.375,60.1538,20.6,50.1667,28.1429,65.8667,22.0769,34.4,23.5,46.8889,38.8462,55.7,20.3,12.4,16.0,49.3846,34.2222,37.4286,74.8333,71.1111,87.3,289.2,79.0,35.7143,156.6667,153.6,43.16,88.5172,135.9394,107.1667,50.4545,76.8947,51.3043,52.8462,106.75,114.2692,131.1143,71.9091,150.3077,97.6552,138.2,198.4667,44.2222,160.1429,158.5161,71.44,68.2667
Helena,20.1875,33.0,13.25,13.2222,92.0,55.0952,53.4375,17.3333,41.2857,66.4167,57.6,50.6,31.8571,28.125,31.5,49.5882,18.6364,11.1538,68.875,59.6471,31.8333,24.2667,20.0667,46.0,104.0952,60.5,114.875,258.2857,23.8571,64.3333,61.9,156.5625,41.5909,25.5833,96.7143,55.7111,42.2,70.8889,45.6471,15.6471,41.0,42.1852,39.0,53.32,52.5385,56.3333,51.7097,53.2727,35.6923,109.7273,34.1667,54.4375,46.9333,27.0,36.4,46.6923,31.1333,29.5789,73.0769,67.0
Hibbing,28.8696,78.375,43.9167,16.0667,37.3333,63.35,33.4286,24.5556,22.8182,87.5556,71.2,35.7,116.8519,59.8889,25.8235,120.1111,107.5455,91.2105,40.913,29.8182,64.6667,13.8889,139.9333,30.0,90.6154,31.4286,39.25,40.5,77.0,30.4444,175.5714,12.0,9.0,125.4,47.2857,57.0625,93.6875,67.375,52.0,48.8333,72.0,182.25,5.0,95.5,20.3333,103.875,45.5,21.1667,102.1667,135.1111,49.1667,111.2857,121.0,51.7143,30.8333,154.0,27.6667,25.5,60.8333,45.4
Hilo,22.3217,18.1,12.84,14.5976,14.2277,11.4821,13.6744,24.3316,18.2462,18.5761,12.0645,9.912,12.8632,13.5889,10.1958,22.1333,13.7246,14.9923,20.3704,12.2353,19.6526,12.7596,11.0427,14.9227,13.1888,24.5508,16.4804,17.1404,15.3952,15.463,9.5806,13.9933,11.2209,15.5172,12.7887,19.4,22.6567,20.5276,17.2784,13.5338,12.9388,28.6404,9.6438,11.623,17.1724,12.1364,16.4138,13.5474,11.9468,17.0743,22.6116,11.1154,14.3265,38.6329,13.0391,10.0962,16.8136,28.5873,13.1455,10.3026
Hilton Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,106.4286,49.8571,64.9091,42.9231,76.6667,21.381,63.0,30.4839,51.1231,60.3514,76.1275,94.64,35.5287,63.7742,69.8,97.9286,67.5238
Hobbs,74.25,50.2857,47.2,38.1667,91.7857,132.25,94.5556,102.5,24.0,40.375,63.8,50.875,67.8333,99.6667,83.5714,34.75,75.3333,64.0,74.8889,48.3158,58.0,26.5,20.4286,115.3846,51.2308,29.75,47.625,99.25,41.2857,74.6667,23.4,96.8333,9.0,70.0,77.3333,37.1667,133.8,52.0,5.0,59.6667,27.3333,20.0,19.1333,36.0,87.5556,100.5,44.2222,76.6923,100.1667,56.1667,51.8333,64.9,79.6667,72.6667,39.6154,165.1429,28.1667,57.6957,30.1154,64.05
Honolulu,22.0277,24.6383,21.7365,21.0035,20.6691,24.0726,19.3736,25.0814,20.6532,18.6727,23.5337,16.9142,19.4953,16.9231,18.0947,17.765,16.2691,20.4276,22.7167,17.9481,18.1803,22.3381,21.4944,26.9458,28.122,27.9327,23.1217,25.1139,23.3009,19.6935,23.8519,22.2391,20.1598,19.2944,21.5584,24.0427,21.0778,22.4356,24.747,24.6258,21.6856,24.8716,21.2346,27.8772,21.6467,24.5518,18.1191,24.5285,24.0758,25.6852,21.8927,19.2823,21.1613,29.1577,23.0154,21.4562,25.2552,23.7826,20.4434,20.7084
Houston,26.7336,25.3152,26.2471,29.9191,38.367,38.9549,32.0519,33.8924,23.938,28.5588,29.7869,32.2312,24.8088,26.3662,32.3231,29.8197,37.2024,39.7692,37.802,34.1033,26.5489,25.67,25.4405,30.1317,31.9844,29.651,31.7705,33.4866,34.2847,35.9437,39.1156,37.0315,30.8976,29.1892,24.0264,29.2756,36.4105,34.2577,30.6614,31.4636,39.0507,36.3874,36.6064,39.2688,40.2724,36.7719,30.2445,39.615,33.8515,39.4627,35.1797,45.9357,50.9535,48.66,42.4386,41.1038,39.5481,37.2847,30.9917,38.8872
Huntsville,29.6636,31.8,43.3613,40.1413,64.7736,56.2174,34.1262,33.0286,47.7778,33.8235,38.1321,43.8661,48.8571,28.1964,39.1571,38.0,34.6795,61.6026,54.3269,47.6129,24.3421,53.1633,57.3784,44.3846,58.7344,28.6667,50.2745,69.4595,42.9565,45.3298,52.7634,50.3538,51.8627,32.52,37.7105,57.9275,58.0784,43.9257,33.9226,40.0857,41.2126,61.7398,48.9655,52.0479,59.5696,39.8627,38.7398,52.4258,44.277,43.743,35.4451,51.4398,47.4579,54.0397,56.7395,46.0149,66.6893,50.2222,60.7674,58.4623
Hyannis,,,,,,76.6,67.6875,46.7143,16.0,,,,,,,,28.0,27.7,51.8667,42.7,31.5,34.0,,,,,,,,37.7,33.5882,30.8889,33.8571,,,,,,,,5.0,93.2,65.2857,49.2941,13.3333,,,,,,,,,39.0,51.375,81.2632,28.0,,,
Idaho Falls,42.0741,37.9189,59.2632,48.9677,39.6897,42.4762,21.5556,26.2564,33.8333,43.9394,27.7143,26.4524,42.8438,36.7097,50.5862,73.2778,41.1481,32.75,48.1389,50.2564,20.1923,20.3448,48.4828,97.2432,49.6812,59.4194,35.0833,38.76,22.1923,18.8537,102.075,38.6346,48.6279,41.68,34.12,50.0545,51.475,32.1489,70.0952,40.0244,54.9412,44.3019,47.8868,51.8864,32.0,55.3684,36.9231,52.925,45.4412,39.027,34.3714,29.4706,38.9667,48.4667,86.5526,39.7241,26.4211,56.7647,31.8571,31.9
Indianapolis,34.4372,29.888,35.7841,30.0821,38.296,39.1168,47.4077,37.1641,32.6104,27.2103,33.0137,32.1,28.73,30.9437,33.523,30.3939,28.4777,39.2233,46.7003,45.5873,35.9268,27.7008,27.1149,34.5677,33.5796,26.2725,29.9348,46.9079,35.5425,37.1979,42.5923,33.5151,33.0536,29.5757,30.3094,33.4028,43.528,39.9813,35.4391,46.1624,44.2982,47.4534,41.4392,44.7836,41.6244,33.0392,42.0258,37.6991,40.629,41.3865,37.9002,44.3664,43.0229,49.0787,47.1599,50.4266,35.6304,37.0893,33.9423,37.9026
International Falls,82.4,111.2727,37.4,146.0,72.1667,100.2222,58.1111,47.25,34.625,129.4,137.8333,73.375,115.2727,95.8462,55.5,128.1429,38.0,141.75,104.25,38.1667,65.625,61.0,105.625,60.6923,94.6667,51.4545,51.0,48.6667,111.3333,34.6,94.8333,27.6667,38.5,52.4286,146.875,57.6842,156.3,38.7,34.0,76.5,124.9167,32.9286,89.4545,20.0,34.3333,41.1667,41.6154,95.6667,42.8571,109.5625,30.4286,78.625,260.5,61.0714,35.9474,64.6842,35.5714,149.0,28.8,53.5556
Iron Mountain/Kingsfd,90.9,14.0,58.1111,11.8333,28.8571,53.8571,42.875,64.9091,60.8333,53.8,86.2,57.4,78.3077,28.2222,54.9167,49.0,106.8889,49.2222,33.6154,53.4,40.7273,94.7778,61.5455,44.125,81.1875,163.4444,34.2727,72.3846,28.4286,58.6667,38.3333,28.6111,23.3636,44.05,102.9524,76.4839,89.0952,51.9524,33.6667,31.9286,249.5,31.1111,37.5,38.375,33.4545,35.0,30.0714,59.1,210.9444,89.5,38.1429,180.1111,21.375,29.5385,41.25,57.2778,35.3077,47.7273,68.4545,198.6471
Islip,21.491,29.7953,27.8011,26.4478,21.709,29.4966,37.0932,36.8707,39.8583,28.2446,25.64,36.6604,16.8015,30.495,33.0075,23.2883,23.824,42.3972,55.7662,27.6977,19.4242,17.7241,16.6815,19.4437,24.25,30.4516,23.8644,31.1696,38.3889,33.5639,40.0683,35.4032,24.4554,44.1379,32.4706,42.255,45.7793,50.2394,31.4836,45.6492,43.9807,43.6396,47.6041,33.1228,52.7456,24.0547,35.4848,41.0083,26.598,36.8284,36.2361,34.6168,51.635,38.5407,39.2849,41.0688,31.4324,22.303,31.2102,31.1343
Ithaca/Cortland,,59.0,,6.0,,,,,,,,48.5556,41.5,88.44,49.2632,23.6364,59.1538,61.3077,96.5455,62.1818,40.3333,45.5652,77.6923,79.4118,45.8,59.0,57.7895,126.6842,77.4118,63.1667,44.0,53.0385,40.3125,104.1667,78.8889,80.2,83.129,189.2941,69.2069,100.92,32.0,25.4444,42.0714,31.75,41.4167,188.0,131.381,79.1333,168.4,166.1905,49.037,37.8,121.6176,96.5385,35.0455,79.8824,116.2857,64.4545,58.68,62.1034
Jackson,56.1489,46.6134,31.1343,70.7826,31.5294,47.75,47.8788,30.4831,32.5085,35.9429,55.2692,80.1608,56.0,58.8534,45.0348,79.7727,39.3043,52.4565,42.2203,50.2429,46.8372,18.1622,46.4167,76.3059,72.7662,89.4014,33.9593,47.9333,59.7059,45.95,58.1417,38.152,27.5714,25.35,19.75,94.5591,56.7029,42.5873,48.3363,55.5152,59.4286,62.7857,40.6213,44.8314,67.3333,93.5,30.3571,85.8163,101.9882,73.341,75.7902,64.0909,30.7692,53.731,53.6098,70.4583,61.6269,44.7797,136.8571,54.3427
Jackson/Vicksburg,32.0204,38.2044,35.9152,45.1341,52.0632,44.9026,36.622,36.8156,38.0485,24.3534,48.2887,55.1014,47.4085,44.8228,49.4444,42.7222,50.3958,57.9135,67.0872,56.8678,41.2203,39.8182,40.4222,56.6273,49.7576,52.7778,33.52,64.0206,41.2857,45.7579,43.3469,49.3421,40.431,57.1481,22.1273,49.775,40.9367,43.0194,26.3968,42.5938,43.3387,44.9819,50.0812,43.8793,47.984,58.899,39.6542,54.9636,40.0909,38.6646,36.2222,70.5274,63.6711,60.4177,52.2381,54.0,56.4241,45.8641,43.882,58.5302
Jacksonville,39.0488,37.5159,28.6482,33.75,41.5102,40.8013,35.0068,39.73,35.0976,25.1667,37.4429,36.1616,32.8313,40.7487,27.9468,29.1743,36.9108,41.3867,55.227,51.2807,35.8556,32.6826,30.9066,37.7511,45.8516,41.7054,35.9552,57.7124,51.7732,53.8617,45.2486,47.6768,41.0906,32.1742,28.5333,40.8845,43.7581,41.6335,36.4763,36.52,37.0328,50.8684,48.2758,55.9774,45.543,38.9482,42.862,36.9034,48.0467,41.7817,45.1076,44.8942,42.5478,43.0386,55.075,55.969,39.7075,37.9628,36.6205,36.0866
Jacksonville/Camp Lejeune,50.5217,73.7059,38.5789,51.9048,59.0952,43.0968,47.6216,34.4063,57.8214,51.3793,56.8621,77.1351,46.6,48.2286,31.8421,34.3333,45.2609,58.8947,54.381,75.8378,84.8846,66.4545,53.0,44.8667,95.1429,45.8571,40.5625,89.5676,42.2,63.9091,82.8261,75.25,33.5,156.1429,26.4286,61.25,44.5676,52.5161,43.56,46.7692,32.6782,66.9444,47.1538,62.9677,55.1071,27.3396,61.6143,48.3824,25.6271,35.0725,29.2529,42.3333,48.1081,64.1389,59.5325,45.1905,47.9524,51.561,48.9074,44.8462
Jamestown,81.0714,32.6364,44.3636,52.0,30.6,41.8,34.25,25.2353,48.3077,20.5,64.35,48.5,52.7,82.8696,33.4286,31.6154,37.8667,92.7,21.6667,150.9091,60.3333,52.9524,56.0,36.8,46.8571,81.8636,103.3158,44.4615,53.2941,26.3158,46.5652,58.5357,87.6,44.5333,56.6667,42.16,35.7143,83.8824,102.5625,19.625,96.7,104.0,157.9167,76.3,75.8182,218.6923,75.9231,149.7895,202.5926,206.2414,127.75,169.6667,47.2727,95.3333,55.6071,68.3333,176.4,73.1667,88.0,140.45
Joplin,37.1053,65.0833,38.3333,66.0769,35.5769,55.5,31.7333,78.1111,39.7143,19.0,36.0,55.9091,94.875,20.3333,56.25,93.3333,29.0,51.7,86.2,117.0,,,,,,,,,,66.3529,21.0,57.2,,,,,57.619,39.5882,27.5,35.2727,97.1429,64.44,82.5217,64.36,52.0588,79.1429,49.3571,114.4,93.8571,114.2,71.7778,21.9444,52.3333,51.82,62.0,54.4462,64.8788,67.8378,47.4848,83.9375
Juneau,39.6136,40.9342,38.4327,31.5051,18.1429,32.5313,30.0063,31.0464,36.4928,31.4685,50.9867,51.7808,56.0678,57.4595,45.375,26.4,20.806,25.6071,24.15,32.0813,19.8242,41.3333,26.8871,29.2373,49.2222,53.4179,38.2913,30.0909,49.0769,28.0374,30.2519,27.9008,26.0235,34.3651,36.1129,24.7736,46.6744,31.1429,17.7321,37.6136,31.1282,23.4156,29.0,23.82,29.9846,21.3333,44.8,47.866,43.9733,52.2742,24.6842,25.9359,28.4375,30.4505,21.7742,36.912,24.8333,26.4875,25.4262,37.4915
Kahului,24.41,24.3506,20.8795,16.8726,22.3884,24.9137,17.9207,24.6447,26.3193,19.9184,16.8613,22.6554,25.0188,23.5313,31.9632,24.5294,18.4785,23.6973,18.1706,26.1769,26.8548,18.9271,17.2109,25.753,27.6081,31.0889,27.759,23.185,20.6898,23.3333,23.384,22.5844,18.4149,27.2867,21.5447,26.9408,21.5211,25.2265,19.9449,21.0273,21.1738,25.4215,20.9138,29.8231,20.7747,29.7276,26.5976,18.5033,30.425,33.4089,24.1151,23.7826,28.2287,32.5938,32.7175,22.0976,22.7286,23.5706,28.6105,25.6884
Kalamazoo,61.7619,48.3818,26.8947,48.0,38.4118,52.7576,48.875,73.5238,37.6087,54.4615,60.1053,50.6053,49.6905,75.5455,108.7714,47.3182,81.3333,82.3333,49.9444,95.2692,48.5652,103.4444,60.1714,62.3023,67.4545,85.0286,76.5412,70.2564,72.3636,70.4074,84.9623,63.4464,64.2424,56.88,36.5714,96.2727,68.8243,95.4878,59.1282,66.1935,55.7021,44.2195,65.3171,49.1455,60.2105,61.2927,71.3529,58.1087,109.4242,97.3953,45.7576,60.2581,38.375,63.6923,39.0,35.8333,72.1765,45.7317,43.7857,61.2456
Kalispell,52.2105,39.5909,26.7727,70.3333,68.3333,29.6286,24.9103,36.4556,48.0588,12.75,64.2,39.5,45.7353,66.3333,48.0,34.2,52.3529,65.6667,44.0893,39.4068,40.8485,66.2609,80.4211,46.6667,51.3148,74.1212,25.6667,43.5625,23.6429,72.0,48.5625,69.6933,38.5769,69.95,80.4,69.0633,48.2632,64.2581,40.84,65.6842,57.1176,45.7286,59.5111,66.4835,36.4595,86.4231,33.7,71.5909,72.1034,75.5714,40.7059,43.2222,56.0667,50.0119,46.5806,53.3929,66.7083,62.0714,43.2963,56.093
Kansas City,31.2925,29.8672,28.6289,29.7698,35.7903,37.592,32.2789,30.861,25.34,22.4608,29.5558,34.6836,26.7245,30.8473,32.0443,29.3349,31.935,36.2553,39.4549,38.2187,25.1761,25.7888,23.5957,33.9193,35.6386,28.328,29.2578,36.4245,28.7959,33.8734,32.7355,39.2307,26.2473,28.4835,22.3312,29.3089,31.5345,35.1925,27.3345,31.7548,32.0703,36.8893,31.0045,35.1482,36.4649,31.7266,34.0606,28.4437,33.8477,37.4679,31.5283,34.598,34.6642,40.8389,38.1281,34.7186,33.069,31.1409,28.6695,31.3257
Kearney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,80.6667,22.75,101.6,63.8333,63.1429,369.2,18.0,19.0,119.6667,128.7857,45.2143,88.4,75.3636,242.2857,72.625
Ketchikan,39.4894,44.4595,40.871,32.0577,30.4412,28.2911,34.1458,31.59,21.3881,31.3846,35.68,49.25,46.2,33.3913,33.5385,41.9615,37.025,21.9184,21.0,40.1167,18.2368,61.8667,44.9722,47.4821,64.2059,37.6522,32.3125,19.7667,36.0,36.5957,20.2278,19.1687,32.0,34.125,26.4211,23.8261,28.0286,29.1395,15.64,18.5333,30.1875,32.7458,36.2373,35.1818,28.8431,21.3111,37.5641,29.3455,54.5909,71.8571,38.8636,26.5135,20.9412,31.0444,18.8103,44.4862,24.3966,21.0513,36.4286,38.383
Key West,50.8529,33.0,22.5333,32.9057,39.8667,56.5902,31.3469,41.717,45.2222,17.3333,63.9143,75.8444,78.4,59.3077,34.58,36.7813,42.6667,84.425,40.6364,80.1765,79.2857,34.3704,16.8824,40.0,56.0816,83.2432,34.3878,80.7963,48.6607,57.9762,57.3448,57.4783,10.6667,39.4444,23.4444,18.8571,51.8571,52.568,36.878,46.888,44.0093,47.6591,70.5,41.2549,43.0256,46.1111,47.1316,49.974,41.204,41.0735,54.2624,49.5197,52.11,55.2358,44.375,44.2164,32.3077,46.4066,31.2021,38.1374
Killeen,39.9369,45.8061,37.7607,46.0455,57.6,52.4955,44.4853,59.1875,70.3023,52.7547,49.5556,58.5128,42.3704,42.7838,45.0426,42.475,43.9,45.5952,67.7727,46.0323,41.6111,65.6667,37.84,28.4615,110.0,38.6667,75.6429,87.8571,48.5,85.7742,76.0,29.88,77.1538,133.0741,31.36,70.0,92.9844,56.9265,25.7174,35.7302,39.8302,36.3421,78.0875,60.7083,35.4,60.12,29.7778,35.4444,35.6984,38.3846,85.5067,42.6129,46.7459,35.9149,54.1733,76.4211,44.7544,70.6286,40.2308,77.7069
King Salmon,,,,,,13.6,10.0625,29.25,,,,,,,,,,30.3333,24.3846,24.5,,,,,,,,,,4.3333,14.4,3.0,,,,,,,,,,6.8,18.0556,24.0,,,,,,,,,,8.0,12.7778,12.0,,,,
Knoxville,46.7864,42.4769,45.157,33.7889,38.5187,43.7584,44.7907,53.2438,32.5781,37.0567,36.7394,52.6364,38.0451,51.0515,46.5391,37.9841,35.8143,52.5829,60.961,56.4475,53.6304,28.0853,41.0411,60.6387,59.4797,56.3303,70.4645,72.5764,74.0391,59.407,52.396,59.8731,40.8333,52.3377,51.7451,64.1685,45.8176,62.4034,54.1575,42.6268,50.1631,58.7101,58.1538,70.5126,48.1541,45.3454,52.5572,65.7708,53.3395,51.3889,50.7908,65.7529,52.9733,58.2344,59.7111,53.7834,64.0479,52.2457,52.42,45.7412
Kodiak,21.4,42.0,21.0,18.6667,17.3,21.2,43.6154,25.72,13.0,23.1667,10.9091,14.2,25.5,20.0,31.4286,36.0,73.0,12.6,21.7,12.0,24.4,38.9,14.0,56.25,29.5,21.2857,34.8,34.7,17.8,37.0,56.375,65.3846,45.0769,8.8,33.5,17.7333,13.5,43.125,63.5,18.2,13.2727,20.1667,19.125,30.0455,5.7778,28.0909,25.875,48.0625,40.0,15.5,21.6154,35.4444,25.4286,15.0,20.4545,17.8846,16.0,27.4286,18.9375,31.0556
Kona,21.2069,24.8501,19.1902,16.7826,22.1756,24.4156,17.6223,29.5455,22.0558,18.8795,31.7012,19.1532,24.8655,16.6644,24.9861,12.6569,13.4232,35.8643,23.622,21.8967,19.8832,20.6858,20.1659,30.3343,24.8202,30.5575,31.6132,23.5,31.6667,17.8185,34.3811,17.6465,15.7092,22.1272,20.9855,28.8495,23.6771,33.0775,22.6277,29.1618,29.7101,19.6585,22.4696,48.1458,28.547,27.5707,36.2723,20.677,26.0687,23.3566,20.4876,23.1135,32.2618,34.3874,33.0554,29.7917,36.0457,21.9544,26.9541,28.4597
Kotzebue,39.4737,28.7,26.6875,59.9091,15.1429,18.3158,24.2857,17.9286,23.9259,22.9565,43.8621,10.125,21.2,32.875,21.1667,17.0833,7.6429,9.75,43.1667,34.1667,12.0,17.125,15.2,33.5625,30.4167,39.7647,24.8947,35.0,37.2,18.0,26.6923,38.0769,35.9333,11.1111,22.35,22.3125,33.5455,27.0556,28.7778,63.0,16.4706,10.5,8.4545,21.9091,13.4286,30.6923,34.8,25.3913,58.5714,27.3571,31.6471,41.4167,21.6667,66.8667,7.8,9.7333,9.4286,19.0,24.4545,17.4
La Crosse,61.5152,47.8182,44.6897,100.4667,34.1667,58.6757,38.875,52.871,65.7,104.4,60.2414,79.6,61.7,34.6,32.8947,55.4444,34.3333,27.5,59.5,55.8333,14.1875,38.75,47.0,46.2632,2.0,76.0769,71.5517,35.2708,55.1111,74.7209,54.5686,52.1667,23.5,107.5,48.7059,75.1818,91.8478,37.975,49.6071,55.9063,70.2826,55.86,68.5278,48.3478,97.3929,40.6857,28.9091,53.2,54.3,88.9459,77.3611,79.8,70.413,81.7414,80.56,42.3148,61.1395,59.7436,56.2619,70.0
Lafayette,34.0943,37.3968,44.7662,51.5629,55.8811,44.7029,33.1905,41.2381,32.5556,46.4886,42.1474,40.0294,49.8361,33.8772,63.3803,35.44,47.0909,56.7733,106.9,60.0328,28.0612,42.7593,61.6735,54.5946,74.7869,74.9464,68.6042,68.46,68.1321,68.2121,40.6,55.5806,58.4286,39.5,45.5263,94.0,50.7532,46.0549,52.8475,40.0494,63.3299,44.5673,60.6526,44.0286,43.24,50.2766,52.7526,74.6289,44.0,55.2613,40.5213,71.1636,61.6581,68.55,61.2314,53.9076,60.6377,64.2787,62.1695,65.3723
Lake Charles,34.7561,35.6897,25.9167,42.6571,61.5217,48.3019,53.0556,54.2963,39.9286,68.1429,30.1538,60.4783,84.3333,45.9091,75.7,65.8571,92.3636,87.1667,59.6111,77.7778,41.0714,81.5385,151.7059,117.8148,126.08,97.2143,80.3333,97.68,95.8,106.1,97.6667,113.4,89.0,54.7143,40.5,125.7778,69.5,58.9231,31.8,62.4286,77.6207,44.8696,54.4324,54.5676,61.697,54.8788,84.88,64.8947,42.2174,51.0313,17.5217,94.4324,60.5833,76.973,37.6944,48.4524,37.325,54.4103,39.5263,85.7241
Lansing,59.6207,59.7857,22.3571,20.3871,25.0,54.8056,58.4483,35.3929,27.5556,14.1818,62.58,54.3443,57.8594,74.4912,51.6216,47.7872,132.8696,45.1892,49.86,60.8913,38.7368,98.5417,51.5172,52.4107,70.3117,88.675,70.125,72.8214,55.9524,73.5385,54.3667,47.3696,59.1143,36.075,37.875,50.2821,67.2386,81.4516,61.9833,59.1311,56.3143,37.3864,38.8696,54.8472,48.8857,28.9091,55.9028,54.3784,67.5507,68.6136,74.2,68.6143,61.6484,69.7195,58.9737,44.013,49.1268,51.4595,64.0,41.863
Laramie,85.375,37.1667,37.0,71.4286,58.5,47.5556,24.8,23.5556,38.7273,12.8125,32.7692,24.2778,51.2727,30.625,52.2667,14.3,50.6429,63.4167,48.3333,25.9375,79.7778,88.5,27.7143,43.6111,61.5,25.8,9.5,20.8,56.8,128.2727,114.3333,90.3333,74.5714,67.2,79.4444,42.7857,27.3333,51.8889,65.25,56.2,70.0,47.0,43.8333,160.375,65.8,157.7857,67.1111,111.7857,81.1667,87.6667,109.4444,23.5,51.0,135.2857,139.1429,141.8571,28.5,173.1,113.9091,52.125
Laredo,23.28,32.5714,37.4478,68.7692,66.2037,56.8214,22.2381,41.5,29.7692,51.0882,49.1563,57.0833,74.3333,20.1905,82.0938,50.4815,40.5833,107.1818,81.0435,64.25,50.4815,51.2353,71.9394,107.4048,79.7027,75.24,61.4909,109.9524,43.0909,105.4242,81.5417,61.7188,139.0667,40.5,11.1429,78.25,53.3778,63.7358,76.5,57.0323,78.119,77.7872,69.8864,39.8293,66.3043,64.4808,44.9231,86.1702,51.6,61.2308,49.6304,66.0,77.9219,84.5,53.4426,71.4576,51.359,89.434,91.75,49.2424
Las Vegas,29.0415,31.4329,31.0393,27.0632,30.3236,35.7268,33.5455,34.5764,23.8187,26.8537,25.1766,33.1086,32.0188,29.0279,28.6813,32.0882,25.5805,32.667,37.7668,32.7647,25.7901,25.0941,21.1511,35.0541,37.5677,26.4036,29.6869,31.9893,31.8233,32.2896,33.8794,33.4186,29.3467,28.5844,24.5825,27.271,29.162,29.9033,29.4074,28.4791,30.39,31.4703,38.0706,36.9734,29.3468,26.4435,27.8944,28.7241,28.6078,41.2367,27.5389,35.6708,33.5467,33.7109,32.8438,33.7814,28.151,30.2574,30.5973,33.1763
Latrobe,36.1111,50.1667,42.2353,26.3514,51.3077,55.2308,54.0,60.2742,34.8889,51.7778,31.24,37.2258,40.7188,58.3448,39.902,46.7037,25.7727,45.3125,64.6522,87.3182,64.9375,37.7273,53.7778,29.8462,32.9,26.7778,67.6207,131.7,40.2,46.0476,43.1034,67.9286,43.1429,30.875,35.6,51.44,41.5,33.2143,100.3333,119.8421,45.0,32.0417,40.28,81.3478,72.4444,20.6667,39.5714,24.8235,46.0667,41.0,53.7143,45.4167,71.5882,69.6471,62.44,49.3077,27.5556,33.3636,28.1034,30.2593
Lawton/Fort Sill,45.1714,70.625,38.5106,64.0263,59.275,74.0909,47.0833,49.0455,38.6875,98.3846,39.8947,45.9286,36.625,64.8,63.2609,65.3889,84.4444,70.4167,81.2143,69.1463,34.7838,37.4118,52.9583,87.1591,194.8333,1.5,73.1429,86.0811,78.8333,97.6071,62.0476,50.0,48.75,68.9,55.0,86.0,29.7143,42.44,60.0741,56.16,42.2692,26.6897,50.7576,58.7708,56.2821,58.7708,62.64,35.7,38.9167,42.56,41.1,50.9167,52.2778,54.0541,23.4074,50.2813,57.0455,129.35,30.6667,66.4231
Lewisburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.125,46.3214,114.55,67.1481,119.3846,90.375,95.7778,149.0,146.75,100.4,167.6471,48.6667,36.6667,67.5294,105.125,100.08,57.5,44.4615,86.9375,52.4286,49.0
Lewiston,8.0,39.25,53.6,28.5,7.1667,12.5,6.0,7.4,16.5,11.25,20.3636,45.0,193.0,9.4286,14.2222,9.0,42.3333,9.2,25.4286,35.6,45.7143,16.25,27.1429,87.0,159.5385,297.3333,37.25,32.25,29.8,38.5,135.4,61.6,31.0,5.0,8.0,50.0,27.0,160.0,72.5714,27.5,8.0,67.75,20.6667,26.2857,106.0,37.6667,91.75,42.0,24.6667,17.2857,40.0909,74.2,46.0,140.4444,24.7143,118.0,61.0,25.4444,225.1111,153.3846
Lexington,42.6,40.3311,42.4141,44.3241,46.5872,47.1728,48.4843,45.6032,37.051,30.8646,44.3483,37.8047,53.4771,55.3583,39.625,45.0294,42.2233,52.5248,62.3611,58.1409,44.4211,41.0,46.5089,54.0414,73.7351,76.9453,74.2923,66.6544,65.7642,85.9621,80.6667,69.7545,39.7083,37.8537,53.5536,55.5926,45.9297,56.2866,44.8033,52.7707,53.0874,60.993,62.9582,57.1456,54.1889,38.4569,49.7915,48.3682,65.1531,86.0265,52.1762,69.6909,38.0265,54.4704,54.9751,61.5924,41.2696,37.3931,54.4183,53.8065
Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8182,38.9167,87.625,69.5455,78.6667,49.875,41.8889,16.0,75.6667,13.3333,293.4444,42.375,47.3333,27.9,30.25,51.6429,127.1333,137.75,121.75,62.4545,211.75,87.0588,77.5
