Dest,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
LGA,40.9078,42.7887,43.8674,32.526,45.2647,46.2334,41.6853,35.3834,30.9724,32.3189,32.7422,40.9271,35.4895,51.215,40.4379,36.8344,35.656,44.9535,60.0855,48.1729,40.0237,34.0907,44.2484,39.8955,45.0684,43.603,54.7098,56.3863,52.039,53.1677,61.5419,48.2091,34.3328,44.2366,31.8726,45.883,51.9796,49.3,40.984,52.172,47.0161,47.2396,61.9183,64.5092,50.9661,42.9274,46.4037,42.1415,59.3379,51.2236,49.8796,58.7357,53.0594,62.2489,67.9973,58.8187,40.0745,48.6422,38.2907,50.3242
LGB,28.6181,44.2857,31.8283,24.815,32.9075,31.1882,26.3872,28.8082,25.935,21.6607,28.9926,36.0193,39.1083,46.6931,29.9049,27.8529,29.2334,26.3875,28.4518,36.698,25.0262,27.427,31.5032,34.3687,45.4786,31.922,38.3824,36.5724,35.4818,37.6796,43.6736,35.5559,36.7308,27.3394,32.1705,33.145,37.5848,38.7191,42.5,24.8624,34.5427,28.9593,28.7682,41.2653,23.0767,24.8063,27.6621,29.1756,32.7512,39.8588,30.9467,28.5896,31.9908,29.705,38.0953,28.4513,31.8085,29.7621,37.5844,42.5
LIH,20.746,19.9461,18.9105,19.5167,20.5149,20.6289,20.5217,20.5686,18.1577,15.094,18.8775,21.6833,15.3216,14.2227,19.1649,18.3789,17.3395,25.1165,23.6993,22.6911,20.7403,14.4737,15.2511,20.6238,22.6994,27.3295,21.8105,23.8235,18.6667,18.8907,30.3071,30.1198,18.4107,21.8848,21.6873,26.1504,26.6942,20.625,26.1219,20.8582,20.4348,22.85,17.2336,23.6822,24.0647,33.1502,21.3872,24.7557,16.2538,22.1257,20.7731,25.7296,22.6255,23.0718,20.4654,20.3692,19.2731,19.892,20.0976,21.4175
LIT,34.6377,31.6888,28.799,25.8035,29.1687,38.6082,31.2548,32.4342,25.5159,25.2279,27.1032,32.076,30.3161,21.2953,25.4143,27.1618,28.0,33.7077,43.099,43.8228,25.7461,20.7821,28.288,29.0253,33.6888,30.7973,27.7933,47.1909,30.9874,40.1031,38.4,30.1793,26.5381,26.0639,20.25,30.0891,27.7573,31.3815,23.1461,28.3474,28.798,41.8498,32.7937,33.0976,30.4732,30.6771,31.4761,25.8937,28.3841,32.3743,36.3368,35.6298,37.8071,39.3432,40.3027,41.0583,33.163,30.1737,25.4209,30.565
LNK,33.8851,35.4819,39.8714,34.0,31.8864,33.5902,39.369,37.2152,41.2029,19.7344,44.0845,44.3088,25.8519,27.7288,45.6351,30.4118,24.8548,35.0167,40.3571,37.7727,29.3684,27.25,35.3333,46.0588,47.5114,43.087,58.9385,56.6667,36.3714,50.9104,51.2967,47.6184,28.4211,62.9701,28.2609,49.6909,60.42,89.4634,33.069,45.28,34.05,15.0238,46.8235,32.0488,36.9706,26.2857,33.8214,31.5278,22.4545,62.9273,52.2045,39.5641,38.5952,56.0854,50.3294,58.5542,49.5833,32.5909,33.6909,43.3731
LRD,29.1667,20.7551,37.8784,29.0758,28.9315,30.9157,21.8478,26.925,29.7576,40.5217,31.9535,37.8571,20.4516,28.3793,32.8857,30.4545,38.6667,62.6923,53.1333,75.0,72.0857,47.1852,50.4857,73.5098,83.566,36.8,61.1923,78.2295,35.7755,77.1,62.2857,37.9167,78.2667,21.5556,16.0,22.1,35.9474,40.5814,38.2,59.2917,41.6786,34.2364,25.3654,43.8333,40.4808,51.9286,56.4545,51.5098,41.7692,29.1714,38.898,72.6383,54.0303,58.0847,51.6939,77.2407,30.381,48.6441,54.6596,60.2121
LSE,58.7209,45.1964,25.2281,22.3077,27.3235,37.3922,28.5526,26.0,36.6071,26.6296,34.6774,33.8056,52.8571,30.6875,54.8125,24.0,45.4,35.0,31.4667,20.6842,19.8333,27.6667,27.9333,49.4615,,29.3077,53.9636,51.9792,59.3095,53.2041,47.8833,55.3415,39.0952,56.2609,37.6667,62.4545,59.9167,26.2143,26.4737,35.9767,75.675,33.7647,42.1136,46.1346,40.6,37.8438,26.4667,28.18,26.7143,45.9412,34.725,34.5833,28.5273,63.3924,63.4211,40.9032,32.8,78.1951,29.0233,63.9184
LWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,57.8421,96.75,63.5385,75.0,54.5556,71.7059,57.0,81.6364,77.7143,114.2857,55.2727,52.4167,54.0,58.1852,64.45,52.6452,54.5882,87.0,47.7273,62.0588
LWS,10.75,40.0,39.8333,21.25,36.25,13.3333,3.3333,11.3333,33.0,7.4,6.8333,67.3,11.6,17.2,23.25,11.0,36.25,14.6667,43.0,40.5,34.75,9.5,34.25,30.9412,174.9167,6.75,11.75,23.5,59.0,81.0,36.0,52.1,38.5714,4.0,3.0,35.9,20.6,41.5,19.7143,22.5,3.6667,25.75,40.8,23.3,56.1429,16.5,11.7273,60.7692,15.6364,14.4286,33.1,17.5,25.7,90.35,16.2857,13.7143,17.25,30.5556,30.5556,42.75
LYH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,40.7619,37.25,21.381,50.0781,62.1034,38.925,40.4878,54.4255,31.8261,36.5217,16.4286,30.3333,37.7059,33.1538,35.3889,51.7778,42.0556,29.25,51.0625,46.0,29.0227,33.3171,59.9167
MAF,32.309,30.0079,28.5614,26.9333,38.1175,35.5068,31.4618,35.1296,22.2536,25.3235,27.4783,28.7797,27.8571,26.5823,31.1361,27.6323,24.9308,37.392,39.7035,31.2614,25.6792,28.1239,28.3603,31.5,24.601,24.8356,27.768,29.125,29.0186,30.6615,32.3736,34.5838,23.7748,25.7429,19.3362,27.2907,32.8761,35.7232,26.9907,28.7376,34.7094,36.7401,33.6754,39.949,36.166,50.5543,27.2372,35.6821,27.942,39.1473,40.5344,47.35,46.5866,50.9459,37.363,39.315,31.1472,43.4906,30.5772,51.7583
MBS,38.3846,45.5833,30.7111,47.4655,23.0,29.8696,42.1489,35.0,34.0256,27.7447,30.7632,43.5882,58.4,55.8776,30.9032,36.4211,41.8846,41.8919,52.1837,37.2,33.7857,38.1389,52.4,50.7966,47.5439,35.8372,51.7551,51.8367,21.35,43.5098,71.3382,74.6842,48.0,36.7674,40.1633,93.7619,69.2,36.0,36.0408,65.037,72.3043,47.6087,71.4839,76.4872,45.8269,56.8636,98.7018,75.8421,64.8431,59.6667,78.2353,63.3864,58.9577,76.1467,63.5325,56.8077,37.9355,33.807,92.7941,66.2615
MCI,29.671,27.0748,26.0414,26.7497,32.529,34.8999,33.0884,30.8237,23.4665,23.8408,26.0508,32.042,26.1968,26.5868,28.2184,24.8814,28.1178,34.5918,37.1246,32.7691,24.4569,23.4297,22.2598,31.066,31.4077,24.2569,24.9371,33.1538,29.8143,31.3434,33.4236,30.9988,24.341,22.519,22.5009,29.7649,26.9514,31.0039,26.9527,30.2662,29.5974,35.8469,33.9229,35.9621,32.4062,28.7794,30.576,28.6489,32.4762,35.8908,28.6702,34.3632,36.4908,38.1737,35.4609,32.6959,30.7021,26.6973,24.4939,31.1856
MCO,30.5278,33.0734,31.7945,29.4656,31.8519,38.3387,34.7846,34.4194,29.137,25.7251,27.3961,33.5648,30.0289,33.2276,34.3138,32.1565,31.0592,35.6401,43.0043,42.3298,31.3122,24.9271,25.978,37.6381,35.7536,31.8848,30.5645,38.7828,35.3694,42.5508,42.2346,37.2619,32.6156,27.5663,28.1839,33.4914,37.2878,33.5143,32.4158,37.1175,35.574,38.4452,43.6923,44.3499,36.571,31.8419,32.8752,34.8044,33.413,37.6488,36.4801,42.2197,41.7697,44.1427,46.0132,46.1603,31.5987,31.2953,29.4654,35.363
MDT,37.5698,47.093,26.7832,30.58,36.1759,45.7407,40.1553,33.217,26.2432,17.5658,29.0,34.0964,25.371,23.8043,47.2692,22.2245,41.1341,31.1486,46.4366,44.3778,32.3056,27.7,36.9846,57.1176,56.6538,37.3556,29.0926,39.0127,33.7069,48.4605,50.8046,39.5652,64.1935,46.5063,36.5294,65.4429,38.625,38.9032,31.0,29.7234,38.0939,40.3054,45.9569,48.3897,47.3125,33.0357,28.7655,42.1143,40.8207,49.9873,38.5725,47.8788,37.0455,52.4709,45.3652,45.3933,42.26,32.1538,39.6339,32.9474
MDW,26.7016,25.6627,26.5552,25.5915,29.5682,32.1499,32.0659,28.5857,22.7538,18.3968,23.1815,29.0735,20.9756,25.0152,21.4914,19.9786,23.1418,25.9619,37.3352,24.0887,18.3231,16.1843,20.6991,26.0095,28.8235,21.3969,20.7013,24.5907,23.4145,29.7368,27.8056,25.4813,23.0556,20.6123,19.0873,24.45,23.6949,23.4353,22.3557,25.8076,26.6945,28.0162,28.2124,28.2352,23.1339,21.691,22.8271,25.7693,22.8222,29.6669,23.8403,27.7849,26.5807,29.5319,32.4675,24.3112,19.9634,21.6048,19.0886,22.7963
MEI,46.7,42.0,30.0476,42.3103,72.8857,49.4419,24.05,29.7917,16.6364,39.9615,43.2353,49.7143,73.25,36.381,73.04,79.75,29.9524,63.8571,55.3684,67.3214,43.0588,44.4615,73.8421,37.0556,37.5185,37.9167,68.2593,59.64,62.0,44.6957,113.64,96.4082,78.5455,40.4211,39.4783,58.2857,126.1081,52.5217,65.7826,49.1538,113.4828,40.2813,44.36,51.2963,37.7391,83.9474,67.5517,56.0286,79.6111,73.5588,49.0,146.0435,45.1563,65.8966,89.4828,92.5417,49.0714,40.4706,36.0625,182.0526
MEM,30.8955,28.9463,28.8365,28.5638,33.4008,33.5371,34.1019,31.4857,22.9833,25.5045,28.0534,29.2024,24.7321,27.8208,26.5864,20.8924,26.6271,39.6742,40.7213,36.2803,28.7833,21.0428,29.0031,31.1229,36.5402,25.2336,29.9601,46.2155,28.8765,38.1081,42.0603,31.8406,23.6954,23.7897,18.4985,28.3213,35.8952,34.0598,29.6833,36.0777,37.0687,37.7448,42.3224,40.0262,37.0505,31.9089,30.99,29.9199,36.1368,40.2664,36.9624,36.5549,41.4614,44.9568,44.0968,39.645,31.3885,30.6897,28.6337,33.6242
MFE,26.7445,25.7347,33.9137,37.4161,46.3977,44.4683,44.099,32.0633,31.4565,35.4386,46.0806,33.3962,20.3659,31.0789,43.5306,47.25,38.7037,45.1212,53.5857,56.0606,33.6977,37.75,30.625,35.2105,44.9556,21.2703,26.9375,44.5522,43.25,54.5926,50.0536,33.037,25.4571,40.8571,25.8,47.3415,46.6782,48.1939,33.8876,44.0147,42.0102,57.4553,59.4539,60.069,59.4,51.9592,39.9811,37.1466,38.2621,41.6574,45.4951,40.951,46.4865,52.1823,47.8258,53.5,49.7184,40.8079,43.7626,45.0988
MFR,42.5747,43.4928,31.4032,40.5,46.7895,36.4211,37.7206,36.6986,38.1176,46.4259,25.7931,42.4217,48.0882,31.1064,45.6094,57.4222,38.4023,42.2368,33.1412,32.8925,28.8727,35.7818,35.7455,46.0476,51.3049,43.907,36.9273,34.8727,42.6897,41.4674,32.1522,39.6864,38.169,50.2658,50.2237,49.1287,80.9898,38.6023,49.1231,44.6804,56.5714,45.2377,41.7279,74.7132,32.3611,38.41,57.254,70.9084,72.9113,57.8313,51.6471,29.1791,56.3485,48.7899,45.6231,48.2266,44.8396,34.6093,46.2264,49.0613
MGM,36.798,35.9043,37.0,31.5094,35.36,38.8145,34.4248,32.0776,29.5775,26.0741,24.043,48.3409,40.2903,39.0909,38.6667,28.2708,34.74,43.5942,55.1216,83.6406,54.0,39.8,62.7273,44.4561,61.8966,41.6591,49.7606,95.3913,81.1746,132.451,70.3333,78.8421,37.2,73.463,42.0,88.0857,56.5854,55.6882,39.4661,29.8774,35.9545,53.6111,46.825,37.009,39.0978,31.1899,51.5567,45.0133,45.5844,54.8588,50.0652,51.8276,36.0769,55.2893,48.6063,42.5189,33.1273,54.2157,19.5152,46.3289
MHK,33.4625,48.1967,34.8197,28.98,38.6154,28.1304,33.9302,20.9245,30.5152,35.913,42.1613,28.8718,,,,,,,,,,,,,,,,35.4375,62.2273,69.2083,72.3125,47.4318,33.8571,80.1364,38.4615,44.4375,38.0,52.0851,25.5833,38.32,73.5294,27.7059,51.8148,64.4565,45.1667,45.7879,56.0,36.4419,64.7209,40.1081,26.4118,49.7895,42.2787,41.8462,39.8,60.8286,57.6765,53.9434,24.2857,39.8108
MHT,31.5172,28.9725,36.6048,30.1375,25.812,34.5648,37.7191,36.4441,29.9484,18.5785,30.6279,27.9706,29.1722,26.0581,29.2108,22.2552,26.7424,34.04,42.3198,33.4979,23.7174,26.2887,26.5412,31.7984,38.537,25.6942,30.0168,24.442,31.5663,31.5951,37.1731,33.8153,27.0489,23.734,21.2215,34.419,35.6429,36.5402,29.9608,36.0659,30.3629,40.1701,37.8798,45.8329,34.6923,28.511,30.5375,32.2622,33.974,33.6532,38.467,39.791,35.3086,42.6107,41.5806,40.7845,31.7399,28.3061,33.625,36.4549
MIA,34.0509,35.9545,36.379,32.3407,38.4439,41.2544,36.4638,34.9406,32.5735,31.2084,31.355,35.9352,37.7951,39.2901,38.7472,37.3688,40.2278,42.8765,46.3896,45.0146,35.0,29.7771,26.485,34.8086,37.2854,34.2638,36.1738,42.4703,37.5826,42.3716,43.6184,35.0339,34.0084,31.3848,26.0322,33.2655,35.5957,34.2684,31.2661,36.8005,39.4715,39.8182,50.068,44.162,38.5059,32.3097,37.299,28.8275,33.6067,33.2042,37.3455,42.1175,39.3686,48.9523,42.8954,48.7751,33.6411,33.9893,31.9936,34.2218
MKE,33.035,35.1803,27.2119,27.4981,28.4964,36.2602,32.642,32.4351,27.1582,27.9175,29.1137,35.4929,32.5585,30.7183,31.6585,28.3038,30.5691,36.5974,43.3541,41.5121,32.1126,26.8436,28.8565,34.4687,38.7026,32.0453,32.7314,41.4787,33.8234,42.0998,38.7365,34.3816,32.066,34.1337,28.0089,36.7586,38.405,35.7358,28.3623,34.3485,37.2115,40.9807,40.1586,39.8889,35.8414,32.2225,35.3795,39.1329,42.3378,41.7566,31.3482,39.6634,38.4966,39.7316,37.6395,34.3921,30.1132,33.1138,34.0577,36.3374
MKG,53.7368,49.6087,59.3077,47.1667,34.6,48.0,37.0,32.7895,29.1538,29.8333,61.5,37.2727,58.0556,20.0833,48.4667,60.9,84.3636,27.1538,22.15,44.1579,23.0,56.4,57.5455,39.8571,27.2857,41.8182,110.8571,29.3636,18.0,38.9286,52.8462,45.7857,39.4286,101.8889,72.2,46.3333,33.6667,38.5625,30.6,37.1667,67.0,39.2308,42.5882,48.2381,47.1765,75.6897,27.1538,48.4444,50.8889,44.0952,46.2917,76.1765,48.8333,54.5161,72.3462,103.9615,49.0,61.48,70.4,68.3182
MLB,16.2941,24.1951,18.4286,26.2941,24.35,25.7333,26.8511,27.8333,33.8621,18.1379,20.5385,35.7143,22.1905,17.6667,27.1087,25.2273,23.3171,44.6923,41.8491,43.6111,27.4138,14.48,11.9565,31.1026,62.2195,18.4815,26.5789,61.9464,28.9811,33.1538,32.55,23.2667,24.8148,11.9714,19.7619,41.6087,40.1231,34.2222,31.4231,19.5833,22.6731,34.8507,39.8833,36.3906,30.9362,22.0545,23.5634,22.5152,30.9348,28.6071,26.9452,42.5507,24.8909,28.0678,36.0492,42.029,29.2727,28.2712,33.8163,24.9412
MLI,33.608,38.4465,32.6233,30.1642,31.6139,36.4465,34.4,33.9825,26.0568,23.4881,33.0244,27.8222,39.4412,41.5926,34.2083,33.4328,30.0563,48.9659,42.6226,41.629,50.0588,34.72,41.6833,46.2564,41.5606,47.72,47.6923,52.9355,50.6222,33.1591,47.0305,42.97,46.3281,54.2391,35.8269,35.8788,54.7768,47.4717,34.6078,42.7449,61.124,52.6515,36.5781,38.4859,38.1553,51.27,51.033,68.4766,67.6286,63.72,39.2708,32.2824,48.9808,51.875,46.0859,49.4173,38.4699,39.9515,60.5625,49.3387
MLU,32.1184,44.5849,34.5638,43.7654,33.1376,54.9739,38.9467,34.0787,22.614,35.2453,39.0571,41.3871,45.766,37.125,47.8511,30.2973,49.1724,72.9194,61.881,53.4337,51.0517,33.96,41.2979,40.2381,79.8072,58.5349,65.9583,70.04,57.413,49.4878,54.3111,40.4118,56.0,107.1373,34.0313,64.6531,64.3014,62.5156,39.6889,30.3542,44.0784,73.4426,44.8923,53.7381,56.9063,67.5938,64.1605,67.5694,40.451,44.6765,37.6226,39.3651,52.661,52.4568,46.0976,48.8219,71.0625,46.473,29.2553,63.0
MMH,31.3077,33.4,32.5833,67.6667,,,,,,,,68.375,36.7778,32.0769,38.7143,,,,,,,,,19.2857,16.5,39.3333,37.6667,110.0,,,,,,,,46.625,44.3636,127.0769,35.4444,,,,,,,,,45.625,58.4118,70.8182,100.4545,71.2,42.0,21.4286,30.5,47.6667,16.1429,59.625,70.7143,64.7143
MOB,37.9586,33.1849,31.7727,25.3514,39.1241,35.2159,31.8108,32.5664,31.7258,26.7905,29.4173,32.1314,44.5854,40.3696,40.6977,34.3099,28.0682,45.8,61.3488,56.9875,44.9167,39.0098,33.5586,41.1348,49.8681,52.7931,50.2353,64.5111,53.1724,66.63,45.9545,39.4267,31.3469,52.4545,31.25,52.6667,35.6667,61.3151,38.6179,50.3077,46.6536,59.0317,44.5931,45.7871,53.1208,35.2459,36.539,41.7938,34.61,46.5106,39.5328,65.4032,43.5,53.7143,66.1958,45.3381,42.7037,43.9551,36.7745,66.3165
MOT,34.5588,26.35,33.0909,30.5333,29.0,33.0217,29.9516,31.4048,31.2143,28.5217,31.9821,22.4286,63.6,50.3947,27.3704,33.1364,29.5484,67.0682,32.2105,50.6563,11.5455,16.1429,58.9032,55.0,53.2222,27.5833,28.1,59.6552,39.4211,43.8056,42.7931,62.0606,54.2609,39.0833,71.4706,67.2642,59.3429,46.5417,101.0,40.1176,62.0476,50.1486,34.9877,35.5763,42.8864,29.2593,67.0667,55.0541,64.4865,51.74,43.2128,51.7419,52.9677,45.8649,47.3699,31.549,27.3243,67.9508,45.3469,52.1194
MQT,75.0769,49.0667,23.25,50.5,62.375,59.3333,41.0769,32.0,116.4615,10.5,36.0,37.5333,67.0714,56.4,39.75,49.5714,17.5455,46.5,17.1818,19.0,34.6667,43.4444,21.875,75.6667,52.2667,133.0,55.1875,47.25,22.7143,70.9474,51.4545,38.9412,37.9333,24.2222,37.7,116.0625,47.5161,56.1053,51.4167,62.0,69.75,55.8837,53.4706,80.6429,65.4333,55.8182,55.1304,94.087,86.7188,196.8462,114.7391,133.4667,59.9211,47.4,87.9111,45.6667,64.7826,27.963,88.6364,233.122
MRY,44.3671,36.8837,30.7534,30.75,31.8289,45.4493,38.2021,47.3163,42.0556,44.4314,30.4545,38.75,35.3913,45.561,59.6226,34.0,26.4655,32.2459,44.6406,48.7667,41.5122,39.4531,37.7288,42.8913,52.4265,74.3396,52.3457,49.7465,65.101,77.1045,42.5741,77.4933,43.3514,59.4808,42.0227,127.3846,52.7586,40.5303,42.6757,45.4627,58.8636,36.3434,43.1121,49.1284,48.7303,50.6752,48.4943,49.6466,42.0175,57.4157,58.0,40.8095,60.427,71.7642,57.8819,50.8017,47.602,41.7526,42.0349,59.0641
MSN,34.2429,35.5072,27.9281,30.165,33.7095,36.5366,35.9831,34.7183,31.285,26.5054,36.9139,32.5122,33.3464,42.2635,34.4173,30.4344,28.1087,52.9831,52.3641,48.4758,30.993,34.4889,39.7431,44.2446,48.2891,37.1094,44.6342,53.4639,34.7795,46.9231,49.5922,47.1944,34.8284,45.7846,41.0068,50.3684,41.0345,33.7946,38.5556,47.7647,39.6126,54.7379,40.902,47.0148,37.1329,32.4756,34.8729,38.3263,44.8351,46.7956,43.4281,44.4211,40.3066,48.516,49.6935,49.1176,36.8949,38.3815,36.2721,49.0618
MSO,29.9302,27.4516,20.9444,26.4118,26.2973,37.2676,36.3678,38.2917,25.3333,27.6875,22.8065,31.3607,33.8333,43.3158,29.7551,34.5238,21.3953,32.6563,35.6354,29.1121,35.6829,26.7879,32.0488,42.1098,32.8367,39.7619,30.8889,60.973,30.0,25.3929,38.4286,45.6596,22.6441,33.3056,19.25,32.9333,31.9,52.1034,23.34,35.6047,42.9688,43.7067,31.051,40.9797,44.4875,33.6709,47.8462,24.5536,32.4545,54.4265,20.5238,29.1087,31.3636,51.5735,47.1592,45.4511,26.6667,34.0282,38.6071,46.1505
MSP,35.6389,37.8332,31.848,29.2893,33.7036,38.3138,33.1724,30.6896,30.2681,27.5637,34.3473,34.3987,36.2513,45.4355,34.5902,32.0929,30.5889,39.2361,46.2215,49.1806,35.5147,29.3064,36.8873,48.4684,47.0693,36.5711,43.098,50.8758,40.1145,41.2996,39.8987,36.7827,32.5286,34.9368,35.1244,46.9324,48.9972,45.2982,35.7465,49.0702,47.4141,40.7006,40.5519,39.2882,39.8621,33.6268,38.1608,39.4685,49.6515,64.1603,40.0232,51.682,38.3526,41.7881,46.1739,43.6235,39.0141,35.2172,37.1905,46.5152
MSY,26.4211,29.2585,26.0047,29.113,31.6231,35.5348,30.7708,30.8793,23.0184,23.9609,25.2052,32.713,28.1241,27.652,26.8947,27.9748,27.4699,34.9599,38.681,34.3776,24.6976,20.4417,24.1043,30.2249,31.623,28.8781,29.248,37.9613,33.7072,35.8166,35.0356,32.7029,27.3327,25.1929,23.2786,27.4771,30.461,28.1495,28.1226,32.0274,34.5565,36.9588,37.5171,38.0507,35.7429,29.5186,31.5048,28.4911,28.6762,33.3925,28.5328,38.6618,37.4112,37.1894,37.9596,34.7111,30.8839,31.9707,26.4309,32.3186
MTJ,31.1316,37.967,32.4667,41.5,,27.1081,29.5152,21.7,37.9286,15.5,66.4,35.5,33.1875,32.4054,34.1125,29.7,27.4444,36.4286,41.4545,31.5652,35.6957,19.0,9.5,33.6364,34.8333,20.2083,37.4615,26.6667,,41.5,13.2,54.4286,13.5,1.0,,42.5227,46.6102,36.541,29.1053,38.0,43.0,49.3077,24.6735,42.6667,51.9286,60.8824,18.5,28.6226,31.5,33.4923,37.0441,58.1176,50.8696,53.1159,32.1644,41.6875,52.6471,35.0455,41.3235,37.0854
MVY,,,,,52.0,31.0,24.7826,41.0833,24.7143,11.0,,,,,,,33.9333,34.8889,39.6765,23.2174,27.875,18.3333,,,,,,,55.0,34.5333,36.0,34.2273,19.0,56.5,,,,,,,,40.15,40.1429,49.8679,28.5,,,,,,,,,49.7391,36.2245,53.0,59.7333,46.7778,,
MYR,34.775,32.4717,42.2,27.3667,34.2653,49.4008,30.6068,40.112,33.5822,26.7727,31.1622,48.0682,39.9481,41.5514,29.4974,31.3198,26.7081,35.0838,46.11,46.013,43.7328,46.3906,42.8684,38.3981,31.75,59.5921,56.9342,50.3507,38.8486,37.9158,37.5367,37.4481,32.5847,35.0,22.0806,34.3924,32.9886,36.3878,26.133,35.6949,43.9672,45.6127,46.7729,45.2584,40.7333,33.4099,37.8447,22.521,34.8615,33.3822,28.6027,38.8621,40.9688,50.0601,47.6096,59.6854,34.7664,30.7542,31.372,38.5294
OAJ,34.7297,55.2273,38.8235,58.1667,30.6667,27.413,32.3061,33.1333,32.5294,34.6216,35.3947,44.8621,25.675,36.8889,19.0741,19.3235,51.3462,35.5,64.1321,39.6531,63.069,31.0,27.5161,32.2121,81.4688,36.6364,48.1034,53.7609,28.4103,50.2121,93.1429,37.4,45.8889,29.0,28.375,52.625,41.3012,39.383,34.28,49.375,33.6354,46.4118,36.7453,43.0619,93.3077,20.6418,28.1622,35.9333,21.425,38.6024,33.2619,40.6122,24.8205,56.0698,48.519,45.5075,35.2174,36.6964,34.3662,38.3855
OAK,25.3867,26.6526,25.9314,24.0476,26.2416,29.4198,31.8009,28.5183,20.1371,18.9085,23.7096,26.7575,24.462,22.3115,21.2973,23.6389,21.2676,28.1954,33.6425,25.0112,21.9238,19.5862,20.3171,31.0476,31.751,23.1822,23.3576,24.3265,25.2076,26.4228,25.6724,27.6205,21.6582,20.3383,21.4778,24.7499,23.2539,25.0856,27.381,24.6572,24.5468,26.1606,28.4742,29.2867,25.2207,23.4539,24.0113,24.3009,22.3778,29.8757,24.4545,23.5757,27.4012,27.9084,26.2835,23.9161,19.1672,20.5338,21.8056,24.717
OGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,82.0,32.0,10.0,161.0,14.0,15.6667,29.6,42.4,36.5,32.5,19.3333,78.0,11.0,15.0,13.0,81.75,13.25,24.0,22.0,,16.0,17.5,19.5
OGG,25.5901,23.1917,23.7422,22.8584,27.6967,29.8199,27.5835,28.862,26.3888,17.1092,17.942,26.2095,21.1376,24.6535,24.9559,24.0689,19.8598,28.5699,23.832,26.4376,18.2063,24.4088,20.3447,24.623,26.3519,30.3369,24.7456,24.8662,23.3813,26.9753,22.0691,24.1545,24.2385,20.4744,24.1516,28.6065,24.9261,23.1947,22.3385,22.536,24.4371,26.9518,24.3345,39.9006,24.7936,24.4639,22.8434,21.5654,26.5874,26.7549,26.2282,23.5891,24.3008,29.7941,27.9288,24.0844,19.62,20.8895,20.7109,24.5169
OGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6667,112.0,13.0,9.3333,,17.6667,79.0,7.0,,18.5,,31.0,102.75,20.5,118.6667,95.3333,69.0,132.4783,134.0,147.5333,97.9333,125.1765,62.4545,56.7222
OKC,30.8222,30.8755,27.6536,31.1484,33.1197,39.2057,34.9107,31.8178,25.9307,25.1892,28.101,35.3937,24.2036,27.8056,28.5104,24.8018,31.8829,38.3175,38.6807,35.029,26.2995,24.0051,32.0028,36.0125,40.6397,25.323,28.9441,35.8724,26.4767,31.9808,35.6031,36.545,26.7591,22.8349,23.2512,31.1772,33.7206,31.5231,25.9712,30.6341,40.8333,37.1269,37.8469,37.6789,38.5617,28.0595,28.8331,32.414,36.9245,37.8038,30.1696,41.5188,41.0562,42.8635,43.2245,36.6621,36.7042,40.749,29.6899,37.2297
OMA,33.3847,31.0806,27.3282,27.6643,31.3922,36.9312,30.7189,30.5803,26.4338,24.1754,27.0514,34.7129,34.4442,31.2738,26.9634,25.1894,31.1357,35.1927,42.3683,39.3191,26.7273,28.0319,31.4797,34.9599,39.9183,30.7865,30.4586,41.6667,32.4544,36.1123,39.125,34.9324,28.6944,29.7636,28.4875,31.1717,32.1005,35.4465,27.1062,37.0847,41.3535,35.9751,35.3945,35.1991,31.9404,29.2254,32.1,31.9826,33.1134,42.6166,32.3852,35.655,38.291,40.89,39.3809,33.4927,32.4341,33.1895,32.2642,33.7861
OME,24.25,29.619,45.9048,28.1111,14.9412,26.4444,21.6667,18.2727,19.5625,23.2105,54.1579,15.7,24.8,39.4444,47.4286,15.8,10.4286,14.9375,11.5,32.5833,18.9167,12.4,13.8333,22.3158,29.6667,31.4286,16.8,38.6667,15.4286,17.5,12.4286,18.7,22.4167,16.4286,15.6154,19.4545,41.5,26.5,32.4286,20.75,10.4375,29.0909,46.0,15.8333,19.1818,17.875,26.8462,22.8,38.3636,32.6,22.5455,25.5,37.875,9.0,10.6667,18.7143,10.6,31.2,23.6364,13.1538
