Origin,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
LAS,87.0,173.0,106.0,47.0,75.0,125.0,65.0,94.0,33.0,28.0,44.0,87.0,262.0,73.0,88.0,87.0,49.0,153.0,229.0,92.0,36.0,53.0,17.0,160.0,177.0,93.0,138.0,92.0,143.0,101.0,94.0,206.0,190.0,43.0,28.0,62.0,146.0,80.0,105.0,76.0,74.0,133.0,180.0,130.0,63.0,42.0,34.0,61.0,153.0,382.0,270.0,268.0,238.0,185.0,145.0,134.0,89.0,79.0,81.0,74.0
LAW,14.0,17.0,14.0,6.0,13.0,6.0,3.0,2.0,0.0,5.0,12.0,7.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,1.0,3.0,1.0,3.0,4.0,6.0,6.0,2.0,3.0,8.0,3.0,3.0,3.0,8.0,8.0,4.0,2.0,1.0,3.0,1.0,4.0
LAX,251.0,327.0,183.0,103.0,97.0,280.0,283.0,244.0,104.0,75.0,96.0,196.0,299.0,129.0,145.0,126.0,128.0,170.0,228.0,216.0,71.0,115.0,39.0,233.0,266.0,241.0,215.0,174.0,201.0,129.0,113.0,264.0,235.0,108.0,74.0,87.0,217.0,117.0,284.0,129.0,139.0,146.0,208.0,198.0,128.0,96.0,117.0,119.0,263.0,343.0,335.0,260.0,284.0,341.0,224.0,207.0,162.0,139.0,143.0,131.0
LBB,26.0,29.0,25.0,4.0,12.0,9.0,4.0,2.0,0.0,4.0,11.0,40.0,4.0,1.0,9.0,9.0,4.0,15.0,5.0,5.0,1.0,0.0,1.0,7.0,7.0,1.0,4.0,6.0,5.0,3.0,2.0,23.0,8.0,1.0,1.0,2.0,11.0,12.0,3.0,3.0,6.0,11.0,7.0,8.0,17.0,7.0,4.0,23.0,4.0,15.0,32.0,25.0,41.0,35.0,15.0,23.0,14.0,14.0,12.0,21.0
LBE,0.0,5.0,3.0,0.0,5.0,10.0,3.0,5.0,3.0,2.0,2.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,8.0,0.0,3.0,3.0,5.0,9.0,3.0,5.0,3.0,0.0,1.0,10.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,7.0,2.0,3.0,0.0,0.0,1.0,6.0,9.0,1.0,0.0,0.0
LBF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,2.0
LBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,7.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0
LCH,2.0,10.0,7.0,3.0,12.0,4.0,1.0,3.0,3.0,7.0,5.0,6.0,1.0,0.0,4.0,4.0,2.0,6.0,1.0,2.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,3.0,4.0,1.0,1.0,15.0,8.0,0.0,0.0,1.0,7.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,9.0,0.0,7.0,9.0,7.0,3.0,2.0,7.0,3.0,1.0,1.0
LCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0
LEX,13.0,49.0,20.0,14.0,6.0,26.0,5.0,12.0,7.0,3.0,11.0,7.0,13.0,15.0,4.0,2.0,0.0,10.0,17.0,17.0,1.0,0.0,3.0,13.0,7.0,8.0,17.0,13.0,7.0,9.0,19.0,18.0,10.0,3.0,1.0,10.0,27.0,14.0,14.0,11.0,20.0,41.0,13.0,12.0,15.0,7.0,12.0,11.0,38.0,26.0,8.0,13.0,9.0,19.0,15.0,11.0,10.0,7.0,7.0,1.0
LFT,5.0,27.0,20.0,12.0,19.0,15.0,4.0,7.0,2.0,7.0,4.0,11.0,2.0,2.0,3.0,7.0,5.0,14.0,6.0,7.0,0.0,0.0,0.0,6.0,10.0,1.0,7.0,13.0,6.0,2.0,1.0,9.0,9.0,0.0,0.0,6.0,25.0,9.0,6.0,3.0,9.0,2.0,4.0,3.0,7.0,3.0,3.0,26.0,3.0,13.0,8.0,14.0,20.0,29.0,26.0,9.0,12.0,7.0,1.0,3.0
LGA,882.0,1068.0,788.0,214.0,281.0,390.0,323.0,188.0,119.0,125.0,115.0,163.0,542.0,449.0,99.0,100.0,70.0,154.0,444.0,274.0,55.0,151.0,37.0,84.0,222.0,354.0,504.0,239.0,200.0,246.0,325.0,337.0,306.0,153.0,23.0,109.0,949.0,314.0,1676.0,481.0,324.0,286.0,801.0,1146.0,330.0,184.0,365.0,115.0,497.0,600.0,342.0,319.0,448.0,516.0,811.0,793.0,198.0,157.0,63.0,212.0
LGB,10.0,9.0,2.0,1.0,6.0,7.0,10.0,9.0,2.0,2.0,1.0,3.0,13.0,3.0,5.0,0.0,10.0,2.0,8.0,8.0,12.0,12.0,7.0,9.0,26.0,27.0,24.0,15.0,11.0,18.0,6.0,12.0,6.0,10.0,6.0,1.0,14.0,13.0,15.0,4.0,8.0,4.0,9.0,17.0,5.0,4.0,1.0,2.0,8.0,9.0,7.0,7.0,19.0,10.0,2.0,5.0,3.0,0.0,3.0,8.0
LIH,4.0,4.0,6.0,3.0,4.0,3.0,3.0,7.0,3.0,1.0,1.0,6.0,3.0,2.0,0.0,3.0,8.0,7.0,4.0,8.0,6.0,4.0,4.0,7.0,8.0,5.0,4.0,1.0,3.0,7.0,10.0,6.0,1.0,2.0,5.0,5.0,7.0,8.0,16.0,2.0,2.0,6.0,6.0,10.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,8.0,0.0,8.0,2.0,4.0,5.0,4.0
LIT,32.0,69.0,41.0,10.0,17.0,34.0,8.0,15.0,5.0,10.0,10.0,26.0,11.0,2.0,5.0,8.0,4.0,10.0,16.0,12.0,2.0,0.0,2.0,10.0,7.0,1.0,4.0,17.0,4.0,5.0,2.0,19.0,6.0,0.0,0.0,10.0,29.0,15.0,7.0,9.0,7.0,27.0,10.0,12.0,14.0,7.0,12.0,21.0,22.0,17.0,17.0,36.0,34.0,25.0,21.0,15.0,21.0,13.0,5.0,6.0
LNK,4.0,9.0,6.0,7.0,4.0,12.0,6.0,7.0,1.0,0.0,8.0,4.0,1.0,13.0,7.0,2.0,4.0,2.0,10.0,4.0,3.0,0.0,2.0,7.0,6.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,6.0,4.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,4.0,6.0,2.0,3.0,5.0,5.0,2.0,5.0,2.0,1.0
LRD,6.0,14.0,12.0,4.0,10.0,6.0,2.0,1.0,2.0,5.0,3.0,4.0,1.0,0.0,4.0,5.0,5.0,5.0,5.0,8.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,4.0,6.0,1.0,1.0,19.0,9.0,0.0,0.0,0.0,12.0,6.0,8.0,2.0,2.0,1.0,5.0,2.0,5.0,6.0,0.0,5.0,3.0,0.0,0.0,6.0,11.0,10.0,6.0,4.0,6.0,3.0,0.0,1.0
LSE,9.0,14.0,4.0,4.0,1.0,9.0,2.0,5.0,4.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,3.0,10.0,4.0,6.0,3.0,11.0,3.0,11.0,3.0,0.0,4.0,1.0,15.0,24.0,4.0,6.0,5.0,7.0,3.0,4.0,4.0,0.0,2.0,2.0
LWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,9.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0
LWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,5.0,2.0,0.0,22.0,1.0,2.0,5.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0
MAF,54.0,53.0,36.0,11.0,23.0,19.0,10.0,10.0,0.0,8.0,8.0,27.0,8.0,7.0,7.0,18.0,9.0,16.0,13.0,5.0,3.0,0.0,2.0,6.0,7.0,2.0,2.0,4.0,5.0,4.0,3.0,40.0,24.0,2.0,1.0,1.0,19.0,14.0,6.0,6.0,8.0,14.0,12.0,13.0,18.0,28.0,6.0,12.0,4.0,14.0,28.0,36.0,44.0,27.0,19.0,21.0,21.0,24.0,6.0,8.0
MBS,3.0,13.0,7.0,7.0,3.0,8.0,4.0,6.0,2.0,2.0,6.0,8.0,5.0,12.0,6.0,0.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,9.0,14.0,0.0,6.0,5.0,0.0,4.0,6.0,3.0,0.0,3.0,2.0,5.0,3.0,11.0,1.0,6.0,6.0,5.0,4.0,4.0,1.0,0.0,4.0,5.0,18.0,14.0,2.0,8.0,5.0,3.0,1.0,4.0,6.0,2.0,3.0,5.0
MCI,49.0,94.0,48.0,18.0,34.0,60.0,18.0,24.0,10.0,11.0,31.0,57.0,57.0,47.0,27.0,48.0,37.0,39.0,61.0,47.0,6.0,12.0,8.0,83.0,107.0,20.0,38.0,60.0,26.0,32.0,30.0,58.0,64.0,11.0,8.0,29.0,94.0,121.0,81.0,60.0,55.0,50.0,57.0,76.0,42.0,19.0,139.0,27.0,150.0,161.0,112.0,141.0,132.0,89.0,85.0,88.0,55.0,34.0,34.0,41.0
MCO,189.0,289.0,150.0,36.0,64.0,127.0,57.0,86.0,21.0,27.0,31.0,68.0,274.0,102.0,65.0,66.0,41.0,53.0,131.0,101.0,18.0,552.0,8.0,132.0,135.0,131.0,216.0,105.0,80.0,135.0,147.0,172.0,1304.0,85.0,35.0,61.0,219.0,94.0,306.0,75.0,91.0,95.0,232.0,135.0,59.0,36.0,51.0,64.0,184.0,183.0,173.0,265.0,161.0,210.0,158.0,143.0,754.0,44.0,37.0,59.0
MDT,5.0,16.0,8.0,3.0,2.0,5.0,6.0,5.0,5.0,0.0,3.0,8.0,13.0,4.0,1.0,1.0,2.0,0.0,5.0,6.0,0.0,1.0,1.0,2.0,7.0,0.0,12.0,6.0,0.0,3.0,5.0,5.0,1.0,1.0,1.0,11.0,19.0,17.0,35.0,2.0,11.0,24.0,13.0,16.0,9.0,4.0,10.0,11.0,26.0,15.0,5.0,12.0,4.0,8.0,17.0,11.0,9.0,2.0,6.0,0.0
MDW,236.0,461.0,257.0,72.0,97.0,233.0,65.0,43.0,10.0,7.0,143.0,342.0,144.0,260.0,183.0,35.0,86.0,104.0,275.0,44.0,24.0,29.0,29.0,349.0,210.0,73.0,178.0,52.0,14.0,87.0,88.0,163.0,164.0,47.0,39.0,123.0,281.0,578.0,153.0,102.0,126.0,190.0,126.0,149.0,85.0,20.0,137.0,73.0,781.0,552.0,288.0,387.0,314.0,136.0,132.0,94.0,208.0,137.0,86.0,145.0
MEI,1.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,5.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,8.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0
MEM,27.0,102.0,57.0,29.0,23.0,32.0,13.0,15.0,5.0,8.0,16.0,26.0,32.0,17.0,9.0,13.0,4.0,18.0,28.0,29.0,2.0,6.0,3.0,23.0,26.0,7.0,17.0,32.0,12.0,5.0,16.0,47.0,27.0,6.0,2.0,23.0,66.0,28.0,42.0,17.0,26.0,42.0,40.0,42.0,21.0,9.0,25.0,20.0,45.0,37.0,32.0,72.0,54.0,61.0,42.0,60.0,31.0,26.0,18.0,15.0
MFE,2.0,14.0,25.0,12.0,18.0,9.0,7.0,3.0,5.0,7.0,4.0,12.0,0.0,1.0,0.0,8.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,4.0,1.0,18.0,15.0,0.0,0.0,3.0,20.0,8.0,2.0,3.0,7.0,17.0,8.0,10.0,18.0,10.0,8.0,15.0,6.0,4.0,6.0,19.0,23.0,31.0,14.0,11.0,14.0,10.0,1.0,2.0
MFR,9.0,5.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,2.0,8.0,7.0,6.0,7.0,3.0,2.0,3.0,0.0,0.0,0.0,7.0,1.0,10.0,13.0,12.0,4.0,6.0,4.0,1.0,1.0,5.0,1.0,5.0,3.0,2.0,13.0,1.0,5.0,0.0,5.0,0.0,1.0,48.0,3.0,1.0,2.0,11.0,14.0,18.0,11.0,0.0,4.0,2.0,2.0,2.0,17.0,3.0,3.0,7.0
MGM,5.0,13.0,10.0,5.0,8.0,4.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,2.0,3.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,9.0,24.0,3.0,2.0,7.0,2.0,19.0,6.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,0.0,8.0,3.0,9.0,1.0,6.0,1.0,4.0,1.0,0.0
MHK,11.0,15.0,5.0,5.0,8.0,10.0,2.0,2.0,1.0,1.0,5.0,4.0,,,,,,0.0,,,,,,,,,,1.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,2.0,2.0,3.0,6.0,2.0,4.0,4.0,5.0,11.0,7.0,13.0,11.0,2.0,4.0,12.0,8.0,4.0,6.0,5.0,2.0,2.0,2.0
MHT,27.0,44.0,21.0,5.0,4.0,20.0,5.0,10.0,1.0,3.0,4.0,10.0,19.0,12.0,2.0,1.0,2.0,15.0,35.0,9.0,2.0,7.0,3.0,16.0,9.0,29.0,27.0,12.0,0.0,6.0,6.0,16.0,10.0,5.0,1.0,6.0,47.0,33.0,116.0,10.0,17.0,31.0,33.0,25.0,10.0,3.0,7.0,5.0,43.0,26.0,17.0,16.0,12.0,6.0,15.0,17.0,6.0,7.0,3.0,16.0
MIA,133.0,192.0,122.0,34.0,30.0,51.0,50.0,69.0,28.0,14.0,19.0,55.0,177.0,38.0,14.0,16.0,26.0,30.0,67.0,113.0,13.0,226.0,6.0,33.0,54.0,61.0,84.0,72.0,24.0,111.0,98.0,52.0,1083.0,56.0,3.0,30.0,151.0,38.0,167.0,29.0,85.0,73.0,155.0,84.0,45.0,25.0,22.0,47.0,66.0,37.0,111.0,147.0,94.0,169.0,128.0,119.0,123.0,15.0,13.0,7.0
MKE,73.0,123.0,62.0,32.0,39.0,63.0,29.0,37.0,20.0,8.0,30.0,69.0,40.0,54.0,34.0,18.0,11.0,19.0,73.0,30.0,13.0,10.0,6.0,57.0,45.0,23.0,45.0,40.0,20.0,31.0,40.0,42.0,31.0,8.0,2.0,26.0,57.0,58.0,64.0,68.0,24.0,52.0,47.0,62.0,29.0,15.0,21.0,25.0,168.0,107.0,77.0,60.0,38.0,36.0,45.0,46.0,21.0,17.0,20.0,25.0
MKG,8.0,10.0,3.0,5.0,4.0,5.0,2.0,3.0,1.0,0.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,0.0,1.0,8.0,14.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,4.0,5.0,6.0,1.0,1.0,8.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,14.0,8.0,0.0,4.0,4.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0
MLB,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,1.0,7.0,1.0,1.0,3.0,1.0,0.0,5.0,2.0,1.0,0.0,4.0,3.0,2.0,3.0,1.0,19.0,1.0,0.0,1.0
MLI,23.0,38.0,15.0,12.0,5.0,17.0,10.0,11.0,3.0,2.0,8.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,4.0,0.0,0.0,1.0,4.0,5.0,1.0,5.0,6.0,2.0,5.0,6.0,2.0,3.0,1.0,1.0,6.0,23.0,11.0,6.0,4.0,8.0,13.0,5.0,6.0,4.0,4.0,13.0,4.0,37.0,28.0,5.0,10.0,10.0,11.0,9.0,7.0,9.0,1.0,4.0,4.0
MLU,5.0,32.0,13.0,7.0,3.0,3.0,2.0,2.0,0.0,4.0,1.0,5.0,1.0,1.0,10.0,7.0,2.0,8.0,7.0,6.0,1.0,0.0,2.0,3.0,6.0,0.0,1.0,4.0,3.0,0.0,2.0,11.0,9.0,1.0,1.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,0.0,4.0,12.0,6.0,7.0,4.0,4.0,8.0,0.0,1.0
MMH,1.0,5.0,1.0,2.0,,,,,,,,7.0,10.0,4.0,10.0,0.0,,,,,,,,2.0,16.0,9.0,5.0,0.0,,,,,,,,0.0,4.0,2.0,7.0,0.0,,,,,,,,1.0,19.0,37.0,16.0,1.0,7.0,5.0,7.0,3.0,4.0,3.0,3.0,12.0
MOB,4.0,14.0,15.0,14.0,13.0,13.0,1.0,3.0,1.0,7.0,6.0,12.0,2.0,7.0,4.0,8.0,4.0,13.0,12.0,10.0,3.0,1.0,0.0,5.0,10.0,1.0,3.0,15.0,2.0,2.0,5.0,28.0,18.0,2.0,0.0,19.0,30.0,13.0,2.0,13.0,5.0,21.0,9.0,8.0,23.0,9.0,7.0,18.0,7.0,14.0,7.0,13.0,21.0,20.0,14.0,8.0,6.0,10.0,1.0,3.0
MOT,4.0,5.0,1.0,0.0,0.0,3.0,5.0,3.0,1.0,1.0,4.0,1.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,14.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,5.0,3.0,1.0,8.0,0.0,4.0,2.0,0.0,0.0,9.0,1.0,2.0
MQT,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,6.0,3.0,12.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,11.0,4.0,13.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,12.0
MRY,9.0,12.0,8.0,1.0,5.0,28.0,14.0,33.0,9.0,8.0,5.0,10.0,5.0,5.0,8.0,4.0,3.0,4.0,11.0,5.0,16.0,7.0,8.0,3.0,5.0,11.0,4.0,3.0,6.0,6.0,1.0,14.0,0.0,10.0,0.0,1.0,7.0,4.0,3.0,2.0,1.0,6.0,16.0,12.0,5.0,3.0,1.0,3.0,13.0,10.0,6.0,3.0,3.0,6.0,5.0,10.0,7.0,6.0,11.0,8.0
MSN,33.0,59.0,29.0,16.0,17.0,42.0,26.0,14.0,8.0,0.0,15.0,25.0,13.0,18.0,9.0,5.0,2.0,12.0,23.0,17.0,3.0,0.0,0.0,19.0,14.0,6.0,21.0,20.0,11.0,11.0,16.0,7.0,1.0,6.0,0.0,7.0,24.0,23.0,20.0,15.0,13.0,44.0,19.0,47.0,17.0,10.0,20.0,12.0,45.0,73.0,12.0,28.0,21.0,26.0,44.0,33.0,22.0,7.0,11.0,8.0
MSO,3.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0
MSP,110.0,150.0,96.0,34.0,48.0,114.0,52.0,52.0,22.0,16.0,43.0,87.0,98.0,163.0,67.0,23.0,21.0,45.0,91.0,143.0,31.0,22.0,38.0,140.0,94.0,37.0,74.0,138.0,45.0,48.0,55.0,77.0,69.0,23.0,26.0,81.0,452.0,121.0,191.0,443.0,69.0,38.0,53.0,89.0,48.0,24.0,62.0,46.0,224.0,321.0,137.0,372.0,84.0,96.0,117.0,75.0,54.0,37.0,77.0,88.0
MSY,36.0,83.0,52.0,51.0,50.0,59.0,10.0,20.0,3.0,10.0,10.0,37.0,46.0,25.0,24.0,37.0,19.0,32.0,62.0,45.0,8.0,21.0,3.0,30.0,39.0,20.0,33.0,51.0,29.0,56.0,37.0,139.0,148.0,26.0,11.0,86.0,191.0,35.0,74.0,28.0,43.0,55.0,69.0,69.0,35.0,14.0,21.0,28.0,53.0,63.0,78.0,159.0,138.0,86.0,248.0,65.0,55.0,90.0,24.0,20.0
MTJ,2.0,11.0,2.0,0.0,0.0,3.0,6.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,5.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,,0.0,0.0,6.0,4.0,0.0,,0.0,3.0,4.0,2.0,0.0,1.0,3.0,6.0,3.0,5.0,3.0,0.0,3.0,4.0,2.0,0.0,1.0,3.0,14.0,2.0,7.0,2.0,5.0,3.0,1.0
MVY,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,2.0,0.0,2.0,0.0,,,,,,,0.0,0.0,5.0,5.0,0.0,0.0,,,,,,,0.0,2.0,1.0,3.0,1.0,1.0,,
MYR,10.0,22.0,15.0,4.0,6.0,17.0,6.0,7.0,1.0,1.0,3.0,7.0,9.0,15.0,6.0,6.0,6.0,19.0,18.0,16.0,6.0,47.0,1.0,3.0,15.0,9.0,15.0,14.0,19.0,14.0,19.0,6.0,44.0,7.0,2.0,10.0,43.0,7.0,16.0,8.0,11.0,45.0,25.0,24.0,155.0,13.0,10.0,13.0,3.0,12.0,4.0,23.0,19.0,24.0,50.0,52.0,63.0,5.0,6.0,1.0
OAJ,2.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,0.0,3.0,3.0,1.0,22.0,4.0,3.0,67.0,1.0,2.0,7.0,2.0,3.0,2.0,7.0,1.0,4.0,2.0,3.0,10.0,0.0,3.0,0.0
OAK,38.0,61.0,42.0,43.0,38.0,87.0,71.0,81.0,43.0,20.0,34.0,35.0,52.0,44.0,39.0,30.0,43.0,55.0,116.0,62.0,35.0,14.0,14.0,58.0,80.0,55.0,46.0,27.0,42.0,49.0,57.0,68.0,47.0,38.0,32.0,32.0,48.0,50.0,47.0,53.0,46.0,61.0,79.0,68.0,49.0,45.0,30.0,28.0,62.0,143.0,177.0,119.0,133.0,84.0,63.0,58.0,35.0,58.0,64.0,46.0
OGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGG,14.0,15.0,21.0,7.0,3.0,15.0,6.0,20.0,9.0,9.0,5.0,11.0,4.0,5.0,9.0,10.0,9.0,11.0,11.0,9.0,9.0,3.0,4.0,8.0,10.0,6.0,8.0,7.0,4.0,6.0,6.0,8.0,11.0,16.0,13.0,7.0,10.0,7.0,18.0,6.0,3.0,3.0,4.0,30.0,9.0,6.0,7.0,6.0,2.0,5.0,16.0,5.0,6.0,14.0,18.0,14.0,2.0,10.0,12.0,8.0
OGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,8.0
OKC,24.0,52.0,45.0,12.0,37.0,25.0,16.0,13.0,4.0,11.0,31.0,41.0,7.0,12.0,13.0,22.0,6.0,15.0,33.0,13.0,2.0,3.0,20.0,19.0,28.0,2.0,6.0,20.0,6.0,8.0,5.0,36.0,11.0,0.0,4.0,17.0,33.0,50.0,11.0,10.0,26.0,34.0,19.0,35.0,27.0,18.0,11.0,29.0,59.0,44.0,55.0,64.0,75.0,52.0,30.0,25.0,30.0,18.0,12.0,10.0
OMA,41.0,56.0,25.0,21.0,12.0,27.0,18.0,12.0,3.0,7.0,16.0,32.0,17.0,44.0,19.0,15.0,8.0,15.0,29.0,26.0,11.0,6.0,2.0,26.0,44.0,9.0,19.0,24.0,4.0,15.0,22.0,38.0,11.0,1.0,3.0,19.0,43.0,37.0,23.0,13.0,26.0,61.0,47.0,47.0,20.0,12.0,34.0,19.0,83.0,87.0,53.0,65.0,33.0,35.0,36.0,38.0,25.0,12.0,14.0,10.0
OME,3.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,5.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,9.0,2.0,7.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,12.0,6.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0
